time,lcj,hxj,fyj,hgj,x,y,z,
2018-5-20 12:3:7.90000,628.69039,121.14934,-0.09216,-1.00200,521867.50000,4083770.50000,50.56840
2018-5-20 12:3:7.94700,628.69039,121.15234,-0.09316,-1.00200,521867.50000,4083770.50000,50.56840
2018-5-20 12:3:8.00900,628.68242,121.14934,-0.09116,-1.00200,521867.49317,4083770.50411,50.56843
2018-5-20 12:3:8.05600,628.68242,121.15134,-0.09216,-1.00300,521867.49317,4083770.50411,50.56843
2018-5-20 12:3:8.10300,628.68242,121.14834,-0.09216,-1.00300,521867.49317,4083770.50411,50.56843
2018-5-20 12:3:8.15000,628.68242,121.14634,-0.09016,-1.00200,521867.49317,4083770.50411,50.56843
2018-5-20 12:3:8.21200,628.68242,121.14934,-0.09116,-1.00200,521867.49317,4083770.50411,50.56843
2018-5-20 12:3:8.25900,628.67444,121.15134,-0.09116,-1.00200,521867.48633,4083770.50821,50.56846
2018-5-20 12:3:8.30600,628.66647,121.14934,-0.09116,-1.00100,521867.47950,4083770.51232,50.56848
2018-5-20 12:3:8.38400,628.66647,121.14931,-0.09116,-1.00148,521867.47950,4083770.51232,50.56848
2018-5-20 12:3:8.41500,628.66647,121.14634,-0.09216,-1.00200,521867.47950,4083770.51232,50.56848
2018-5-20 12:3:8.46200,628.67444,121.14734,-0.09316,-1.00100,521867.48633,4083770.50821,50.56846
2018-5-20 12:3:8.50800,628.68242,121.14734,-0.09116,-1.00100,521867.49317,4083770.50411,50.56843
2018-5-20 12:3:8.57100,628.69039,121.14934,-0.09116,-1.00100,521867.50000,4083770.50000,50.56840
2018-5-20 12:3:8.61800,628.69836,121.14634,-0.09016,-1.00100,521867.50683,4083770.49590,50.56840
2018-5-20 12:3:8.66400,628.69836,121.14634,-0.09116,-1.00100,521867.50683,4083770.49590,50.56840
2018-5-20 12:3:8.72700,628.71430,121.14435,-0.09016,-1.00100,521867.52050,4083770.48769,50.56841
2018-5-20 12:3:8.77400,628.71430,121.14535,-0.09116,-1.00400,521867.52050,4083770.48769,50.56841
2018-5-20 12:3:8.82000,628.72927,121.14535,-0.09216,-1.00000,521867.53333,4083770.47998,50.56841
2018-5-20 12:3:8.86700,628.73724,121.14435,-0.09216,-0.99900,521867.54017,4083770.47587,50.56841
2018-5-20 12:3:8.93000,628.74522,121.14634,-0.09216,-0.99800,521867.54700,4083770.47177,50.56841
2018-5-20 12:3:8.97600,628.76116,121.14435,-0.09216,-1.00400,521867.56067,4083770.46355,50.56842
2018-5-20 12:3:9.02300,628.76913,121.14435,-0.09416,-1.00000,521867.56750,4083770.45945,50.56842
2018-5-20 12:3:9.07000,628.78508,121.14435,-0.09416,-1.00200,521867.58117,4083770.45124,50.56842
2018-5-20 12:3:9.13200,628.79305,121.14435,-0.09316,-1.00300,521867.58800,4083770.44713,50.56842
2018-5-20 12:3:9.17900,628.80802,121.14335,-0.09116,-1.00300,521867.60083,4083770.43943,50.56842
2018-5-20 12:3:9.22600,628.82396,121.14634,-0.09016,-1.00400,521867.61450,4083770.43122,50.56843
2018-5-20 12:3:9.27300,628.83990,121.14435,-0.08916,-1.00200,521867.62817,4083770.42300,50.56843
2018-5-20 12:3:9.33500,628.85591,121.14435,-0.08816,-1.00600,521867.64189,4083770.41476,50.56844
2018-5-20 12:3:9.38200,628.87879,121.14535,-0.09016,-1.00300,521867.66150,4083770.40298,50.56844
2018-5-20 12:3:9.42900,628.89479,121.14535,-0.08816,-1.00100,521867.67522,4083770.39474,50.56845
2018-5-20 12:3:9.49100,628.91871,121.14734,-0.08916,-1.00300,521867.69572,4083770.38242,50.56845
2018-5-20 12:3:9.53800,628.93368,121.14535,-0.09116,-1.00100,521867.70855,4083770.37471,50.56846
2018-5-20 12:3:9.58500,628.95759,121.14335,-0.09116,-1.00300,521867.72905,4083770.36240,50.56846
2018-5-20 12:3:9.63200,628.98151,121.14535,-0.09316,-1.00300,521867.74955,4083770.35008,50.56847
2018-5-20 12:3:9.69400,628.99648,121.14634,-0.09216,-1.00500,521867.76238,4083770.34237,50.56847
2018-5-20 12:3:9.74100,629.01242,121.14734,-0.09216,-1.00200,521867.77605,4083770.33416,50.56847
2018-5-20 12:3:9.78800,629.04431,121.14934,-0.09416,-1.00200,521867.80338,4083770.31774,50.56848
2018-5-20 12:3:9.85000,629.06025,121.14934,-0.09416,-1.00300,521867.81705,4083770.30953,50.56848
2018-5-20 12:3:9.89700,629.08320,121.15034,-0.09416,-1.00300,521867.83672,4083770.29771,50.56848
2018-5-20 12:3:9.94400,629.10711,121.15334,-0.09216,-1.00400,521867.85721,4083770.28539,50.56849
2018-5-20 12:3:9.99000,629.13005,121.15134,-0.09416,-1.00400,521867.87688,4083770.27358,50.56849
2018-5-20 12:3:10.05300,629.15397,121.15434,-0.09216,-0.99900,521867.89738,4083770.26126,50.56850
2018-5-20 12:3:10.10000,629.17794,121.15334,-0.09416,-1.00200,521867.91793,4083770.24891,50.56850
2018-5-20 12:3:10.14600,629.20082,121.15634,-0.09316,-1.00300,521867.93754,4083770.23712,50.56850
2018-5-20 12:3:10.19300,629.22480,121.16034,-0.09516,-1.00300,521867.95809,4083770.22477,50.56851
2018-5-20 12:3:10.25600,629.24872,121.16134,-0.09816,-1.00100,521867.97859,4083770.21245,50.56851
2018-5-20 12:3:10.30200,629.27963,121.16434,-0.09716,-1.00600,521868.00508,4083770.19652,50.56851
2018-5-20 12:3:10.34900,629.30354,121.16234,-0.09916,-1.00400,521868.02558,4083770.18420,50.56852
2018-5-20 12:3:10.41200,629.32649,121.16534,-0.10016,-1.00200,521868.04524,4083770.17238,50.56852
2018-5-20 12:3:10.45800,629.35837,121.16634,-0.09916,-1.00400,521868.07257,4083770.15595,50.56852
2018-5-20 12:3:10.50500,629.38132,121.16834,-0.09716,-1.00300,521868.09223,4083770.14413,50.56852
2018-5-20 12:3:10.55200,629.41320,121.16634,-0.09416,-1.00200,521868.11955,4083770.12769,50.56853
2018-5-20 12:3:10.61400,629.43712,121.16834,-0.09616,-1.00400,521868.14005,4083770.11537,50.56853
2018-5-20 12:3:10.66100,629.46803,121.16834,-0.09616,-1.00200,521868.16654,4083770.09944,50.56853
2018-5-20 12:3:10.70800,629.49998,121.16834,-0.09716,-1.00100,521868.19392,4083770.08298,50.56854
2018-5-20 12:3:10.75500,629.53089,121.16834,-0.09516,-1.00100,521868.22042,4083770.06705,50.56854
2018-5-20 12:3:10.81700,629.56278,121.16834,-0.09716,-1.00000,521868.24774,4083770.05062,50.56855
2018-5-20 12:3:10.86400,629.59369,121.17235,-0.09716,-1.00500,521868.27423,4083770.03468,50.56855
2018-5-20 12:3:10.91100,629.62558,121.17434,-0.09816,-1.00600,521868.30156,4083770.01825,50.56855
2018-5-20 12:3:10.97300,629.65649,121.17335,-0.09716,-1.00500,521868.32805,4083770.00232,50.56856
2018-5-20 12:3:11.02000,629.68838,121.17434,-0.09316,-1.00600,521868.35538,4083769.98588,50.56856
2018-5-20 12:3:11.06700,629.71929,121.17335,-0.09316,-1.00700,521868.38187,4083769.96995,50.56857
2018-5-20 12:3:11.11400,629.75118,121.17235,-0.09016,-1.00800,521868.40919,4083769.95352,50.56857
2018-5-20 12:3:11.17600,629.78209,121.17534,-0.09316,-1.00600,521868.43569,4083769.93758,50.56858
2018-5-20 12:3:11.22300,629.81404,121.17534,-0.09516,-1.00400,521868.46306,4083769.92112,50.56858
2018-5-20 12:3:11.27000,629.85293,121.17235,-0.09316,-1.00500,521868.49639,4083769.90107,50.56859
2018-5-20 12:3:11.31600,629.88481,121.17534,-0.09416,-1.00900,521868.52371,4083769.88464,50.56860
2018-5-20 12:3:11.37900,629.92370,121.17634,-0.09416,-1.00500,521868.55703,4083769.86460,50.56860
2018-5-20 12:3:11.42600,629.95559,121.17335,-0.09116,-1.00700,521868.58436,4083769.84816,50.56861
2018-5-20 12:3:11.47200,629.98650,121.17834,-0.09116,-1.00400,521868.61085,4083769.83223,50.56862
2018-5-20 12:3:11.53500,630.01839,121.17734,-0.09016,-1.00600,521868.63817,4083769.81579,50.56862
2018-5-20 12:3:11.58200,630.04930,121.17834,-0.09116,-1.00200,521868.66466,4083769.79986,50.56863
2018-5-20 12:3:11.62800,630.08922,121.18134,-0.09616,-1.00500,521868.69887,4083769.77928,50.56864
2018-5-20 12:3:11.67500,630.12811,121.18234,-0.09716,-1.00900,521868.73219,4083769.75923,50.56864
2018-5-20 12:3:11.73800,630.15999,121.18434,-0.09816,-1.00600,521868.75951,4083769.74279,50.56864
2018-5-20 12:3:11.78400,630.19091,121.18734,-0.10168,-1.00745,521868.78600,4083769.72686,50.56865
