2018-5-20 11:7:48.33900,-927.31250,563.00000,-0.60530
2018-5-20 11:7:48.38600,-927.31250,563.00000,-0.60530
2018-5-20 11:7:48.43200,-927.30566,562.99589,-0.60530
2018-5-20 11:7:48.49500,-927.30566,562.99589,-0.60530
2018-5-20 11:7:48.54200,-927.30566,562.99589,-0.60530
2018-5-20 11:7:48.58800,-927.30566,562.99589,-0.60530
2018-5-20 11:7:48.63500,-927.30566,562.99589,-0.60530
2018-5-20 11:7:48.69800,-927.29883,562.99178,-0.60530
2018-5-20 11:7:48.74400,-927.29199,562.98767,-0.60530
2018-5-20 11:7:48.79100,-927.29199,562.98767,-0.60530
2018-5-20 11:7:48.83800,-927.28515,562.98356,-0.60530
2018-5-20 11:7:48.90000,-927.27831,562.97945,-0.60530
2018-5-20 11:7:48.94700,-927.27831,562.97945,-0.60530
2018-5-20 11:7:48.99400,-927.27831,562.97945,-0.60530
2018-5-20 11:7:49.04100,-927.26549,562.97174,-0.60530
2018-5-20 11:7:49.10300,-927.26549,562.97174,-0.60530
2018-5-20 11:7:49.15000,-927.26549,562.97174,-0.60530
2018-5-20 11:7:49.19700,-927.25182,562.96353,-0.60530
2018-5-20 11:7:49.25900,-927.25182,562.96353,-0.60530
2018-5-20 11:7:49.30600,-927.24498,562.95942,-0.60530
2018-5-20 11:7:49.35300,-927.23815,562.95531,-0.60529
2018-5-20 11:7:49.40000,-927.23815,562.95531,-0.60529
2018-5-20 11:7:49.46200,-927.23131,562.95120,-0.60529
2018-5-20 11:7:49.50900,-927.22447,562.94709,-0.60529
2018-5-20 11:7:49.55600,-927.22447,562.94709,-0.60529
2018-5-20 11:7:49.61800,-927.21849,562.94349,-0.60529
2018-5-20 11:7:49.66500,-927.21165,562.93938,-0.60529
2018-5-20 11:7:49.71200,-927.20481,562.93527,-0.60529
2018-5-20 11:7:49.75800,-927.19798,562.93116,-0.60529
2018-5-20 11:7:49.82100,-927.19798,562.93116,-0.60529
2018-5-20 11:7:49.86800,-927.18430,562.92294,-0.60529
2018-5-20 11:7:49.91400,-927.18430,562.92294,-0.60529
2018-5-20 11:7:49.96100,-927.17746,562.91883,-0.60529
2018-5-20 11:7:50.03900,-927.17063,562.91472,-0.60529
2018-5-20 11:7:50.07000,-927.16464,562.91113,-0.60529
2018-5-20 11:7:50.11700,-927.15781,562.90702,-0.60529
2018-5-20 11:7:50.18000,-927.15097,562.90291,-0.60528
2018-5-20 11:7:50.22600,-927.14413,562.89880,-0.60528
2018-5-20 11:7:50.27300,-927.13046,562.89058,-0.60528
2018-5-20 11:7:50.32000,-927.12362,562.88647,-0.60528
2018-5-20 11:7:50.38200,-927.11678,562.88236,-0.60528
2018-5-20 11:7:50.42900,-927.10396,562.87465,-0.60528
2018-5-20 11:7:50.47600,-927.10396,562.87465,-0.60528
2018-5-20 11:7:50.52300,-927.09029,562.86643,-0.60528
2018-5-20 11:7:50.58500,-927.07661,562.85822,-0.60528
2018-5-20 11:7:50.63200,-927.06978,562.85411,-0.60528
2018-5-20 11:7:50.67900,-927.06294,562.85000,-0.60528
2018-5-20 11:7:50.72600,-927.05012,562.84229,-0.60528
