2018-5-20 11:7:48.33900,-90.68750,45.50000,-0.56040
2018-5-20 11:7:48.38600,-90.68750,45.50000,-0.56040
2018-5-20 11:7:48.43200,-90.68066,45.49589,-0.56040
2018-5-20 11:7:48.49500,-90.68066,45.49589,-0.56040
2018-5-20 11:7:48.54200,-90.68066,45.49589,-0.56040
2018-5-20 11:7:48.58800,-90.68066,45.49589,-0.56040
2018-5-20 11:7:48.63500,-90.68066,45.49589,-0.56040
2018-5-20 11:7:48.69800,-90.67383,45.49178,-0.56040
2018-5-20 11:7:48.74400,-90.66699,45.48767,-0.56040
2018-5-20 11:7:48.79100,-90.66699,45.48767,-0.56040
2018-5-20 11:7:48.83800,-90.66015,45.48356,-0.56040
2018-5-20 11:7:48.90000,-90.65331,45.47945,-0.56040
2018-5-20 11:7:48.94700,-90.65331,45.47945,-0.56040
2018-5-20 11:7:48.99400,-90.65331,45.47945,-0.56040
2018-5-20 11:7:49.04100,-90.64049,45.47174,-0.56040
2018-5-20 11:7:49.10300,-90.64049,45.47174,-0.56040
2018-5-20 11:7:49.15000,-90.64049,45.47174,-0.56040
2018-5-20 11:7:49.19700,-90.62682,45.46353,-0.56040
2018-5-20 11:7:49.25900,-90.62682,45.46353,-0.56040
2018-5-20 11:7:49.30600,-90.61998,45.45942,-0.56040
2018-5-20 11:7:49.35300,-90.61315,45.45531,-0.56040
2018-5-20 11:7:49.40000,-90.61315,45.45531,-0.56040
2018-5-20 11:7:49.46200,-90.60631,45.45120,-0.56040
2018-5-20 11:7:49.50900,-90.59947,45.44709,-0.56039
2018-5-20 11:7:49.55600,-90.59947,45.44709,-0.56039
2018-5-20 11:7:49.61800,-90.59349,45.44349,-0.56039
2018-5-20 11:7:49.66500,-90.58665,45.43938,-0.56039
2018-5-20 11:7:49.71200,-90.57981,45.43527,-0.56039
2018-5-20 11:7:49.75800,-90.57298,45.43116,-0.56039
2018-5-20 11:7:49.82100,-90.57298,45.43116,-0.56039
2018-5-20 11:7:49.86800,-90.55930,45.42294,-0.56039
2018-5-20 11:7:49.91400,-90.55930,45.42294,-0.56039
2018-5-20 11:7:49.96100,-90.55246,45.41883,-0.56039
2018-5-20 11:7:50.03900,-90.54563,45.41472,-0.56039
2018-5-20 11:7:50.07000,-90.53964,45.41113,-0.56039
2018-5-20 11:7:50.11700,-90.53281,45.40702,-0.56039
2018-5-20 11:7:50.18000,-90.52597,45.40291,-0.56039
2018-5-20 11:7:50.22600,-90.51913,45.39880,-0.56038
2018-5-20 11:7:50.27300,-90.50546,45.39058,-0.56038
2018-5-20 11:7:50.32000,-90.49862,45.38647,-0.56038
2018-5-20 11:7:50.38200,-90.49178,45.38236,-0.56038
2018-5-20 11:7:50.42900,-90.47896,45.37465,-0.56038
2018-5-20 11:7:50.47600,-90.47896,45.37465,-0.56038
2018-5-20 11:7:50.52300,-90.46529,45.36643,-0.56038
2018-5-20 11:7:50.58500,-90.45161,45.35822,-0.56038
2018-5-20 11:7:50.63200,-90.44478,45.35411,-0.56038
2018-5-20 11:7:50.67900,-90.43794,45.35000,-0.56038
2018-5-20 11:7:50.72600,-90.42512,45.34229,-0.56038
2018-5-20 11:7:50.78800,-90.41144,45.33407,-0.56038
2018-5-20 11:7:50.83500,-90.40461,45.32996,-0.56038
2018-5-20 11:7:50.88200,-90.39777,45.32585,-0.56038
2018-5-20 11:7:50.94400,-90.38409,45.31763,-0.56037
2018-5-20 11:7:50.99100,-90.37127,45.30993,-0.56037
2018-5-20 11:7:51.03800,-90.35760,45.30171,-0.56037
2018-5-20 11:7:51.08400,-90.34393,45.29349,-0.56037
2018-5-20 11:7:51.14700,-90.33709,45.28938,-0.56037
2018-5-20 11:7:51.19400,-90.32341,45.28116,-0.56036
2018-5-20 11:7:51.24000,-90.31059,45.27345,-0.56036
2018-5-20 11:7:51.30300,-90.29692,45.26523,-0.56036
2018-5-20 11:7:51.35000,-90.28324,45.25701,-0.56036
2018-5-20 11:7:51.39600,-90.27641,45.25291,-0.56036
2018-5-20 11:7:51.44300,-90.26273,45.24469,-0.56036
2018-5-20 11:7:51.50600,-90.24991,45.23698,-0.56035
2018-5-20 11:7:51.55200,-90.22940,45.22465,-0.56035
2018-5-20 11:7:51.59900,-90.21572,45.21643,-0.56035
