2018-5-20 12:3:7.90000,448.09375,-278.75000,-0.52870
2018-5-20 12:3:7.94700,448.09375,-278.75000,-0.52870
2018-5-20 12:3:8.00900,448.08692,-278.74589,-0.52867
2018-5-20 12:3:8.05600,448.08692,-278.74589,-0.52867
2018-5-20 12:3:8.10300,448.08692,-278.74589,-0.52867
2018-5-20 12:3:8.15000,448.08692,-278.74589,-0.52867
2018-5-20 12:3:8.21200,448.08692,-278.74589,-0.52867
2018-5-20 12:3:8.25900,448.08008,-278.74179,-0.52864
2018-5-20 12:3:8.30600,448.07325,-278.73768,-0.52862
2018-5-20 12:3:8.38400,448.07325,-278.73768,-0.52862
2018-5-20 12:3:8.41500,448.07325,-278.73768,-0.52862
2018-5-20 12:3:8.46200,448.08008,-278.74179,-0.52864
2018-5-20 12:3:8.50800,448.08692,-278.74589,-0.52867
2018-5-20 12:3:8.57100,448.09375,-278.75000,-0.52870
2018-5-20 12:3:8.61800,448.10058,-278.75410,-0.52870
2018-5-20 12:3:8.66400,448.10058,-278.75410,-0.52870
2018-5-20 12:3:8.72700,448.11425,-278.76231,-0.52869
2018-5-20 12:3:8.77400,448.11425,-278.76231,-0.52869
2018-5-20 12:3:8.82000,448.12708,-278.77002,-0.52869
2018-5-20 12:3:8.86700,448.13392,-278.77413,-0.52869
2018-5-20 12:3:8.93000,448.14075,-278.77823,-0.52869
2018-5-20 12:3:8.97600,448.15442,-278.78645,-0.52868
2018-5-20 12:3:9.02300,448.16125,-278.79055,-0.52868
2018-5-20 12:3:9.07000,448.17492,-278.79876,-0.52868
2018-5-20 12:3:9.13200,448.18175,-278.80287,-0.52868
2018-5-20 12:3:9.17900,448.19458,-278.81057,-0.52868
2018-5-20 12:3:9.22600,448.20825,-278.81878,-0.52867
2018-5-20 12:3:9.27300,448.22192,-278.82700,-0.52867
2018-5-20 12:3:9.33500,448.23564,-278.83524,-0.52866
2018-5-20 12:3:9.38200,448.25525,-278.84702,-0.52866
2018-5-20 12:3:9.42900,448.26897,-278.85526,-0.52865
2018-5-20 12:3:9.49100,448.28947,-278.86758,-0.52865
2018-5-20 12:3:9.53800,448.30230,-278.87529,-0.52864
2018-5-20 12:3:9.58500,448.32280,-278.88760,-0.52864
2018-5-20 12:3:9.63200,448.34330,-278.89992,-0.52863
2018-5-20 12:3:9.69400,448.35613,-278.90763,-0.52863
2018-5-20 12:3:9.74100,448.36980,-278.91584,-0.52863
2018-5-20 12:3:9.78800,448.39713,-278.93226,-0.52862
2018-5-20 12:3:9.85000,448.41080,-278.94047,-0.52862
2018-5-20 12:3:9.89700,448.43047,-278.95229,-0.52862
2018-5-20 12:3:9.94400,448.45096,-278.96461,-0.52861
2018-5-20 12:3:9.99000,448.47063,-278.97642,-0.52861
2018-5-20 12:3:10.05300,448.49113,-278.98874,-0.52860
2018-5-20 12:3:10.10000,448.51168,-279.00109,-0.52860
2018-5-20 12:3:10.14600,448.53129,-279.01288,-0.52860
2018-5-20 12:3:10.19300,448.55184,-279.02523,-0.52859
2018-5-20 12:3:10.25600,448.57234,-279.03755,-0.52859
2018-5-20 12:3:10.30200,448.59883,-279.05348,-0.52859
2018-5-20 12:3:10.34900,448.61933,-279.06580,-0.52858
2018-5-20 12:3:10.41200,448.63899,-279.07762,-0.52858
2018-5-20 12:3:10.45800,448.66632,-279.09405,-0.52858
2018-5-20 12:3:10.50500,448.68598,-279.10587,-0.52858
2018-5-20 12:3:10.55200,448.71330,-279.12231,-0.52857
2018-5-20 12:3:10.61400,448.73380,-279.13463,-0.52857
2018-5-20 12:3:10.66100,448.76029,-279.15056,-0.52857
2018-5-20 12:3:10.70800,448.78767,-279.16702,-0.52856
2018-5-20 12:3:10.75500,448.81417,-279.18295,-0.52856
2018-5-20 12:3:10.81700,448.84149,-279.19938,-0.52855
2018-5-20 12:3:10.86400,448.86798,-279.21532,-0.52855
2018-5-20 12:3:10.91100,448.89531,-279.23175,-0.52855
2018-5-20 12:3:10.97300,448.92180,-279.24768,-0.52854
2018-5-20 12:3:11.02000,448.94913,-279.26412,-0.52854
2018-5-20 12:3:11.06700,448.97562,-279.28005,-0.52853
2018-5-20 12:3:11.11400,449.00294,-279.29648,-0.52853
2018-5-20 12:3:11.17600,449.02944,-279.31242,-0.52852
2018-5-20 12:3:11.22300,449.05681,-279.32888,-0.52852
2018-5-20 12:3:11.27000,449.09014,-279.34893,-0.52851
2018-5-20 12:3:11.31600,449.11746,-279.36536,-0.52850
2018-5-20 12:3:11.37900,449.15078,-279.38540,-0.52850
2018-5-20 12:3:11.42600,449.17811,-279.40184,-0.52849
2018-5-20 12:3:11.47200,449.20460,-279.41777,-0.52848
2018-5-20 12:3:11.53500,449.23192,-279.43421,-0.52848
2018-5-20 12:3:11.58200,449.25841,-279.45014,-0.52847
2018-5-20 12:3:11.62800,449.29262,-279.47072,-0.52846
2018-5-20 12:3:11.67500,449.32594,-279.49077,-0.52846
2018-5-20 12:3:11.73800,449.35326,-279.50721,-0.52846
2018-5-20 12:3:11.78400,449.37975,-279.52314,-0.52845
2018-5-20 12:3:11.83100,449.40707,-279.53958,-0.52845
2018-5-20 12:3:11.89400,449.44039,-279.55963,-0.52845
2018-5-20 12:3:11.94000,449.47371,-279.57968,-0.52845
2018-5-20 12:3:11.98700,449.50103,-279.59612,-0.52845
2018-5-20 12:3:12.03400,449.52841,-279.61259,-0.52845
2018-5-20 12:3:12.09600,449.56173,-279.63264,-0.52845
2018-5-20 12:3:12.14300,449.59505,-279.65268,-0.52846
2018-5-20 12:3:12.19000,449.62237,-279.66913,-0.52846
2018-5-20 12:3:12.23700,449.65569,-279.68917,-0.52846
2018-5-20 12:3:12.29900,449.68984,-279.70972,-0.52846
2018-5-20 12:3:12.34600,449.71633,-279.72565,-0.52846
2018-5-20 12:3:12.39300,449.75649,-279.74980,-0.52847
2018-5-20 12:3:12.44000,449.78381,-279.76624,-0.52847
2018-5-20 12:3:12.50200,449.81713,-279.78628,-0.52847
2018-5-20 12:3:12.54900,449.85135,-279.80685,-0.52847
2018-5-20 12:3:12.59600,449.89150,-279.83100,-0.52847
2018-5-20 12:3:12.65800,449.91883,-279.84743,-0.52847
2018-5-20 12:3:12.70500,449.95899,-279.87157,-0.52846
2018-5-20 12:3:12.75200,449.99232,-279.89160,-0.52846
2018-5-20 12:3:12.79800,450.02648,-279.91214,-0.52845
2018-5-20 12:3:12.86100,450.05981,-279.93217,-0.52845
2018-5-20 12:3:12.90800,450.09313,-279.95220,-0.52844
2018-5-20 12:3:12.95400,450.13418,-279.97687,-0.52844
2018-5-20 12:3:13.00100,450.16068,-279.99280,-0.52843
2018-5-20 12:3:13.06400,450.20168,-280.01743,-0.52843
2018-5-20 12:3:13.11000,450.23501,-280.03746,-0.52842
2018-5-20 12:3:13.15700,450.26834,-280.05749,-0.52842
2018-5-20 12:3:13.22000,450.30938,-280.08217,-0.52842
2018-5-20 12:3:13.26600,450.34271,-280.10220,-0.52841
