2018-5-20 11:7:48.33900,839.34375,-491.75000,-0.51360
2018-5-20 11:7:48.38600,839.34375,-491.75000,-0.51360
2018-5-20 11:7:48.43200,839.35059,-491.75411,-0.51360
2018-5-20 11:7:48.49500,839.35059,-491.75411,-0.51360
2018-5-20 11:7:48.54200,839.35059,-491.75411,-0.51360
2018-5-20 11:7:48.58800,839.35059,-491.75411,-0.51360
2018-5-20 11:7:48.63500,839.35059,-491.75411,-0.51360
2018-5-20 11:7:48.69800,839.35742,-491.75822,-0.51360
2018-5-20 11:7:48.74400,839.36426,-491.76233,-0.51360
2018-5-20 11:7:48.79100,839.36426,-491.76233,-0.51360
2018-5-20 11:7:48.83800,839.37110,-491.76644,-0.51360
2018-5-20 11:7:48.90000,839.37794,-491.77055,-0.51360
2018-5-20 11:7:48.94700,839.37794,-491.77055,-0.51360
2018-5-20 11:7:48.99400,839.37794,-491.77055,-0.51360
2018-5-20 11:7:49.04100,839.39076,-491.77826,-0.51360
2018-5-20 11:7:49.10300,839.39076,-491.77826,-0.51360
2018-5-20 11:7:49.15000,839.39076,-491.77826,-0.51360
2018-5-20 11:7:49.19700,839.40443,-491.78647,-0.51360
2018-5-20 11:7:49.25900,839.40443,-491.78647,-0.51360
2018-5-20 11:7:49.30600,839.41127,-491.79058,-0.51360
2018-5-20 11:7:49.35300,839.41810,-491.79469,-0.51360
2018-5-20 11:7:49.40000,839.41810,-491.79469,-0.51360
2018-5-20 11:7:49.46200,839.42494,-491.79880,-0.51360
2018-5-20 11:7:49.50900,839.43178,-491.80291,-0.51360
2018-5-20 11:7:49.55600,839.43178,-491.80291,-0.51360
2018-5-20 11:7:49.61800,839.43776,-491.80651,-0.51360
2018-5-20 11:7:49.66500,839.44460,-491.81062,-0.51359
2018-5-20 11:7:49.71200,839.45144,-491.81473,-0.51359
2018-5-20 11:7:49.75800,839.45827,-491.81884,-0.51359
2018-5-20 11:7:49.82100,839.45827,-491.81884,-0.51359
2018-5-20 11:7:49.86800,839.47195,-491.82706,-0.51359
2018-5-20 11:7:49.91400,839.47195,-491.82706,-0.51359
2018-5-20 11:7:49.96100,839.47879,-491.83117,-0.51359
