2018-5-20 11:36:39.69200,178.71875,-116.50000,-0.54560
2018-5-20 11:36:39.73900,178.71875,-116.50000,-0.54560
2018-5-20 11:36:39.78600,178.72561,-116.50413,-0.54560
2018-5-20 11:36:39.84800,178.73244,-116.50824,-0.54560
2018-5-20 11:36:39.89500,178.73244,-116.50824,-0.54560
2018-5-20 11:36:39.94200,178.73244,-116.50824,-0.54560
2018-5-20 11:36:39.98900,178.73928,-116.51235,-0.54559
2018-5-20 11:36:40.05100,178.74611,-116.51646,-0.54559
2018-5-20 11:36:40.09800,178.75294,-116.52056,-0.54559
2018-5-20 11:36:40.14500,178.75978,-116.52467,-0.54559
2018-5-20 11:36:40.19200,178.76661,-116.52878,-0.54558
2018-5-20 11:36:40.25400,178.77261,-116.53239,-0.54558
2018-5-20 11:36:40.31600,178.77945,-116.53650,-0.54558
2018-5-20 11:36:40.34800,178.78628,-116.54061,-0.54558
2018-5-20 11:36:40.41000,178.79995,-116.54883,-0.54558
2018-5-20 11:36:40.45700,178.80681,-116.55296,-0.54557
2018-5-20 11:36:40.50400,178.81364,-116.55707,-0.54557
2018-5-20 11:36:40.55000,178.82731,-116.56528,-0.54557
2018-5-20 11:36:40.61300,178.83328,-116.56888,-0.54557
2018-5-20 11:36:40.66000,178.84014,-116.57300,-0.54557
2018-5-20 11:36:40.70600,178.85381,-116.58122,-0.54556
2018-5-20 11:36:40.76900,178.86065,-116.58533,-0.54556
2018-5-20 11:36:40.81600,178.87431,-116.59355,-0.54556
2018-5-20 11:36:40.86200,178.88115,-116.59765,-0.54556
2018-5-20 11:36:40.90900,178.89398,-116.60537,-0.54556
2018-5-20 11:36:40.97200,178.90765,-116.61359,-0.54555
2018-5-20 11:36:41.01800,178.92132,-116.62181,-0.54555
2018-5-20 11:36:41.06500,178.93501,-116.63004,-0.54555
2018-5-20 11:36:41.11200,178.94782,-116.63774,-0.54555
2018-5-20 11:36:41.17400,178.96152,-116.64597,-0.54555
2018-5-20 11:36:41.22100,178.97518,-116.65419,-0.54554
2018-5-20 11:36:41.26800,178.99569,-116.66652,-0.54554
