4084085.053609,521328.784079,50.579476,0.000000,121.095000,-0.108000,-1.008000,0.002913,0.000000,0.000000,1.000000,
4084085.052913,521328.786992,50.596407,0.000000,121.095000,-0.108000,-1.008000,0.005494,0.000000,0.000000,1.000000,
4084085.051326,521328.781498,50.572182,0.000000,121.094000,-0.108000,-1.008000,0.001604,0.000000,0.000000,1.000000,
4084085.053966,521328.779893,50.573656,0.000000,121.094000,-0.108000,-1.008000,0.002460,0.000000,0.000000,1.000000,
4084085.052594,521328.782353,50.579824,0.000000,121.094000,-0.108000,-1.008000,0.000523,0.000000,0.000000,1.000000,
4084085.053618,521328.781830,50.579957,0.000000,121.094000,-0.108000,-1.008000,0.000041,0.000000,0.000000,1.000000,
4084085.052282,521328.781789,50.587735,0.000000,121.094000,-0.108000,-1.008000,0.000917,0.000000,0.000000,1.000000,
4084085.052825,521328.782705,50.596010,0.000000,121.095000,-0.108000,-1.008000,0.004834,0.000000,0.000000,1.000000,
4084085.054649,521328.777871,50.586734,0.000000,121.095000,-0.108000,-1.008000,0.000896,0.000000,0.000000,1.000000,
4084085.049173,521328.778767,50.581372,0.000000,121.095000,-0.108000,-1.008000,0.003825,0.000000,0.000000,1.000000,
4084085.052529,521328.782592,50.589741,0.000000,121.094935,-0.108000,-1.008000,0.001254,0.000000,0.000000,1.000000,
4084085.052036,521328.781338,50.591226,0.000000,121.094000,-0.108000,-1.008000,0.003728,0.000000,0.000000,1.000000,
4084085.055591,521328.777609,50.578313,0.000000,121.094000,-0.108000,-1.008000,0.003689,0.000000,0.000000,1.000000,
4084085.056229,521328.781298,50.584973,0.000000,121.094000,-0.108000,-1.008000,0.004413,0.000000,0.000000,1.000000,
4084085.051530,521328.785711,50.593082,0.000000,121.094000,-0.108000,-1.008000,0.002159,0.000000,0.000000,1.000000,
4084085.051711,521328.783552,50.597164,0.000000,121.094000,-0.108000,-1.008000,0.002865,0.000000,0.000000,1.000000,
4084085.042527,521328.786417,50.603414,0.000000,121.095000,-0.108000,-1.008000,0.007038,0.000000,0.000000,1.000000,
4084085.053553,521328.779379,50.579536,0.000000,121.095000,-0.108000,-1.008000,0.009277,0.000000,0.000000,1.000000,
4084085.048033,521328.788656,50.615744,0.000000,121.095000,-0.108000,-1.008000,0.004240,0.000000,0.000000,1.000000,
4084085.052599,521328.784416,50.598983,0.000000,121.095000,-0.108000,-1.008000,0.000154,0.000000,0.000000,1.000000,
4084085.049732,521328.784570,50.592808,0.000000,121.094937,-0.108000,-1.008000,0.002036,0.000000,0.000000,1.000000,
4084085.048693,521328.782534,50.608846,0.000000,121.094000,-0.108000,-1.008000,0.001636,0.000000,0.000000,1.000000,
4084085.050227,521328.784170,50.598311,0.000000,121.095000,-0.108000,-1.008000,0.011164,0.000000,0.000000,1.000000,
