521328.71905,521328.71875,0.00030,4084094.76134,4084094.75000,0.01134,50.54413,50.53670,0.00743,0.01356
521328.70994,521328.71875,-0.00881,4084094.74835,4084094.75000,-0.00165,50.53616,50.53670,-0.00054,0.00898
521328.73320,521328.71875,0.01445,4084094.74894,4084094.75000,-0.00106,50.53323,50.53670,-0.00347,0.01490
521328.71756,521328.71875,-0.00119,4084094.74326,4084094.75000,-0.00674,50.53693,50.53670,0.00023,0.00685
521328.70538,521328.71875,-0.01337,4084094.74093,4084094.75000,-0.00907,50.54959,50.53670,0.01289,0.02067
521328.72044,521328.71875,0.00169,4084094.73777,4084094.75000,-0.01223,50.52636,50.53670,-0.01034,0.01610
521328.72100,521328.71875,0.00225,4084094.76069,4084094.75000,0.01069,50.53899,50.53670,0.00228,0.01116
521328.73508,521328.71875,0.01633,4084094.73548,4084094.75000,-0.01452,50.53335,50.53670,-0.00335,0.02211
521328.74124,521328.75000,-0.00876,4084094.74166,4084094.75000,-0.00834,50.53941,50.53670,0.00271,0.01239
521328.73723,521328.75000,-0.01277,4084094.73458,4084094.75000,-0.01542,50.54154,50.53670,0.00483,0.02060
521328.73604,521328.75000,-0.01396,4084094.73513,4084094.75000,-0.01487,50.53337,50.53670,-0.00333,0.02067
521328.74982,521328.75000,-0.00018,4084094.71453,4084094.75000,-0.03547,50.54426,50.53670,0.00756,0.03627
521328.75945,521328.75000,0.00945,4084094.71432,4084094.75000,-0.03568,50.53639,50.53670,-0.00031,0.03691
521328.75619,521328.75000,0.00619,4084094.73174,4084094.75000,-0.01826,50.52851,50.53670,-0.00819,0.02094
521328.75623,521328.78125,-0.02502,4084094.72910,4084094.75000,-0.02090,50.53821,50.53670,0.00151,0.03264
521328.75849,521328.78125,-0.02276,4084094.73869,4084094.75000,-0.01131,50.53735,50.53670,0.00065,0.02542
521328.75930,521328.78125,-0.02195,4084094.72144,4084094.75000,-0.02856,50.55067,50.53670,0.01396,0.03863
521328.77584,521328.78125,-0.00541,4084094.71627,4084094.75000,-0.03373,50.53420,50.53670,-0.00250,0.03426
521328.76505,521328.78125,-0.01620,4084094.70169,4084094.75000,-0.04831,50.53626,50.53670,-0.00044,0.05096
521328.79327,521328.78125,0.01202,4084094.68959,4084094.75000,-0.06041,50.53720,50.53670,0.00049,0.06159
521328.80486,521328.78125,0.02361,4084094.70582,4084094.75000,-0.04418,50.53998,50.53670,0.00328,0.05020
521328.78975,521328.78125,0.00850,4084094.69639,4084094.75000,-0.05361,50.52398,50.53670,-0.01272,0.05575
521328.79822,521328.81250,-0.01428,4084094.71012,4084094.75000,-0.03988,50.53390,50.53670,-0.00281,0.04245
521328.80644,521328.81250,-0.00606,4084094.70298,4084094.75000,-0.04702,50.53041,50.53670,-0.00629,0.04782
521328.81855,521328.81250,0.00605,4084094.69814,4084094.75000,-0.05186,50.53878,50.53670,0.00208,0.05225
521328.80755,521328.81250,-0.00495,4084094.68531,4084094.75000,-0.06469,50.53410,50.53671,-0.00261,0.06493
521328.82331,521328.81250,0.01081,4084094.68494,4084094.75000,-0.06506,50.53835,50.53671,0.00164,0.06598
521328.81185,521328.81250,-0.00065,4084094.66519,4084094.75000,-0.08481,50.52847,50.53671,-0.00824,0.08521
521328.83595,521328.84375,-0.00780,4084094.68074,4084094.75000,-0.06926,50.54255,50.53671,0.00584,0.06994
521328.84163,521328.84375,-0.00212,4084094.67742,4084094.75000,-0.07258,50.54463,50.53671,0.00792,0.07304
521328.84753,521328.84375,0.00378,4084094.66713,4084094.75000,-0.08287,50.52444,50.53671,-0.01227,0.08386
521328.84863,521328.84375,0.00488,4084094.66652,4084094.75000,-0.08348,50.54434,50.53671,0.00763,0.08397
521328.86339,521328.84375,0.01964,4084094.67151,4084094.75000,-0.07849,50.52483,50.53671,-0.01188,0.08177
521328.85589,521328.87500,-0.01911,4084094.65431,4084094.75000,-0.09569,50.54948,50.53671,0.01278,0.09841
521328.87014,521328.87500,-0.00486,4084094.67914,4084094.75000,-0.07086,50.54654,50.53671,0.00983,0.07170
521328.88165,521328.87500,0.00665,4084094.66012,4084094.75000,-0.08988,50.53886,50.53671,0.00215,0.09015
521328.85452,521328.87500,-0.02048,4084094.65183,4084094.75000,-0.09817,50.53067,50.53671,-0.00604,0.10047
521328.87984,521328.87500,0.00484,4084094.63842,4084094.75000,-0.11158,50.54137,50.53671,0.00466,0.11178
