
2018-5-20 12:49:52.00000,45.43095,-90.75306,-0.48521,
2018-5-20 12:49:53.00000,45.42877,-90.75301,-0.46748,
2018-5-20 12:49:54.00000,45.43884,-90.74970,-0.49605,
2018-5-20 12:49:55.00000,45.43518,-90.74982,-0.49534,
2018-5-20 12:49:56.00000,45.43959,-90.75066,-0.50722,
2018-5-20 12:49:57.00000,45.43726,-90.74947,-0.51144,
2018-5-20 12:49:58.00000,45.44093,-90.75012,-0.50983,
2018-5-20 12:49:59.00000,45.44063,-90.75191,-0.51510,
2018-5-20 12:50:0.00000,45.43587,-90.75018,-0.48610,
2018-5-20 12:50:1.00000,45.43504,-90.75332,-0.49183,
2018-5-20 12:50:2.00000,45.43794,-90.75165,-0.49719,
2018-5-20 12:50:3.00000,45.43539,-90.74859,-0.48411,
2018-5-20 12:50:4.00000,45.43326,-90.74645,-0.48328,
2018-5-20 12:50:5.00000,45.43712,-90.74679,-0.50591,
2018-5-20 12:50:6.00000,45.43385,-90.74886,-0.49540,
2018-5-20 12:50:7.00000,45.43609,-90.74548,-0.49471,
2018-5-20 12:50:8.00000,45.43946,-90.74544,-0.50835,
2018-5-20 12:50:9.00000,45.43905,-90.74622,-0.51131,
2018-5-20 12:50:10.00000,45.43310,-90.74433,-0.49121,
2018-5-20 12:50:11.00000,45.43343,-90.74495,-0.49266,
2018-5-20 12:50:12.00000,45.43565,-90.74580,-0.49511,
2018-5-20 12:50:13.00000,45.43413,-90.74423,-0.49591,
2018-5-20 12:50:14.00000,45.43639,-90.74769,-0.49910,
2018-5-20 12:50:15.00000,45.43920,-90.74635,-0.50617,
2018-5-20 12:50:16.00000,45.43577,-90.74859,-0.50828,
2018-5-20 12:50:17.00000,45.43206,-90.74795,-0.49017,
2018-5-20 12:50:18.00000,45.43916,-90.74575,-0.49997,
2018-5-20 12:50:19.00000,45.43292,-90.74683,-0.49132,
2018-5-20 12:50:20.00000,45.43540,-90.74627,-0.49945,
2018-5-20 12:50:21.00000,45.43791,-90.74927,-0.49931,
2018-5-20 12:50:22.00000,45.43875,-90.74857,-0.51241,
2018-5-20 12:50:23.00000,45.43528,-90.74627,-0.50296,
2018-5-20 12:50:24.00000,45.43767,-90.74430,-0.49997,
2018-5-20 12:50:25.00000,45.44027,-90.74792,-0.51594,
2018-5-20 12:50:26.00000,45.43600,-90.74478,-0.50141,
2018-5-20 12:50:27.00000,45.43934,-90.74838,-0.50004,
2018-5-20 12:50:28.00000,45.43597,-90.74549,-0.50504,
2018-5-20 12:50:29.00000,45.43988,-90.74645,-0.49492,
2018-5-20 12:50:30.00000,45.43588,-90.74693,-0.49626,
2018-5-20 12:50:31.00000,45.43247,-90.74558,-0.48272,
2018-5-20 12:50:32.00000,45.43476,-90.74454,-0.48343,
2018-5-20 12:50:33.00000,45.43234,-90.74596,-0.48037,
2018-5-20 12:50:34.00000,45.43611,-90.74480,-0.49523,
2018-5-20 12:50:35.00000,45.43545,-90.74602,-0.49185,
2018-5-20 12:50:36.00000,45.43170,-90.74870,-0.48554,
2018-5-20 12:50:37.00000,45.43515,-90.74596,-0.49062,
2018-5-20 12:50:38.00000,45.43563,-90.74199,-0.48474,
2018-5-20 12:50:39.00000,45.43831,-90.74620,-0.49850,
2018-5-20 12:50:40.00000,45.43986,-90.74416,-0.50022,
2018-5-20 12:50:41.00000,45.43841,-90.74550,-0.49979,
2018-5-20 12:50:42.00000,45.43706,-90.74429,-0.48466,
2018-5-20 12:50:43.00000,45.43582,-90.74522,-0.49317,
2018-5-20 12:50:44.00000,45.43170,-90.74263,-0.48302,
2018-5-20 12:50:45.00000,45.43424,-90.74247,-0.49123,
2018-5-20 12:50:46.00000,45.43374,-90.74115,-0.48389,
2018-5-20 12:50:47.00000,45.44011,-90.74553,-0.50423,
2018-5-20 12:50:48.00000,45.44097,-90.74272,-0.50353,
2018-5-20 12:50:49.00000,45.44030,-90.74342,-0.49214,
2018-5-20 12:50:50.00000,45.43824,-90.74349,-0.49772,
2018-5-20 12:50:51.00000,45.44193,-90.74188,-0.49897,
2018-5-20 12:50:52.00000,45.43840,-90.74283,-0.49361,
2018-5-20 12:50:53.00000,45.44428,-90.74497,-0.50611,
2018-5-20 12:50:54.00000,45.44069,-90.74286,-0.49815,
2018-5-20 12:50:55.00000,45.44269,-90.74377,-0.49982,
2018-5-20 12:50:56.00000,45.44185,-90.74399,-0.49520,
2018-5-20 12:50:57.00000,45.44126,-90.74212,-0.49708,
2018-5-20 12:50:58.00000,45.44236,-90.74439,-0.50205,
2018-5-20 12:50:59.00000,45.44368,-90.74263,-0.50513,
2018-5-20 12:51:0.00000,45.44072,-90.74286,-0.49103,
2018-5-20 12:51:1.00000,45.44233,-90.74502,-0.50718,
2018-5-20 12:51:2.00000,45.44507,-90.74373,-0.50866,
2018-5-20 12:51:3.00000,45.43949,-90.74396,-0.49440,
2018-5-20 12:51:4.00000,45.44018,-90.74406,-0.50048,
2018-5-20 12:51:5.00000,45.43848,-90.74415,-0.50154,
2018-5-20 12:51:6.00000,45.43808,-90.74633,-0.48469,
2018-5-20 12:51:7.00000,45.44356,-90.74444,-0.48683,
2018-5-20 12:51:8.00000,45.44156,-90.74539,-0.50532,
2018-5-20 12:51:9.00000,45.44221,-90.74381,-0.50035,
2018-5-20 12:51:10.00000,45.44333,-90.74291,-0.50317,
2018-5-20 12:51:11.00000,45.44410,-90.74551,-0.49922,
2018-5-20 12:51:12.00000,45.43985,-90.74567,-0.50622,
2018-5-20 12:51:13.00000,45.43895,-90.74286,-0.49918,
2018-5-20 12:51:14.00000,45.44332,-90.74343,-0.50566,
2018-5-20 12:51:15.00000,45.44369,-90.74274,-0.51514,
2018-5-20 12:51:16.00000,45.44449,-90.74490,-0.50506,
2018-5-20 12:51:17.00000,45.44082,-90.74478,-0.49650,
2018-5-20 12:51:18.00000,45.44216,-90.74453,-0.49846,
2018-5-20 12:51:19.00000,45.44100,-90.74716,-0.51375,
2018-5-20 12:51:20.00000,45.44181,-90.74326,-0.50298,
2018-5-20 12:51:21.00000,45.44241,-90.74180,-0.50510,
2018-5-20 12:51:22.00000,45.44492,-90.74002,-0.51395,
2018-5-20 12:51:23.00000,45.44258,-90.74240,-0.52200,
2018-5-20 12:51:24.00000,45.44440,-90.74255,-0.51477,
2018-5-20 12:51:25.00000,45.44015,-90.74083,-0.51325,
2018-5-20 12:51:26.00000,45.44765,-90.74318,-0.52326,
2018-5-20 12:51:27.00000,45.44471,-90.74352,-0.51334,
2018-5-20 12:51:28.00000,45.44477,-90.74329,-0.51726,
2018-5-20 12:51:29.00000,45.44370,-90.73947,-0.52032,
2018-5-20 12:51:30.00000,45.44520,-90.73965,-0.52798,
2018-5-20 12:51:31.00000,45.44545,-90.74085,-0.51582,
2018-5-20 12:51:32.00000,45.44603,-90.74040,-0.52459,
2018-5-20 12:51:33.00000,45.44446,-90.73917,-0.53149,
2018-5-20 12:51:34.00000,45.44539,-90.73976,-0.51840,
2018-5-20 12:51:35.00000,45.44525,-90.74067,-0.53005,
2018-5-20 12:51:36.00000,45.44954,-90.73847,-0.52776,
2018-5-20 12:51:37.00000,45.44640,-90.73857,-0.52408,
2018-5-20 12:51:38.00000,45.44850,-90.74144,-0.52088,
2018-5-20 12:51:39.00000,45.44365,-90.74036,-0.52224,
2018-5-20 12:51:40.00000,45.44659,-90.73945,-0.52084,
2018-5-20 12:51:41.00000,45.44193,-90.73830,-0.51462,
2018-5-20 12:51:42.00000,45.44585,-90.73996,-0.51918,
2018-5-20 12:51:43.00000,45.44987,-90.74109,-0.52487,
2018-5-20 12:51:44.00000,45.44615,-90.73995,-0.52108,
2018-5-20 12:51:45.00000,45.44668,-90.74183,-0.52579,
2018-5-20 12:51:46.00000,45.44487,-90.73954,-0.52404,
2018-5-20 12:51:47.00000,45.44872,-90.74012,-0.52850,
2018-5-20 12:51:48.00000,45.44696,-90.74052,-0.52099,
2018-5-20 12:51:49.00000,45.44774,-90.73948,-0.52070,
2018-5-20 12:51:50.00000,45.44891,-90.73901,-0.52093,
2018-5-20 12:51:51.00000,45.44695,-90.73925,-0.52498,
2018-5-20 12:51:52.00000,45.44687,-90.73991,-0.52037,
2018-5-20 12:51:53.00000,45.45076,-90.73912,-0.52956,
2018-5-20 12:51:54.00000,45.44871,-90.74213,-0.52517,
2018-5-20 12:51:55.00000,45.44411,-90.74262,-0.51404,
2018-5-20 12:51:56.00000,45.44363,-90.74217,-0.50940,
2018-5-20 12:51:57.00000,45.44238,-90.74064,-0.51940,
2018-5-20 12:51:58.00000,45.44851,-90.74084,-0.52673,
2018-5-20 12:51:59.00000,45.44289,-90.73711,-0.50456,
2018-5-20 12:52:0.00000,45.44576,-90.73984,-0.52556,
2018-5-20 12:52:1.00000,45.44786,-90.74196,-0.51304,
2018-5-20 12:52:2.00000,45.44741,-90.74035,-0.52026,
2018-5-20 12:52:3.00000,45.44819,-90.73880,-0.51380,
2018-5-20 12:52:4.00000,45.44865,-90.73913,-0.53058,
2018-5-20 12:52:5.00000,45.44667,-90.73894,-0.51645,
2018-5-20 12:52:6.00000,45.44767,-90.74098,-0.52361,
2018-5-20 12:52:7.00000,45.44622,-90.74214,-0.51568,
2018-5-20 12:52:8.00000,45.44578,-90.74081,-0.51042,
2018-5-20 12:52:9.00000,45.44953,-90.74115,-0.52076,
2018-5-20 12:52:10.00000,45.44703,-90.73710,-0.51991,
2018-5-20 12:52:11.00000,45.45348,-90.73984,-0.51535,
2018-5-20 12:52:12.00000,45.44762,-90.73906,-0.52520,
2018-5-20 12:52:13.00000,45.45159,-90.74007,-0.52517,
2018-5-20 12:52:14.00000,45.45201,-90.74079,-0.51923,
2018-5-20 12:52:15.00000,45.45248,-90.73861,-0.51868,
2018-5-20 12:52:16.00000,45.45291,-90.73745,-0.52525,
2018-5-20 12:52:17.00000,45.45278,-90.73858,-0.52142,
2018-5-20 12:52:18.00000,45.45172,-90.73834,-0.52617,
2018-5-20 12:52:19.00000,45.45067,-90.74130,-0.50878,
2018-5-20 12:52:20.00000,45.45183,-90.73614,-0.50699,
2018-5-20 12:52:21.00000,45.45192,-90.73826,-0.52227,
2018-5-20 12:52:22.00000,45.44770,-90.73401,-0.51264,
2018-5-20 12:52:23.00000,45.45161,-90.73587,-0.51252,
2018-5-20 12:52:24.00000,45.45053,-90.73494,-0.50758,
2018-5-20 12:52:25.00000,45.45175,-90.73896,-0.51421,
2018-5-20 12:52:26.00000,45.44998,-90.73646,-0.51684,
2018-5-20 12:52:27.00000,45.45145,-90.73630,-0.51164,
2018-5-20 12:52:28.00000,45.44824,-90.73712,-0.51319,
2018-5-20 12:52:29.00000,45.44756,-90.73273,-0.50861,
2018-5-20 12:52:30.00000,45.45229,-90.74038,-0.51760,
2018-5-20 12:52:31.00000,45.45216,-90.74093,-0.54010,
2018-5-20 12:52:32.00000,45.44958,-90.73905,-0.50482,
2018-5-20 12:52:33.00000,45.45138,-90.74102,-0.53022,
2018-5-20 12:52:34.00000,45.45106,-90.73861,-0.51946,
2018-5-20 12:52:35.00000,45.44841,-90.73539,-0.51758,
2018-5-20 12:52:36.00000,45.45146,-90.73812,-0.51898,
2018-5-20 12:52:37.00000,45.44992,-90.73702,-0.51427,
