521328.71804,521328.71875,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.71804,521328.71875,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.71804,521328.71875,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.71804,521328.71875,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.71804,521328.71875,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.71804,521328.71875,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.71804,521328.71875,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.71804,521328.71875,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.74929,521328.75000,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.74929,521328.75000,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.74929,521328.75000,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.74929,521328.75000,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.74929,521328.75000,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.74929,521328.75000,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.78054,521328.78125,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.78054,521328.78125,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.78054,521328.78125,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.78054,521328.78125,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.78054,521328.78125,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.78054,521328.78125,-0.00071,4084094.74904,4084094.75000,-0.00096,50.53656,50.53670,-0.00014,0.00120
521328.78054,521328.78125,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53656,50.53670,-0.00014,0.00120
521328.78054,521328.78125,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53656,50.53670,-0.00014,0.00120
521328.81179,521328.81250,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53656,50.53670,-0.00014,0.00120
521328.81179,521328.81250,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53656,50.53670,-0.00014,0.00120
521328.81179,521328.81250,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53656,50.53670,-0.00014,0.00120
521328.81179,521328.81250,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.81179,521328.81250,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.81179,521328.81250,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.84304,521328.84375,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.84304,521328.84375,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.84304,521328.84375,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.84304,521328.84375,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.84304,521328.84375,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.87429,521328.87500,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.87429,521328.87500,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.87429,521328.87500,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.87429,521328.87500,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.87429,521328.87500,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53657,50.53671,-0.00014,0.00120
521328.90554,521328.90625,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53658,50.53672,-0.00014,0.00120
521328.90554,521328.90625,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53658,50.53672,-0.00014,0.00120
521328.90554,521328.90625,-0.00071,4084094.74905,4084094.75000,-0.00095,50.53658,50.53672,-0.00014,0.00119
521328.93679,521328.93750,-0.00071,4084094.49905,4084094.50000,-0.00095,50.53658,50.53672,-0.00014,0.00119
521328.93679,521328.93750,-0.00071,4084094.49905,4084094.50000,-0.00095,50.53658,50.53672,-0.00014,0.00119
521328.93679,521328.93750,-0.00071,4084094.49905,4084094.50000,-0.00095,50.53658,50.53672,-0.00014,0.00119
521328.96804,521328.96875,-0.00071,4084094.49905,4084094.50000,-0.00095,50.53658,50.53672,-0.00014,0.00119
521328.96804,521328.96875,-0.00071,4084094.49905,4084094.50000,-0.00095,50.53658,50.53672,-0.00014,0.00119
521328.96804,521328.96875,-0.00071,4084094.49905,4084094.50000,-0.00095,50.53658,50.53672,-0.00014,0.00119
