
2018-5-20 12:49:52.00000,-491.78114,839.26464,-0.43846,
2018-5-20 12:49:53.00000,-491.78332,839.26469,-0.42073,
2018-5-20 12:49:54.00000,-491.77325,839.26800,-0.44930,
2018-5-20 12:49:55.00000,-491.77691,839.26787,-0.44858,
2018-5-20 12:49:56.00000,-491.77250,839.26704,-0.46046,
2018-5-20 12:49:57.00000,-491.77483,839.26823,-0.46469,
2018-5-20 12:49:58.00000,-491.77116,839.26758,-0.46308,
2018-5-20 12:49:59.00000,-491.77146,839.26578,-0.46835,
2018-5-20 12:50:0.00000,-491.77621,839.26752,-0.43935,
2018-5-20 12:50:1.00000,-491.77705,839.26438,-0.44507,
2018-5-20 12:50:2.00000,-491.77415,839.26604,-0.45044,
2018-5-20 12:50:3.00000,-491.77670,839.26911,-0.43736,
2018-5-20 12:50:4.00000,-491.77882,839.27125,-0.43652,
2018-5-20 12:50:5.00000,-491.77497,839.27090,-0.45915,
2018-5-20 12:50:6.00000,-491.77823,839.26884,-0.44865,
2018-5-20 12:50:7.00000,-491.77599,839.27221,-0.44796,
2018-5-20 12:50:8.00000,-491.77263,839.27226,-0.46160,
2018-5-20 12:50:9.00000,-491.77304,839.27148,-0.46456,
2018-5-20 12:50:10.00000,-491.77899,839.27337,-0.44446,
2018-5-20 12:50:11.00000,-491.77866,839.27274,-0.44591,
2018-5-20 12:50:12.00000,-491.77644,839.27190,-0.44836,
2018-5-20 12:50:13.00000,-491.77796,839.27346,-0.44916,
2018-5-20 12:50:14.00000,-491.77570,839.27000,-0.45235,
2018-5-20 12:50:15.00000,-491.77289,839.27135,-0.45942,
2018-5-20 12:50:16.00000,-491.77632,839.26911,-0.46152,
2018-5-20 12:50:17.00000,-491.78003,839.26975,-0.44342,
2018-5-20 12:50:18.00000,-491.77292,839.27195,-0.45321,
2018-5-20 12:50:19.00000,-491.77916,839.27087,-0.44457,
2018-5-20 12:50:20.00000,-491.77669,839.27143,-0.45270,
2018-5-20 12:50:21.00000,-491.77418,839.26842,-0.45256,
2018-5-20 12:50:22.00000,-491.77334,839.26913,-0.46566,
2018-5-20 12:50:23.00000,-491.77681,839.27142,-0.45621,
