2018-5-20 11:7:48.33900,1802.28125,-957.75000,1.24090
2018-5-20 11:7:48.38600,1802.28125,-957.75000,1.24090
2018-5-20 11:7:48.43200,1802.28809,-957.75411,1.24090
2018-5-20 11:7:48.49500,1802.28809,-957.75411,1.24090
2018-5-20 11:7:48.54200,1802.28809,-957.75411,1.24090
2018-5-20 11:7:48.58800,1802.28809,-957.75411,1.24090
2018-5-20 11:7:48.63500,1802.28809,-957.75411,1.24090
2018-5-20 11:7:48.69800,1802.29492,-957.75822,1.24090
2018-5-20 11:7:48.74400,1802.30176,-957.76233,1.24090
2018-5-20 11:7:48.79100,1802.30176,-957.76233,1.24090
2018-5-20 11:7:48.83800,1802.30860,-957.76644,1.24090
2018-5-20 11:7:48.90000,1802.31544,-957.77055,1.24090
2018-5-20 11:7:48.94700,1802.31544,-957.77055,1.24090
2018-5-20 11:7:48.99400,1802.31544,-957.77055,1.24090
2018-5-20 11:7:49.04100,1802.32826,-957.77826,1.24090
2018-5-20 11:7:49.10300,1802.32826,-957.77826,1.24090
2018-5-20 11:7:49.15000,1802.32826,-957.77826,1.24090
2018-5-20 11:7:49.19700,1802.34193,-957.78647,1.24090
2018-5-20 11:7:49.25900,1802.34193,-957.78647,1.24090
2018-5-20 11:7:49.30600,1802.34877,-957.79058,1.24090
2018-5-20 11:7:49.35300,1802.35560,-957.79469,1.24090
2018-5-20 11:7:49.40000,1802.35560,-957.79469,1.24090
2018-5-20 11:7:49.46200,1802.36244,-957.79880,1.24090
2018-5-20 11:7:49.50900,1802.36928,-957.80291,1.24091
2018-5-20 11:7:49.55600,1802.36928,-957.80291,1.24091
2018-5-20 11:7:49.61800,1802.37526,-957.80651,1.24091
2018-5-20 11:7:49.66500,1802.38210,-957.81062,1.24091
2018-5-20 11:7:49.71200,1802.38894,-957.81473,1.24091
2018-5-20 11:7:49.75800,1802.39577,-957.81884,1.24091
2018-5-20 11:7:49.82100,1802.39577,-957.81884,1.24091
2018-5-20 11:7:49.86800,1802.40945,-957.82706,1.24091
