time,lcj,hxj,fyj,hgj,x,y,z,
2018-5-20 12:3:7.90000,630.57001,121.15200,-0.09400,-1.00200,0.00000,0.00000,0.00000
2018-5-20 12:3:7.94700,630.57001,121.15500,-0.09500,-1.00200,0.00000,0.00000,0.00000
2018-5-20 12:3:8.00900,630.56201,121.15200,-0.09300,-1.00200,-0.00684,0.00414,0.00001
2018-5-20 12:3:8.05600,630.56201,121.15400,-0.09400,-1.00300,-0.00684,0.00414,0.00001
2018-5-20 12:3:8.10300,630.56201,121.15100,-0.09400,-1.00300,-0.00684,0.00414,0.00001
2018-5-20 12:3:8.15000,630.56201,121.14900,-0.09200,-1.00200,-0.00684,0.00414,0.00001
2018-5-20 12:3:8.21200,630.56201,121.15200,-0.09300,-1.00200,-0.00684,0.00414,0.00001
2018-5-20 12:3:8.25900,630.55402,121.15400,-0.09300,-1.00200,-0.01369,0.00827,0.00003
2018-5-20 12:3:8.30600,630.54602,121.15200,-0.09300,-1.00100,-0.02053,0.01241,0.00004
2018-5-20 12:3:8.38400,630.54602,121.15197,-0.09300,-1.00148,-0.02053,0.01241,0.00004
2018-5-20 12:3:8.41500,630.54602,121.14900,-0.09400,-1.00200,-0.02053,0.01241,0.00004
2018-5-20 12:3:8.46200,630.55402,121.15000,-0.09500,-1.00100,-0.01368,0.00827,0.00003
2018-5-20 12:3:8.50800,630.56201,121.15000,-0.09300,-1.00100,-0.00684,0.00414,0.00001
2018-5-20 12:3:8.57100,630.57001,121.15200,-0.09300,-1.00100,0.00000,0.00000,-0.00000
2018-5-20 12:3:8.61800,630.57800,121.14900,-0.09200,-1.00100,0.00684,-0.00413,-0.00001
2018-5-20 12:3:8.66400,630.57800,121.14900,-0.09300,-1.00100,0.00684,-0.00413,-0.00001
2018-5-20 12:3:8.72700,630.59399,121.14700,-0.09200,-1.00100,0.02053,-0.01241,-0.00004
2018-5-20 12:3:8.77400,630.59399,121.14800,-0.09300,-1.00400,0.02053,-0.01241,-0.00004
2018-5-20 12:3:8.82000,630.60901,121.14800,-0.09400,-1.00000,0.03338,-0.02017,-0.00006
2018-5-20 12:3:8.86700,630.61700,121.14700,-0.09400,-0.99900,0.04022,-0.02431,-0.00008
2018-5-20 12:3:8.93000,630.62500,121.14900,-0.09400,-0.99800,0.04707,-0.02844,-0.00009
2018-5-20 12:3:8.97600,630.64099,121.14700,-0.09400,-1.00400,0.06075,-0.03672,-0.00012
2018-5-20 12:3:9.02300,630.64899,121.14700,-0.09600,-1.00000,0.06759,-0.04085,-0.00013
2018-5-20 12:3:9.07000,630.66498,121.14700,-0.09600,-1.00200,0.08128,-0.04912,-0.00016
2018-5-20 12:3:9.13200,630.67297,121.14700,-0.09500,-1.00300,0.08812,-0.05326,-0.00017
2018-5-20 12:3:9.17900,630.68799,121.14600,-0.09300,-1.00300,0.10097,-0.06102,-0.00019
2018-5-20 12:3:9.22600,630.70398,121.14900,-0.09200,-1.00400,0.11466,-0.06930,-0.00022
2018-5-20 12:3:9.27300,630.71997,121.14700,-0.09100,-1.00200,0.12834,-0.07757,-0.00025
2018-5-20 12:3:9.33500,630.73602,121.14700,-0.09000,-1.00600,0.14208,-0.08587,-0.00027
2018-5-20 12:3:9.38200,630.75897,121.14800,-0.09200,-1.00300,0.16172,-0.09774,-0.00031
2018-5-20 12:3:9.42900,630.77502,121.14800,-0.09000,-1.00100,0.17546,-0.10604,-0.00033
2018-5-20 12:3:9.49100,630.79901,121.15000,-0.09100,-1.00300,0.19599,-0.11845,-0.00037
2018-5-20 12:3:9.53800,630.81403,121.14800,-0.09300,-1.00100,0.20884,-0.12622,-0.00039
2018-5-20 12:3:9.58500,630.83801,121.14600,-0.09300,-1.00300,0.22937,-0.13862,-0.00043
2018-5-20 12:3:9.63200,630.86200,121.14800,-0.09500,-1.00300,0.24990,-0.15103,-0.00047
2018-5-20 12:3:9.69400,630.87701,121.14900,-0.09400,-1.00500,0.26275,-0.15880,-0.00050
2018-5-20 12:3:9.74100,630.89301,121.15000,-0.09400,-1.00200,0.27643,-0.16707,-0.00052
2018-5-20 12:3:9.78800,630.92499,121.15200,-0.09600,-1.00200,0.30380,-0.18361,-0.00058
2018-5-20 12:3:9.85000,630.94098,121.15200,-0.09600,-1.00300,0.31749,-0.19189,-0.00060
2018-5-20 12:3:9.89700,630.96399,121.15300,-0.09600,-1.00300,0.33718,-0.20379,-0.00064
2018-5-20 12:3:9.94400,630.98798,121.15600,-0.09400,-1.00400,0.35771,-0.21620,-0.00068
2018-5-20 12:3:9.99000,631.01099,121.15400,-0.09600,-1.00400,0.37740,-0.22810,-0.00072
2018-5-20 12:3:10.05300,631.03497,121.15700,-0.09400,-0.99900,0.39793,-0.24051,-0.00076
2018-5-20 12:3:10.10000,631.05902,121.15600,-0.09600,-1.00200,0.41851,-0.25295,-0.00080
2018-5-20 12:3:10.14600,631.08197,121.15900,-0.09500,-1.00300,0.43815,-0.26483,-0.00084
