2018-5-20 12:3:7.90000,2341.06250,-1282.00000,1.27260
2018-5-20 12:3:7.94700,2341.06250,-1282.00000,1.27260
2018-5-20 12:3:8.00900,2341.05567,-1281.99589,1.27263
2018-5-20 12:3:8.05600,2341.05567,-1281.99589,1.27263
2018-5-20 12:3:8.10300,2341.05567,-1281.99589,1.27263
2018-5-20 12:3:8.15000,2341.05567,-1281.99589,1.27263
2018-5-20 12:3:8.21200,2341.05567,-1281.99589,1.27263
2018-5-20 12:3:8.25900,2341.04883,-1281.99179,1.27266
2018-5-20 12:3:8.30600,2341.04200,-1281.98768,1.27269
2018-5-20 12:3:8.38400,2341.04200,-1281.98768,1.27269
2018-5-20 12:3:8.41500,2341.04200,-1281.98768,1.27269
2018-5-20 12:3:8.46200,2341.04883,-1281.99179,1.27266
2018-5-20 12:3:8.50800,2341.05567,-1281.99589,1.27263
2018-5-20 12:3:8.57100,2341.06250,-1282.00000,1.27260
2018-5-20 12:3:8.61800,2341.06933,-1282.00410,1.27260
2018-5-20 12:3:8.66400,2341.06933,-1282.00410,1.27260
2018-5-20 12:3:8.72700,2341.08300,-1282.01231,1.27261
2018-5-20 12:3:8.77400,2341.08300,-1282.01231,1.27261
2018-5-20 12:3:8.82000,2341.09583,-1282.02002,1.27261
2018-5-20 12:3:8.86700,2341.10267,-1282.02413,1.27261
2018-5-20 12:3:8.93000,2341.10950,-1282.02823,1.27261
2018-5-20 12:3:8.97600,2341.12317,-1282.03645,1.27262
2018-5-20 12:3:9.02300,2341.13000,-1282.04055,1.27262
2018-5-20 12:3:9.07000,2341.14367,-1282.04876,1.27262
2018-5-20 12:3:9.13200,2341.15050,-1282.05287,1.27262
2018-5-20 12:3:9.17900,2341.16333,-1282.06057,1.27263
2018-5-20 12:3:9.22600,2341.17700,-1282.06878,1.27263
2018-5-20 12:3:9.27300,2341.19067,-1282.07700,1.27263
2018-5-20 12:3:9.33500,2341.20439,-1282.08524,1.27264
2018-5-20 12:3:9.38200,2341.22400,-1282.09702,1.27264
2018-5-20 12:3:9.42900,2341.23772,-1282.10526,1.27265
2018-5-20 12:3:9.49100,2341.25822,-1282.11758,1.27265
2018-5-20 12:3:9.53800,2341.27105,-1282.12529,1.27266
2018-5-20 12:3:9.58500,2341.29155,-1282.13760,1.27266
2018-5-20 12:3:9.63200,2341.31205,-1282.14992,1.27267
2018-5-20 12:3:9.69400,2341.32488,-1282.15763,1.27267
2018-5-20 12:3:9.74100,2341.33855,-1282.16584,1.27267
2018-5-20 12:3:9.78800,2341.36588,-1282.18226,1.27268
2018-5-20 12:3:9.85000,2341.37955,-1282.19047,1.27268
2018-5-20 12:3:9.89700,2341.39922,-1282.20229,1.27268
2018-5-20 12:3:9.94400,2341.41971,-1282.21461,1.27269
2018-5-20 12:3:9.99000,2341.43938,-1282.22642,1.27269
2018-5-20 12:3:10.05300,2341.45988,-1282.23874,1.27270
2018-5-20 12:3:10.10000,2341.48043,-1282.25109,1.27270
2018-5-20 12:3:10.14600,2341.50004,-1282.26288,1.27271
2018-5-20 12:3:10.19300,2341.52059,-1282.27523,1.27271
2018-5-20 12:3:10.25600,2341.54109,-1282.28755,1.27271
2018-5-20 12:3:10.30200,2341.56758,-1282.30348,1.27271
2018-5-20 12:3:10.34900,2341.58808,-1282.31580,1.27272
2018-5-20 12:3:10.41200,2341.60774,-1282.32762,1.27272
2018-5-20 12:3:10.45800,2341.63507,-1282.34405,1.27272
2018-5-20 12:3:10.50500,2341.65473,-1282.35587,1.27272
2018-5-20 12:3:10.55200,2341.68205,-1282.37231,1.27273
2018-5-20 12:3:10.61400,2341.70255,-1282.38463,1.27273
2018-5-20 12:3:10.66100,2341.72904,-1282.40056,1.27273
2018-5-20 12:3:10.70800,2341.75642,-1282.41702,1.27274
2018-5-20 12:3:10.75500,2341.78292,-1282.43295,1.27274
2018-5-20 12:3:10.81700,2341.81024,-1282.44938,1.27275
2018-5-20 12:3:10.86400,2341.83673,-1282.46532,1.27275
2018-5-20 12:3:10.91100,2341.86406,-1282.48175,1.27275
2018-5-20 12:3:10.97300,2341.89055,-1282.49768,1.27276
2018-5-20 12:3:11.02000,2341.91788,-1282.51412,1.27276
2018-5-20 12:3:11.06700,2341.94437,-1282.53005,1.27277
2018-5-20 12:3:11.11400,2341.97169,-1282.54648,1.27277
