2018-5-20 12:3:7.90000,-1482.28125,867.25000,-0.62150
2018-5-20 12:3:7.94700,-1482.28125,867.25000,-0.62150
2018-5-20 12:3:8.00900,-1482.28808,867.25411,-0.62147
2018-5-20 12:3:8.05600,-1482.28808,867.25411,-0.62147
2018-5-20 12:3:8.10300,-1482.28808,867.25411,-0.62147
2018-5-20 12:3:8.15000,-1482.28808,867.25411,-0.62147
2018-5-20 12:3:8.21200,-1482.28808,867.25411,-0.62147
2018-5-20 12:3:8.25900,-1482.29492,867.25821,-0.62144
2018-5-20 12:3:8.30600,-1482.30175,867.26232,-0.62142
2018-5-20 12:3:8.38400,-1482.30175,867.26232,-0.62142
2018-5-20 12:3:8.41500,-1482.30175,867.26232,-0.62142
2018-5-20 12:3:8.46200,-1482.29492,867.25821,-0.62144
2018-5-20 12:3:8.50800,-1482.28808,867.25411,-0.62147
2018-5-20 12:3:8.57100,-1482.28125,867.25000,-0.62150
2018-5-20 12:3:8.61800,-1482.27442,867.24590,-0.62150
2018-5-20 12:3:8.66400,-1482.27442,867.24590,-0.62150
2018-5-20 12:3:8.72700,-1482.26075,867.23769,-0.62149
2018-5-20 12:3:8.77400,-1482.26075,867.23769,-0.62149
2018-5-20 12:3:8.82000,-1482.24792,867.22998,-0.62149
2018-5-20 12:3:8.86700,-1482.24108,867.22587,-0.62149
2018-5-20 12:3:8.93000,-1482.23425,867.22177,-0.62149
2018-5-20 12:3:8.97600,-1482.22058,867.21355,-0.62148
2018-5-20 12:3:9.02300,-1482.21375,867.20945,-0.62148
2018-5-20 12:3:9.07000,-1482.20008,867.20124,-0.62148
2018-5-20 12:3:9.13200,-1482.19325,867.19713,-0.62148
2018-5-20 12:3:9.17900,-1482.18042,867.18943,-0.62148
2018-5-20 12:3:9.22600,-1482.16675,867.18122,-0.62147
2018-5-20 12:3:9.27300,-1482.15308,867.17300,-0.62147
2018-5-20 12:3:9.33500,-1482.13936,867.16476,-0.62146
2018-5-20 12:3:9.38200,-1482.11975,867.15298,-0.62146
2018-5-20 12:3:9.42900,-1482.10603,867.14474,-0.62145
2018-5-20 12:3:9.49100,-1482.08553,867.13242,-0.62145
2018-5-20 12:3:9.53800,-1482.07270,867.12471,-0.62144
2018-5-20 12:3:9.58500,-1482.05220,867.11240,-0.62144
2018-5-20 12:3:9.63200,-1482.03170,867.10008,-0.62143
2018-5-20 12:3:9.69400,-1482.01887,867.09237,-0.62143
2018-5-20 12:3:9.74100,-1482.00520,867.08416,-0.62143
