Sec,+-,+-,
2018-5-20 13:4:32.00000,-2428417.53030,4493275.96460,3807471.05900,
2018-5-20 13:4:33.00000,-2428417.52930,4493275.96340,3807471.05720,
2018-5-20 13:4:34.00000,-2428417.53260,4493275.96490,3807471.05980,
2018-5-20 13:4:35.00000,-2428417.53010,4493275.96360,3807471.05710,
2018-5-20 13:4:36.00000,-2428417.53070,4493275.96320,3807471.05660,
2018-5-20 13:4:37.00000,-2428417.52580,4493275.95810,3807471.05450,
2018-5-20 13:4:38.00000,-2428417.52780,4493275.96080,3807471.05490,
2018-5-20 13:4:39.00000,-2428417.53650,4493275.96650,3807471.05870,
2018-5-20 13:4:40.00000,-2428417.53100,4493275.96110,3807471.05820,
2018-5-20 13:4:41.00000,-2428417.53270,4493275.95900,3807471.05420,
2018-5-20 13:4:42.00000,-2428417.52850,4493275.95520,3807471.05200,
2018-5-20 13:4:43.00000,-2428417.52240,4493275.95190,3807471.05220,
2018-5-20 13:4:44.00000,-2428417.52450,4493275.95200,3807471.05400,
2018-5-20 13:4:45.00000,-2428417.52880,4493275.95680,3807471.05510,
2018-5-20 13:4:46.00000,-2428417.53830,4493275.96930,3807471.06290,
2018-5-20 13:4:47.00000,-2428417.53120,4493275.96080,3807471.05630,
2018-5-20 13:4:48.00000,-2428417.52880,4493275.95410,3807471.05170,
2018-5-20 13:4:49.00000,-2428417.53460,4493275.96380,3807471.05860,
2018-5-20 13:4:50.00000,-2428417.53640,4493275.96710,3807471.05910,
2018-5-20 13:4:51.00000,-2428417.52880,4493275.95550,3807471.05760,
2018-5-20 13:4:52.00000,-2428417.52630,4493275.95600,3807471.05230,
2018-5-20 13:4:53.00000,-2428417.53870,4493275.97020,3807471.06020,
2018-5-20 13:4:54.00000,-2428417.53410,4493275.96580,3807471.05960,
2018-5-20 13:4:55.00000,-2428417.53430,4493275.96670,3807471.06000,
2018-5-20 13:4:56.00000,-2428417.53410,4493275.96440,3807471.05680,
2018-5-20 13:4:57.00000,-2428417.53360,4493275.96420,3807471.06060,
2018-5-20 13:4:58.00000,-2428417.54480,4493275.97980,3807471.06580,
2018-5-20 13:4:59.00000,-2428417.53550,4493275.96490,3807471.06130,
2018-5-20 13:5:0.00000,-2428417.54320,4493275.97940,3807471.06910,
2018-5-20 13:5:1.00000,-2428417.53910,4493275.97050,3807471.06550,
2018-5-20 13:5:2.00000,-2428417.53720,4493275.97190,3807471.06240,
2018-5-20 13:5:3.00000,-2428417.53850,4493275.96950,3807471.06540,
2018-5-20 13:5:4.00000,-2428417.53350,4493275.96570,3807471.06530,
2018-5-20 13:5:5.00000,-2428417.54080,4493275.97560,3807471.06900,
2018-5-20 13:5:6.00000,-2428417.53800,4493275.97210,3807471.06500,
2018-5-20 13:5:7.00000,-2428417.53750,4493275.97020,3807471.06340,
2018-5-20 13:5:8.00000,-2428417.53390,4493275.96670,3807471.06400,
2018-5-20 13:5:9.00000,-2428417.54400,4493275.97800,3807471.06910,
2018-5-20 13:5:10.00000,-2428417.54490,4493275.97760,3807471.06760,
2018-5-20 13:5:11.00000,-2428417.53280,4493275.96520,3807471.06310,
2018-5-20 13:5:12.00000,-2428417.53700,4493275.96800,3807471.06750,
2018-5-20 13:5:13.00000,-2428417.53530,4493275.96990,3807471.06560,
2018-5-20 13:5:14.00000,-2428417.53280,4493275.96410,3807471.06320,
2018-5-20 13:5:15.00000,-2428417.53490,4493275.96930,3807471.06720,
2018-5-20 13:5:16.00000,-2428417.54030,4493275.97560,3807471.07100,
2018-5-20 13:5:17.00000,-2428417.53800,4493275.97350,3807471.06630,
2018-5-20 13:5:18.00000,-2428417.54020,4493275.97080,3807471.06360,
2018-5-20 13:5:19.00000,-2428417.54020,4493275.97590,3807471.07340,
2018-5-20 13:5:20.00000,-2428417.53820,4493275.97040,3807471.06840,
2018-5-20 13:5:21.00000,-2428417.53790,4493275.96760,3807471.06500,
2018-5-20 13:5:22.00000,-2428417.54580,4493275.98190,3807471.07060,
2018-5-20 13:5:23.00000,-2428417.54770,4493275.98530,3807471.07410,
2018-5-20 13:5:24.00000,-2428417.54690,4493275.97780,3807471.07100,
2018-5-20 13:5:25.00000,-2428417.55110,4493275.98600,3807471.07670,
2018-5-20 13:5:26.00000,-2428417.55100,4493275.98550,3807471.07750,
2018-5-20 13:5:27.00000,-2428417.54930,4493275.98750,3807471.07460,
2018-5-20 13:5:28.00000,-2428417.54970,4493275.99160,3807471.07850,
2018-5-20 13:5:29.00000,-2428417.55220,4493275.98860,3807471.07610,
2018-5-20 13:5:30.00000,-2428417.55200,4493275.99120,3807471.07890,
2018-5-20 13:5:31.00000,-2428417.54580,4493275.98340,3807471.07500,
2018-5-20 13:5:32.00000,-2428417.55350,4493275.99620,3807471.08040,
2018-5-20 13:5:33.00000,-2428417.55530,4493276.00020,3807471.08490,
2018-5-20 13:5:34.00000,-2428417.54540,4493275.98580,3807471.07580,
2018-5-20 13:5:35.00000,-2428417.55200,4493275.99360,3807471.08110,
2018-5-20 13:5:36.00000,-2428417.54630,4493275.98750,3807471.08010,
2018-5-20 13:5:37.00000,-2428417.55220,4493275.99630,3807471.08540,
2018-5-20 13:5:38.00000,-2428417.55340,4493276.00090,3807471.08270,
2018-5-20 13:5:39.00000,-2428417.54870,4493275.99410,3807471.07800,
2018-5-20 13:5:40.00000,-2428417.55180,4493275.99950,3807471.08460,
2018-5-20 13:5:41.00000,-2428417.54740,4493275.99440,3807471.08270,
2018-5-20 13:5:42.00000,-2428417.54660,4493275.99290,3807471.07680,
2018-5-20 13:5:43.00000,-2428417.54370,4493275.98870,3807471.07840,
2018-5-20 13:5:44.00000,-2428417.54820,4493275.99400,3807471.07930,
2018-5-20 13:5:45.00000,-2428417.55410,4493276.00620,3807471.08610,
2018-5-20 13:5:46.00000,-2428417.54930,4493275.99920,3807471.08590,
2018-5-20 13:5:47.00000,-2428417.54940,4493275.99890,3807471.08420,
2018-5-20 13:5:48.00000,-2428417.54750,4493276.00100,3807471.08670,
2018-5-20 13:5:49.00000,-2428417.54740,4493276.00170,3807471.08760,
2018-5-20 13:5:50.00000,-2428417.54230,4493275.98900,3807471.08610,
2018-5-20 13:5:51.00000,-2428417.54530,4493275.99530,3807471.08550,
2018-5-20 13:5:52.00000,-2428417.54390,4493275.99820,3807471.08610,
2018-5-20 13:5:53.00000,-2428417.55110,4493276.00700,3807471.09070,
2018-5-20 13:5:54.00000,-2428417.55250,4493276.00620,3807471.09440,
2018-5-20 13:5:55.00000,-2428417.54760,4493276.00090,3807471.08830,
2018-5-20 13:5:56.00000,-2428417.55110,4493276.00420,3807471.09140,
2018-5-20 13:5:57.00000,-2428417.54460,4493275.99290,3807471.08700,
2018-5-20 13:5:58.00000,-2428417.54420,4493275.99490,3807471.08510,
2018-5-20 13:5:59.00000,-2428417.54570,4493276.00180,3807471.09460,
2018-5-20 13:6:0.00000,-2428417.54680,4493276.00000,3807471.08550,
2018-5-20 13:6:1.00000,-2428417.53740,4493275.98560,3807471.08300,
2018-5-20 13:6:2.00000,-2428417.54020,4493275.99110,3807471.08500,
2018-5-20 13:6:3.00000,-2428417.54240,4493275.99460,3807471.08790,
2018-5-20 13:6:4.00000,-2428417.54140,4493275.98860,3807471.08620,
2018-5-20 13:6:5.00000,-2428417.54310,4493275.99560,3807471.08780,
2018-5-20 13:6:6.00000,-2428417.54870,4493276.00090,3807471.08950,
2018-5-20 13:6:7.00000,-2428417.54130,4493275.99210,3807471.08630,
2018-5-20 13:6:8.00000,-2428417.54200,4493275.99480,3807471.08860,
2018-5-20 13:6:9.00000,-2428417.54210,4493275.99570,3807471.08440,
2018-5-20 13:6:10.00000,-2428417.53850,4493275.98550,3807471.08570,
2018-5-20 13:6:11.00000,-2428417.54200,4493275.99690,3807471.09120,
2018-5-20 13:6:12.00000,-2428417.53860,4493275.99080,3807471.08840,
2018-5-20 13:6:13.00000,-2428417.54680,4493276.00020,3807471.09420,
2018-5-20 13:6:14.00000,-2428417.54080,4493275.99070,3807471.08990,
2018-5-20 13:6:15.00000,-2428417.54310,4493275.99500,3807471.09160,
2018-5-20 13:6:16.00000,-2428417.54010,4493275.99470,3807471.09060,
2018-5-20 13:6:17.00000,-2428417.53650,4493275.99000,3807471.08740,
2018-5-20 13:6:18.00000,-2428417.54260,4493275.99330,3807471.08690,
2018-5-20 13:6:19.00000,-2428417.54540,4493275.99580,3807471.09100,
2018-5-20 13:6:20.00000,-2428417.53920,4493275.99460,3807471.09200,
2018-5-20 13:6:21.00000,-2428417.54220,4493275.99760,3807471.09480,
2018-5-20 13:6:22.00000,-2428417.53860,4493275.99210,3807471.08820,
2018-5-20 13:6:23.00000,-2428417.54040,4493275.99550,3807471.09110,
2018-5-20 13:6:24.00000,-2428417.53180,4493275.98280,3807471.08310,
2018-5-20 13:6:25.00000,-2428417.54180,4493275.99500,3807471.09040,
2018-5-20 13:6:26.00000,-2428417.54450,4493276.00050,3807471.09400,
2018-5-20 13:6:27.00000,-2428417.53680,4493275.98670,3807471.08580,
2018-5-20 13:6:28.00000,-2428417.53760,4493275.98890,3807471.08780,
2018-5-20 13:6:29.00000,-2428417.53690,4493275.99070,3807471.08760,
2018-5-20 13:6:30.00000,-2428417.53340,4493275.98360,3807471.08580,
2018-5-20 13:6:31.00000,-2428417.53180,4493275.98220,3807471.08120,
2018-5-20 13:6:32.00000,-2428417.53680,4493275.99510,3807471.09140,
2018-5-20 13:6:33.00000,-2428417.53500,4493275.99100,3807471.08960,
2018-5-20 13:6:34.00000,-2428417.53300,4493275.98650,3807471.08530,
2018-5-20 13:6:35.00000,-2428417.53340,4493275.98810,3807471.08570,
2018-5-20 13:6:36.00000,-2428417.52990,4493275.98760,3807471.08410,
2018-5-20 13:6:37.00000,-2428417.52990,4493275.98400,3807471.08520,
2018-5-20 13:6:38.00000,-2428417.53780,4493275.99170,3807471.08600,
2018-5-20 13:6:39.00000,-2428417.53550,4493275.98460,3807471.08380,
2018-5-20 13:6:40.00000,-2428417.52780,4493275.97940,3807471.07940,
2018-5-20 13:6:41.00000,-2428417.53220,4493275.98560,3807471.08410,
2018-5-20 13:6:42.00000,-2428417.52310,4493275.97630,3807471.07800,
2018-5-20 13:6:43.00000,-2428417.52890,4493275.98000,3807471.08100,
2018-5-20 13:6:44.00000,-2428417.52540,4493275.98070,3807471.08360,
2018-5-20 13:6:45.00000,-2428417.52480,4493275.97730,3807471.07570,
2018-5-20 13:6:46.00000,-2428417.52440,4493275.97470,3807471.07440,
2018-5-20 13:6:47.00000,-2428417.52660,4493275.97860,3807471.07640,
2018-5-20 13:6:48.00000,-2428417.53020,4493275.98440,3807471.07980,
2018-5-20 13:6:49.00000,-2428417.52690,4493275.97690,3807471.07560,
2018-5-20 13:6:50.00000,-2428417.53110,4493275.98710,3807471.08020,
2018-5-20 13:6:51.00000,-2428417.52300,4493275.97680,3807471.07610,
2018-5-20 13:6:52.00000,-2428417.52520,4493275.97720,3807471.07380,
2018-5-20 13:6:53.00000,-2428417.52250,4493275.97670,3807471.07140,
2018-5-20 13:6:54.00000,-2428417.53230,4493275.99440,3807471.08500,
2018-5-20 13:6:55.00000,-2428417.52750,4493275.98540,3807471.07870,
2018-5-20 13:6:56.00000,-2428417.52950,4493275.99410,3807471.08260,
2018-5-20 13:6:57.00000,-2428417.52910,4493275.98840,3807471.07550,
2018-5-20 13:6:58.00000,-2428417.52460,4493275.98320,3807471.07760,
2018-5-20 13:6:59.00000,-2428417.52150,4493275.97750,3807471.07190,
2018-5-20 13:7:0.00000,-2428417.51850,4493275.97260,3807471.06920,
2018-5-20 13:7:1.00000,-2428417.52190,4493275.98050,3807471.07230,
2018-5-20 13:7:2.00000,-2428417.52090,4493275.97660,3807471.07380,
2018-5-20 13:7:3.00000,-2428417.52250,4493275.97740,3807471.07320,
2018-5-20 13:7:4.00000,-2428417.51860,4493275.98020,3807471.07240,
2018-5-20 13:7:5.00000,-2428417.52160,4493275.98160,3807471.07210,
2018-5-20 13:7:6.00000,-2428417.51510,4493275.97200,3807471.06760,
2018-5-20 13:7:7.00000,-2428417.51680,4493275.97540,3807471.07350,
2018-5-20 13:7:8.00000,-2428417.52250,4493275.98080,3807471.07270,
2018-5-20 13:7:9.00000,-2428417.51750,4493275.97520,3807471.07430,
2018-5-20 13:7:10.00000,-2428417.51790,4493275.97420,3807471.07560,
2018-5-20 13:7:11.00000,-2428417.51820,4493275.97500,3807471.07300,
2018-5-20 13:7:12.00000,-2428417.51530,4493275.97270,3807471.06910,
2018-5-20 13:7:13.00000,-2428417.51310,4493275.96750,3807471.06830,
2018-5-20 13:7:14.00000,-2428417.51880,4493275.97160,3807471.06970,
2018-5-20 13:7:15.00000,-2428417.51360,4493275.97450,3807471.07010,
2018-5-20 13:7:16.00000,-2428417.51230,4493275.96780,3807471.07460,
2018-5-20 13:7:17.00000,-2428417.51220,4493275.96180,3807471.07030,
2018-5-20 13:7:18.00000,-2428417.51210,4493275.96480,3807471.06650,
2018-5-20 13:7:19.00000,-2428417.51210,4493275.96270,3807471.06430,
2018-5-20 13:7:20.00000,-2428417.51020,4493275.96000,3807471.06700,
2018-5-20 13:7:21.00000,-2428417.51100,4493275.95980,3807471.06430,
2018-5-20 13:7:22.00000,-2428417.52090,4493275.97730,3807471.07310,
2018-5-20 13:7:23.00000,-2428417.50450,4493275.95190,3807471.06020,
2018-5-20 13:7:24.00000,-2428417.50760,4493275.95550,3807471.06360,
2018-5-20 13:7:25.00000,-2428417.51330,4493275.96890,3807471.07190,
2018-5-20 13:7:26.00000,-2428417.50540,4493275.95380,3807471.06380,
2018-5-20 13:7:27.00000,-2428417.51130,4493275.96020,3807471.06660,
2018-5-20 13:7:28.00000,-2428417.50610,4493275.94960,3807471.06360,
2018-5-20 13:7:29.00000,-2428417.49960,4493275.94730,3807471.06290,
2018-5-20 13:7:30.00000,-2428417.50020,4493275.94520,3807471.05950,
2018-5-20 13:7:31.00000,-2428417.50180,4493275.94970,3807471.06350,
2018-5-20 13:7:32.00000,-2428417.50300,4493275.94940,3807471.06300,
2018-5-20 13:7:33.00000,-2428417.50100,4493275.94590,3807471.06130,
2018-5-20 13:7:34.00000,-2428417.50510,4493275.95030,3807471.05950,
2018-5-20 13:7:35.00000,-2428417.51230,4493275.95940,3807471.06410,
2018-5-20 13:7:36.00000,-2428417.49810,4493275.94060,3807471.05980,
2018-5-20 13:7:37.00000,-2428417.50740,4493275.95040,3807471.05660,
2018-5-20 13:7:38.00000,-2428417.50680,4493275.95330,3807471.05990,
2018-5-20 13:7:39.00000,-2428417.50110,4493275.94720,3807471.06090,
2018-5-20 13:7:40.00000,-2428417.49860,4493275.94150,3807471.05850,
2018-5-20 13:7:41.00000,-2428417.50790,4493275.95190,3807471.05860,
2018-5-20 13:7:42.00000,-2428417.50200,4493275.95120,3807471.05950,
2018-5-20 13:7:43.00000,-2428417.50420,4493275.94880,3807471.05820,
2018-5-20 13:7:44.00000,-2428417.49840,4493275.94260,3807471.05480,
2018-5-20 13:7:45.00000,-2428417.50270,4493275.94430,3807471.05680,
2018-5-20 13:7:46.00000,-2428417.50040,4493275.94190,3807471.05920,
2018-5-20 13:7:47.00000,-2428417.49950,4493275.93780,3807471.05560,
2018-5-20 13:7:48.00000,-2428417.49920,4493275.94130,3807471.05800,
2018-5-20 13:7:49.00000,-2428417.50170,4493275.94540,3807471.05790,
2018-5-20 13:7:50.00000,-2428417.50080,4493275.94280,3807471.05870,
2018-5-20 13:7:51.00000,-2428417.50360,4493275.94650,3807471.05880,
2018-5-20 13:7:52.00000,-2428417.49730,4493275.93970,3807471.05660,
2018-5-20 13:7:53.00000,-2428417.49420,4493275.93480,3807471.05860,
2018-5-20 13:7:54.00000,-2428417.50240,4493275.93970,3807471.05570,
2018-5-20 13:7:55.00000,-2428417.49870,4493275.93790,3807471.05830,
2018-5-20 13:7:56.00000,-2428417.49840,4493275.93790,3807471.05710,
2018-5-20 13:7:57.00000,-2428417.49650,4493275.93490,3807471.05690,
2018-5-20 13:7:58.00000,-2428417.49580,4493275.93540,3807471.05430,
2018-5-20 13:7:59.00000,-2428417.50330,4493275.94230,3807471.05700,
2018-5-20 13:8:0.00000,-2428417.50830,4493275.95090,3807471.06380,
2018-5-20 13:8:1.00000,-2428417.50300,4493275.94210,3807471.06020,
2018-5-20 13:8:2.00000,-2428417.50440,4493275.94730,3807471.06050,
2018-5-20 13:8:3.00000,-2428417.50650,4493275.94460,3807471.05820,
2018-5-20 13:8:4.00000,-2428417.50630,4493275.94500,3807471.06070,
2018-5-20 13:8:5.00000,-2428417.50060,4493275.93410,3807471.05250,
2018-5-20 13:8:6.00000,-2428417.50340,4493275.94160,3807471.05860,
2018-5-20 13:8:7.00000,-2428417.49910,4493275.93580,3807471.06110,
2018-5-20 13:8:8.00000,-2428417.50590,4493275.94170,3807471.06660,
2018-5-20 13:8:9.00000,-2428417.50530,4493275.93730,3807471.05990,
2018-5-20 13:8:10.00000,-2428417.50320,4493275.93920,3807471.06030,
2018-5-20 13:8:11.00000,-2428417.50510,4493275.94040,3807471.06110,
2018-5-20 13:8:12.00000,-2428417.50010,4493275.93280,3807471.05550,
2018-5-20 13:8:13.00000,-2428417.50760,4493275.94350,3807471.06450,
2018-5-20 13:8:14.00000,-2428417.50420,4493275.93700,3807471.06200,
2018-5-20 13:8:15.00000,-2428417.50660,4493275.94350,3807471.05790,
2018-5-20 13:8:16.00000,-2428417.50630,4493275.94040,3807471.06480,
2018-5-20 13:8:17.00000,-2428417.50630,4493275.93740,3807471.05670,
2018-5-20 13:8:18.00000,-2428417.50770,4493275.94320,3807471.06060,
2018-5-20 13:8:19.00000,-2428417.51160,4493275.94510,3807471.06500,
2018-5-20 13:8:20.00000,-2428417.51480,4493275.95090,3807471.06410,
2018-5-20 13:8:21.00000,-2428417.50470,4493275.94130,3807471.05810,
2018-5-20 13:8:22.00000,-2428417.51530,4493275.95360,3807471.06520,
2018-5-20 13:8:23.00000,-2428417.50660,4493275.94080,3807471.06170,
2018-5-20 13:8:24.00000,-2428417.50730,4493275.93980,3807471.05750,
2018-5-20 13:8:25.00000,-2428417.50320,4493275.93400,3807471.05680,
2018-5-20 13:8:26.00000,-2428417.50720,4493275.94680,3807471.06210,
2018-5-20 13:8:27.00000,-2428417.50570,4493275.93650,3807471.05550,
2018-5-20 13:8:28.00000,-2428417.50340,4493275.93420,3807471.05460,
2018-5-20 13:8:29.00000,-2428417.50520,4493275.93850,3807471.05780,
2018-5-20 13:8:30.00000,-2428417.50350,4493275.93750,3807471.05780,
2018-5-20 13:8:31.00000,-2428417.50470,4493275.93700,3807471.05490,
2018-5-20 13:8:32.00000,-2428417.51010,4493275.94500,3807471.06140,
2018-5-20 13:8:33.00000,-2428417.50850,4493275.94480,3807471.05920,
2018-5-20 13:8:34.00000,-2428417.50750,4493275.94230,3807471.05550,
2018-5-20 13:8:35.00000,-2428417.50820,4493275.94030,3807471.05620,
2018-5-20 13:8:36.00000,-2428417.51260,4493275.94800,3807471.06120,
2018-5-20 13:8:37.00000,-2428417.50390,4493275.93860,3807471.05640,
2018-5-20 13:8:38.00000,-2428417.50260,4493275.93890,3807471.05700,
2018-5-20 13:8:39.00000,-2428417.50310,4493275.93350,3807471.05360,
2018-5-20 13:8:40.00000,-2428417.50050,4493275.92910,3807471.05170,
2018-5-20 13:8:41.00000,-2428417.50890,4493275.93890,3807471.06180,
2018-5-20 13:8:42.00000,-2428417.50860,4493275.93580,3807471.05350,
2018-5-20 13:8:43.00000,-2428417.51040,4493275.93770,3807471.05670,
2018-5-20 13:8:44.00000,-2428417.50640,4493275.93770,3807471.05330,
2018-5-20 13:8:45.00000,-2428417.50400,4493275.92640,3807471.05110,
2018-5-20 13:8:46.00000,-2428417.51060,4493275.93600,3807471.05070,
2018-5-20 13:8:47.00000,-2428417.50740,4493275.93930,3807471.05390,
2018-5-20 13:8:48.00000,-2428417.51050,4493275.93520,3807471.05620,
2018-5-20 13:8:49.00000,-2428417.50020,4493275.92640,3807471.05130,
2018-5-20 13:8:50.00000,-2428417.50300,4493275.93160,3807471.05550,
2018-5-20 13:8:51.00000,-2428417.50550,4493275.93070,3807471.05280,
2018-5-20 13:8:52.00000,-2428417.50320,4493275.92810,3807471.05320,
2018-5-20 13:8:53.00000,-2428417.50630,4493275.93360,3807471.05320,
2018-5-20 13:8:54.00000,-2428417.50670,4493275.93230,3807471.05400,
2018-5-20 13:8:55.00000,-2428417.50270,4493275.92750,3807471.05070,
2018-5-20 13:8:56.00000,-2428417.50930,4493275.93460,3807471.05300,
2018-5-20 13:8:57.00000,-2428417.50090,4493275.92750,3807471.04900,
2018-5-20 13:8:58.00000,-2428417.51460,4493275.94450,3807471.06030,
2018-5-20 13:8:59.00000,-2428417.50690,4493275.93430,3807471.05320,
2018-5-20 13:9:0.00000,-2428417.50340,4493275.93120,3807471.04980,
2018-5-20 13:9:1.00000,-2428417.49700,4493275.92310,3807471.04920,
2018-5-20 13:9:2.00000,-2428417.51070,4493275.93710,3807471.05430,
2018-5-20 13:9:3.00000,-2428417.50700,4493275.93280,3807471.05110,
2018-5-20 13:9:4.00000,-2428417.50610,4493275.93230,3807471.05210,
2018-5-20 13:9:5.00000,-2428417.51180,4493275.93740,3807471.05510,
2018-5-20 13:9:6.00000,-2428417.50140,4493275.93060,3807471.04970,
2018-5-20 13:9:7.00000,-2428417.50500,4493275.93510,3807471.05370,
2018-5-20 13:9:8.00000,-2428417.51120,4493275.93910,3807471.05430,
2018-5-20 13:9:9.00000,-2428417.50830,4493275.93760,3807471.05410,
2018-5-20 13:9:10.00000,-2428417.50940,4493275.93880,3807471.05620,
2018-5-20 13:9:11.00000,-2428417.51290,4493275.94120,3807471.05810,
2018-5-20 13:9:12.00000,-2428417.50950,4493275.94140,3807471.05830,
2018-5-20 13:9:13.00000,-2428417.50990,4493275.93620,3807471.05780,
2018-5-20 13:9:14.00000,-2428417.51070,4493275.93850,3807471.05840,
2018-5-20 13:9:15.00000,-2428417.50500,4493275.92910,3807471.04990,
2018-5-20 13:9:16.00000,-2428417.50690,4493275.93950,3807471.05960,
2018-5-20 13:9:17.00000,-2428417.51520,4493275.94430,3807471.05750,
2018-5-20 13:9:18.00000,-2428417.50850,4493275.94210,3807471.05940,
2018-5-20 13:9:19.00000,-2428417.50760,4493275.93220,3807471.05210,
2018-5-20 13:9:20.00000,-2428417.51460,4493275.93880,3807471.05760,
2018-5-20 13:9:21.00000,-2428417.50070,4493275.92690,3807471.04870,
2018-5-20 13:9:22.00000,-2428417.50020,4493275.92920,3807471.05170,
2018-5-20 13:9:23.00000,-2428417.50820,4493275.93710,3807471.05400,
2018-5-20 13:9:24.00000,-2428417.51290,4493275.94130,3807471.05670,
2018-5-20 13:9:25.00000,-2428417.50750,4493275.93780,3807471.05310,
2018-5-20 13:9:26.00000,-2428417.51670,4493275.94590,3807471.05910,
2018-5-20 13:9:27.00000,-2428417.51400,4493275.94240,3807471.05570,
2018-5-20 13:9:28.00000,-2428417.51680,4493275.94640,3807471.05890,
2018-5-20 13:9:29.00000,-2428417.51570,4493275.94980,3807471.05620,
2018-5-20 13:9:30.00000,-2428417.52560,4493275.95890,3807471.06410,
2018-5-20 13:9:31.00000,-2428417.51510,4493275.94500,3807471.05760,
2018-5-20 13:9:32.00000,-2428417.52430,4493275.95590,3807471.06720,
2018-5-20 13:9:33.00000,-2428417.51070,4493275.94230,3807471.05140,
2018-5-20 13:9:34.00000,-2428417.50910,4493275.94270,3807471.05440,
2018-5-20 13:9:35.00000,-2428417.51400,4493275.94660,3807471.05700,
2018-5-20 13:9:36.00000,-2428417.51330,4493275.94640,3807471.05790,
2018-5-20 13:9:37.00000,-2428417.51660,4493275.95260,3807471.06150,
2018-5-20 13:9:38.00000,-2428417.52040,4493275.95770,3807471.06690,
2018-5-20 13:9:39.00000,-2428417.51210,4493275.95250,3807471.06280,
2018-5-20 13:9:40.00000,-2428417.51240,4493275.95120,3807471.05520,
2018-5-20 13:9:41.00000,-2428417.51800,4493275.95350,3807471.06290,
2018-5-20 13:9:42.00000,-2428417.51760,4493275.95540,3807471.06340,
2018-5-20 13:9:43.00000,-2428417.50840,4493275.94620,3807471.05850,
2018-5-20 13:9:44.00000,-2428417.51400,4493275.94880,3807471.06300,
2018-5-20 13:9:45.00000,-2428417.52230,4493275.95490,3807471.06410,
2018-5-20 13:9:46.00000,-2428417.52190,4493275.95870,3807471.06670,
2018-5-20 13:9:47.00000,-2428417.52940,4493275.96660,3807471.06310,
2018-5-20 13:9:48.00000,-2428417.51100,4493275.94730,3807471.05760,
2018-5-20 13:9:49.00000,-2428417.53450,4493275.97130,3807471.07490,
2018-5-20 13:9:50.00000,-2428417.52310,4493275.95910,3807471.06850,
2018-5-20 13:9:51.00000,-2428417.52170,4493275.95620,3807471.06250,
2018-5-20 13:9:52.00000,-2428417.52630,4493275.96900,3807471.07130,
2018-5-20 13:9:53.00000,-2428417.52330,4493275.96000,3807471.06620,
2018-5-20 13:9:54.00000,-2428417.48500,4493275.91250,3807471.04810,
2018-5-20 13:9:55.00000,-2428417.49390,4493275.92560,3807471.05170,
2018-5-20 13:9:56.00000,-2428417.48410,4493275.91460,3807471.04460,
2018-5-20 13:9:57.00000,-2428417.48190,4493275.91570,3807471.04690,
2018-5-20 13:9:58.00000,-2428417.48590,4493275.91960,3807471.04780,
2018-5-20 13:9:59.00000,-2428417.48780,4493275.92090,3807471.04820,
2018-5-20 13:10:0.00000,-2428417.48890,4493275.92180,3807471.04780,
2018-5-20 13:10:1.00000,-2428417.49170,4493275.92240,3807471.04890,
2018-5-20 13:10:2.00000,-2428417.48550,4493275.92100,3807471.04740,
2018-5-20 13:10:3.00000,-2428417.49710,4493275.93040,3807471.04920,
2018-5-20 13:10:4.00000,-2428417.49390,4493275.92620,3807471.05410,
2018-5-20 13:10:5.00000,-2428417.49320,4493275.92490,3807471.05350,
2018-5-20 13:10:6.00000,-2428417.49320,4493275.92360,3807471.05060,
2018-5-20 13:10:7.00000,-2428417.49000,4493275.92130,3807471.05270,
2018-5-20 13:10:8.00000,-2428417.49200,4493275.92480,3807471.05320,
2018-5-20 13:10:9.00000,-2428417.49160,4493275.92310,3807471.05310,
2018-5-20 13:10:10.00000,-2428417.48770,4493275.92200,3807471.05200,
2018-5-20 13:10:11.00000,-2428417.49020,4493275.92210,3807471.05100,
2018-5-20 13:10:12.00000,-2428417.49230,4493275.92380,3807471.05320,
2018-5-20 13:10:13.00000,-2428417.48910,4493275.91930,3807471.04950,
2018-5-20 13:10:14.00000,-2428417.49270,4493275.92260,3807471.05380,
2018-5-20 13:10:15.00000,-2428417.49520,4493275.92530,3807471.05490,
2018-5-20 13:10:16.00000,-2428417.49170,4493275.92350,3807471.05160,
2018-5-20 13:10:17.00000,-2428417.49710,4493275.93120,3807471.05430,
2018-5-20 13:10:18.00000,-2428417.49430,4493275.92390,3807471.05350,
2018-5-20 13:10:19.00000,-2428417.49280,4493275.92570,3807471.05870,
2018-5-20 13:10:20.00000,-2428417.49500,4493275.92740,3807471.05860,
2018-5-20 13:10:21.00000,-2428417.48980,4493275.92350,3807471.05070,
2018-5-20 13:10:22.00000,-2428417.49570,4493275.92680,3807471.05450,
2018-5-20 13:10:23.00000,-2428417.49350,4493275.92170,3807471.05350,
2018-5-20 13:10:24.00000,-2428417.49220,4493275.92220,3807471.05270,
2018-5-20 13:10:25.00000,-2428417.49400,4493275.92670,3807471.05280,
2018-5-20 13:10:26.00000,-2428417.49580,4493275.93160,3807471.05330,
2018-5-20 13:10:27.00000,-2428417.49720,4493275.93350,3807471.05260,
2018-5-20 13:10:28.00000,-2428417.48600,4493275.91880,3807471.04830,
2018-5-20 13:10:29.00000,-2428417.49520,4493275.92560,3807471.05510,
