time,lcj,hxj,fyj,hgj,
2018-5-20 13:13:24.82600,155.19900,121.12300,-0.11000,-1.04300,
2018-5-20 13:13:24.87300,155.26200,121.12200,-0.10800,-1.03900,
2018-5-20 13:13:24.91900,155.32600,121.12200,-0.10700,-1.04500,
2018-5-20 13:13:24.96600,155.38900,121.12700,-0.10300,-1.03900,
2018-5-20 13:13:25.02900,155.44400,121.12500,-0.10500,-1.03600,
2018-5-20 13:13:25.07500,155.50700,121.12600,-0.10700,-1.03500,
2018-5-20 13:13:25.12200,155.57000,121.13100,-0.11100,-1.03500,
2018-5-20 13:13:25.18500,155.62500,121.12700,-0.10500,-1.03600,
2018-5-20 13:13:25.23100,155.68800,121.13100,-0.10800,-1.03600,
2018-5-20 13:13:25.27800,155.75100,121.12800,-0.10500,-1.03500,
2018-5-20 13:13:25.32500,155.81400,121.13000,-0.10700,-1.03300,
2018-5-20 13:13:25.38700,155.87700,121.13000,-0.10800,-1.02800,
2018-5-20 13:13:25.43400,155.94000,121.12900,-0.10400,-1.02900,
2018-5-20 13:13:25.48100,155.99500,121.12600,-0.10500,-1.02400,
2018-5-20 13:13:25.54300,156.05800,121.11900,-0.09900,-1.02200,
2018-5-20 13:13:25.59000,156.11300,121.11900,-0.10200,-1.02300,
2018-5-20 13:13:25.63700,156.17700,121.11500,-0.10300,-1.02500,
2018-5-20 13:13:25.68400,156.24000,121.10800,-0.10100,-1.01700,
2018-5-20 13:13:25.74600,156.30300,121.11000,-0.09900,-1.02000,
2018-5-20 13:13:25.79300,156.36600,121.10300,-0.09500,-1.01700,
2018-5-20 13:13:25.84000,156.42100,121.09800,-0.10000,-1.01600,
2018-5-20 13:13:25.88700,156.48400,121.09700,-0.10300,-1.01500,
2018-5-20 13:13:25.94900,156.53900,121.09200,-0.09800,-1.01600,
2018-5-20 13:13:25.99600,156.60200,121.09100,-0.09800,-1.01000,
2018-5-20 13:13:26.04300,156.66500,121.09300,-0.09900,-1.01200,
2018-5-20 13:13:26.10500,156.72800,121.09300,-0.10000,-1.01300,
2018-5-20 13:13:26.15200,156.79100,121.08900,-0.09900,-1.01000,
2018-5-20 13:13:26.19900,156.84600,121.08900,-0.09900,-1.00800,
2018-5-20 13:13:26.24500,156.90900,121.08600,-0.10000,-1.01000,
2018-5-20 13:13:26.30800,156.96500,121.08100,-0.10100,-1.00900,
2018-5-20 13:13:26.35500,157.02800,121.08000,-0.10500,-1.00900,
2018-5-20 13:13:26.40100,157.09100,121.07800,-0.10800,-1.00700,
2018-5-20 13:13:26.44800,157.15400,121.07500,-0.10800,-1.00800,
2018-5-20 13:13:26.51100,157.20900,121.07500,-0.11500,-1.00800,
2018-5-20 13:13:26.55700,157.26400,121.07100,-0.11600,-1.00800,
2018-5-20 13:13:26.60400,157.32700,121.06800,-0.11600,-1.00900,
2018-5-20 13:13:26.66700,157.39000,121.06500,-0.11400,-1.01100,
2018-5-20 13:13:26.71300,157.44500,121.06800,-0.11900,-1.00800,
2018-5-20 13:13:26.76000,157.50800,121.06300,-0.12000,-1.00900,
2018-5-20 13:13:26.80700,157.56300,121.06500,-0.12400,-1.01000,
2018-5-20 13:13:26.86900,157.62600,121.07000,-0.12700,-1.01000,
2018-5-20 13:13:26.91600,157.68200,121.07200,-0.12300,-1.01100,
2018-5-20 13:13:26.96300,157.74500,121.07700,-0.12500,-1.00700,
2018-5-20 13:13:27.01000,157.80000,121.08100,-0.12700,-1.00900,
2018-5-20 13:13:27.07200,157.86300,121.08300,-0.12500,-1.00700,
2018-5-20 13:13:27.11900,157.91800,121.08800,-0.13000,-1.01200,
2018-5-20 13:13:27.16600,157.98100,121.08700,-0.12700,-1.01600,
2018-5-20 13:13:27.22800,158.03600,121.08800,-0.12700,-1.01000,
2018-5-20 13:13:27.27500,158.09900,121.09200,-0.13100,-1.01100,
2018-5-20 13:13:27.32200,158.16200,121.09000,-0.12500,-1.01500,
2018-5-20 13:13:27.36900,158.21800,121.08900,-0.12300,-1.01500,
2018-5-20 13:13:27.43100,158.28100,121.09300,-0.12200,-1.01100,
2018-5-20 13:13:27.47800,158.33600,121.09100,-0.12000,-1.01200,
2018-5-20 13:13:27.52500,158.39900,121.09200,-0.11900,-1.01300,
2018-5-20 13:13:27.57100,158.46200,121.09300,-0.11800,-1.01500,
2018-5-20 13:13:27.63400,158.52500,121.09100,-0.11300,-1.01700,
2018-5-20 13:13:27.68100,158.58000,121.09400,-0.11400,-1.02000,
2018-5-20 13:13:27.72700,158.64300,121.09800,-0.11000,-1.01300,
2018-5-20 13:13:27.79000,158.69800,121.09900,-0.11500,-1.01400,
2018-5-20 13:13:27.83700,158.76100,121.10200,-0.11500,-1.01200,
2018-5-20 13:13:27.88300,158.82400,121.10000,-0.11500,-1.01200,
2018-5-20 13:13:27.93000,158.88700,121.10000,-0.11700,-1.01300,
2018-5-20 13:13:27.99300,158.95000,121.10400,-0.12300,-1.01700,
2018-5-20 13:13:28.03900,159.00600,121.10200,-0.12300,-1.01500,
2018-5-20 13:13:28.08600,159.06900,121.10300,-0.11900,-1.01500,
2018-5-20 13:13:28.14900,159.12400,121.10600,-0.12200,-1.01500,
2018-5-20 13:13:28.19500,159.18700,121.10400,-0.12500,-1.01300,
2018-5-20 13:13:28.24200,159.25000,121.10600,-0.12500,-1.01600,
2018-5-20 13:13:28.28900,159.31300,121.10400,-0.12400,-1.01800,
2018-5-20 13:13:28.36700,159.37600,121.10400,-0.12100,-1.01500,
2018-5-20 13:13:28.39800,159.43900,121.10800,-0.12000,-1.01100,
2018-5-20 13:13:28.44500,159.49400,121.10300,-0.11600,-1.01300,
2018-5-20 13:13:28.49200,159.55700,121.10500,-0.11600,-1.01600,
2018-5-20 13:13:28.55400,159.62000,121.10600,-0.11400,-1.01200,
2018-5-20 13:13:28.60100,159.67500,121.10600,-0.11300,-1.01300,
2018-5-20 13:13:28.64800,159.73800,121.10600,-0.11200,-1.01500,
2018-5-20 13:13:28.69500,159.80100,121.11000,-0.11000,-1.01600,
2018-5-20 13:13:28.75700,159.86400,121.11100,-0.11500,-1.01300,
2018-5-20 13:13:28.80400,159.92800,121.11100,-0.11100,-1.01300,
2018-5-20 13:13:28.85100,159.99100,121.11400,-0.10900,-1.01300,
2018-5-20 13:13:28.91300,160.05400,121.11400,-0.10800,-1.01200,
2018-5-20 13:13:28.96000,160.11700,121.11200,-0.11300,-1.01300,
2018-5-20 13:13:29.00700,160.18000,121.11300,-0.10900,-1.01700,
2018-5-20 13:13:29.05300,160.24300,121.11200,-0.10500,-1.00900,
2018-5-20 13:13:29.11600,160.30600,121.11200,-0.10600,-1.00700,
2018-5-20 13:13:29.16300,160.36900,121.10900,-0.10400,-1.00900,
2018-5-20 13:13:29.20900,160.43200,121.11000,-0.10500,-1.00500,
2018-5-20 13:13:29.27200,160.49500,121.10900,-0.10400,-1.00300,
2018-5-20 13:13:29.31900,160.55800,121.10600,-0.10300,-1.00300,
2018-5-20 13:13:29.36500,160.62100,121.10400,-0.10300,-1.00500,
2018-5-20 13:13:29.41200,160.68400,121.10800,-0.10400,-1.00300,
2018-5-20 13:13:29.47500,160.73900,121.10600,-0.10500,-0.99800,
2018-5-20 13:13:29.52100,160.80200,121.10800,-0.10500,-1.00400,
2018-5-20 13:13:29.56800,160.86500,121.11000,-0.11000,-1.00400,
2018-5-20 13:13:29.61500,160.92800,121.10800,-0.11000,-1.00200,
2018-5-20 13:13:29.67700,160.99100,121.11100,-0.11000,-1.00000,
2018-5-20 13:13:29.72400,161.04600,121.11300,-0.11000,-1.00900,
2018-5-20 13:13:29.77100,161.11000,121.11300,-0.11000,-1.00700,
2018-5-20 13:13:29.83300,161.17300,121.11500,-0.10900,-1.00400,
2018-5-20 13:13:29.88000,161.23600,121.11600,-0.11000,-1.00600,
2018-5-20 13:13:29.92700,161.29900,121.10700,-0.10900,-1.00100,
2018-5-20 13:13:29.97400,161.36200,121.11100,-0.11200,-1.01000,
2018-5-20 13:13:30.03600,161.42500,121.10700,-0.10700,-1.00900,
2018-5-20 13:13:30.08300,161.48800,121.10400,-0.10500,-1.00900,
2018-5-20 13:13:30.13000,161.55100,121.10300,-0.10400,-1.00800,
2018-5-20 13:13:30.17700,161.61400,121.10500,-0.10400,-1.00700,
2018-5-20 13:13:30.23900,161.67700,121.10100,-0.10000,-1.01300,
2018-5-20 13:13:30.28600,161.74000,121.10500,-0.10000,-1.01200,
2018-5-20 13:13:30.33300,161.80300,121.10000,-0.09700,-1.00700,
2018-5-20 13:13:30.39500,161.85800,121.10300,-0.09800,-1.00900,
2018-5-20 13:13:30.44200,161.92100,121.10700,-0.09100,-1.01300,
2018-5-20 13:13:30.48900,161.98400,121.10900,-0.09100,-1.01200,
2018-5-20 13:13:30.53500,162.04700,121.10800,-0.09400,-1.01100,
2018-5-20 13:13:30.59800,162.10200,121.10700,-0.09500,-1.01000,
2018-5-20 13:13:30.64500,162.16500,121.11100,-0.09600,-1.00700,
2018-5-20 13:13:30.69100,162.22900,121.11000,-0.09100,-1.01200,
2018-5-20 13:13:30.75400,162.29200,121.10800,-0.09100,-1.00800,
2018-5-20 13:13:30.80100,162.35500,121.11100,-0.09100,-1.00700,
2018-5-20 13:13:30.84700,162.41800,121.10700,-0.08900,-1.01100,
2018-5-20 13:13:30.89400,162.48100,121.10500,-0.08700,-1.01000,
2018-5-20 13:13:30.95700,162.54400,121.10800,-0.08900,-1.00900,
2018-5-20 13:13:31.00300,162.60700,121.10300,-0.08700,-1.00600,
2018-5-20 13:13:31.05000,162.66200,121.10800,-0.08700,-1.00900,
2018-5-20 13:13:31.09700,162.72500,121.10900,-0.08800,-1.01000,
2018-5-20 13:13:31.15900,162.78800,121.10100,-0.08700,-1.01100,
2018-5-20 13:13:31.20600,162.85100,121.10100,-0.08900,-1.01100,
2018-5-20 13:13:31.25300,162.90600,121.09700,-0.09200,-1.00600,
2018-5-20 13:13:31.31500,162.96900,121.09500,-0.09400,-1.00900,
2018-5-20 13:13:31.36200,163.03200,121.09900,-0.09500,-1.01100,
2018-5-20 13:13:31.40900,163.09500,121.09600,-0.09300,-1.01100,
2018-5-20 13:13:31.45600,163.15800,121.09100,-0.09000,-1.01000,
2018-5-20 13:13:31.51800,163.22100,121.08800,-0.09300,-1.01100,
2018-5-20 13:13:31.56500,163.28400,121.08300,-0.09400,-1.01000,
2018-5-20 13:13:31.61200,163.34800,121.07900,-0.09100,-1.00900,
2018-5-20 13:13:31.65900,163.40300,121.08100,-0.09000,-1.01100,
2018-5-20 13:13:31.72100,163.46600,121.07700,-0.08700,-1.01400,
2018-5-20 13:13:31.76800,163.52100,121.07500,-0.09000,-1.01000,
2018-5-20 13:13:31.81500,163.58400,121.07100,-0.09000,-1.01100,
2018-5-20 13:13:31.87700,163.64700,121.07200,-0.09400,-1.00700,
2018-5-20 13:13:31.92400,163.71000,121.06700,-0.09200,-1.01000,
2018-5-20 13:13:31.97100,163.77300,121.06800,-0.09700,-1.01000,
2018-5-20 13:13:32.01700,163.83600,121.06800,-0.09700,-1.00800,
2018-5-20 13:13:32.08000,163.89100,121.06800,-0.09700,-1.01100,
2018-5-20 13:13:32.12700,163.95400,121.07100,-0.09600,-1.01200,
2018-5-20 13:13:32.17300,164.00900,121.06600,-0.09900,-1.00900,
2018-5-20 13:13:32.22000,164.07200,121.07200,-0.10500,-1.00700,
2018-5-20 13:13:32.28300,164.13600,121.07300,-0.10500,-1.01300,
2018-5-20 13:13:32.32900,164.19900,121.08100,-0.10400,-1.00600,
2018-5-20 13:13:32.37600,164.26200,121.08000,-0.10200,-1.01100,
2018-5-20 13:13:32.43900,164.32500,121.08200,-0.10800,-1.00500,
2018-5-20 13:13:32.48500,164.38800,121.08200,-0.10600,-1.00800,
2018-5-20 13:13:32.53200,164.44300,121.08548,-0.10900,-1.00445,
2018-5-20 13:13:32.57900,164.50600,121.08600,-0.11100,-1.00400,
2018-5-20 13:13:32.64100,164.56100,121.09200,-0.11300,-1.00500,
2018-5-20 13:13:32.68800,164.62400,121.09900,-0.11200,-1.00400,
2018-5-20 13:13:32.73500,164.68700,121.09500,-0.11600,-0.99900,
2018-5-20 13:13:32.79700,164.75000,121.09700,-0.11400,-1.00300,
2018-5-20 13:13:32.84400,164.81300,121.10100,-0.11600,-1.00200,
2018-5-20 13:13:32.89100,164.86800,121.10000,-0.11500,-1.00600,
2018-5-20 13:13:32.93800,164.93100,121.10600,-0.11600,-1.00500,
2018-5-20 13:13:33.00000,164.98700,121.10700,-0.11700,-1.00500,
2018-5-20 13:13:33.04700,165.05000,121.11000,-0.11700,-1.00600,
2018-5-20 13:13:33.09400,165.11300,121.11800,-0.11600,-1.00200,
2018-5-20 13:13:33.14100,165.16800,121.11800,-0.12000,-1.00500,
2018-5-20 13:13:33.20300,165.22300,121.11700,-0.12000,-1.00500,
2018-5-20 13:13:33.25000,165.28600,121.12200,-0.12100,-1.00600,
2018-5-20 13:13:33.29700,165.34900,121.12000,-0.12000,-1.00400,
2018-5-20 13:13:33.35900,165.40400,121.12300,-0.12000,-1.00300,
2018-5-20 13:13:33.40600,165.46700,121.12400,-0.12100,-1.00700,
2018-5-20 13:13:33.45300,165.52200,121.12100,-0.12200,-0.99900,
2018-5-20 13:13:33.49900,165.58500,121.12100,-0.12200,-0.99800,
2018-5-20 13:13:33.56200,165.64900,121.12200,-0.11800,-1.00100,
2018-5-20 13:13:33.60900,165.70400,121.12000,-0.12100,-0.99800,
2018-5-20 13:13:33.65500,165.76700,121.11700,-0.12152,-0.99948,
2018-5-20 13:13:33.70200,165.82200,121.11700,-0.12000,-1.00000,
2018-5-20 13:13:33.76500,165.88500,121.11200,-0.11900,-0.99900,
2018-5-20 13:13:33.81100,165.94800,121.11200,-0.12000,-0.99800,
2018-5-20 13:13:33.85800,166.01100,121.11100,-0.11800,-0.99400,
2018-5-20 13:13:33.92100,166.07400,121.11000,-0.12100,-0.99800,
2018-5-20 13:13:33.96700,166.12900,121.11000,-0.11800,-1.00400,
2018-5-20 13:13:34.01400,166.19200,121.11500,-0.11600,-1.00000,
2018-5-20 13:13:34.06100,166.24700,121.11400,-0.11500,-0.99900,
2018-5-20 13:13:34.12300,166.31000,121.11600,-0.11500,-0.99600,
2018-5-20 13:13:34.17000,166.37400,121.11700,-0.11400,-1.00100,
2018-5-20 13:13:34.21700,166.43600,121.11900,-0.11100,-0.99500,
2018-5-20 13:13:34.26400,166.50000,121.11900,-0.10900,-0.99900,
2018-5-20 13:13:34.32600,166.55500,121.12300,-0.10500,-1.00200,
2018-5-20 13:13:34.37300,166.61800,121.12300,-0.10400,-0.99600,
2018-5-20 13:13:34.42000,166.68100,121.12100,-0.10200,-0.99800,
2018-5-20 13:13:34.48200,166.73600,121.12600,-0.10100,-0.99800,
2018-5-20 13:13:34.52900,166.79900,121.12900,-0.10200,-1.00100,
2018-5-20 13:13:34.57600,166.86200,121.12800,-0.10100,-1.00000,
2018-5-20 13:13:34.62300,166.92500,121.12700,-0.10200,-0.99600,
2018-5-20 13:13:34.68500,166.98800,121.12800,-0.10200,-0.99400,
2018-5-20 13:13:34.73200,167.05100,121.12800,-0.10000,-0.99300,
2018-5-20 13:13:34.77900,167.10600,121.12600,-0.09900,-0.99700,
2018-5-20 13:13:34.84100,167.16900,121.12800,-0.10100,-1.00000,
2018-5-20 13:13:34.88800,167.23200,121.12600,-0.10000,-0.99500,
2018-5-20 13:13:34.93500,167.29500,121.13100,-0.10500,-0.99600,
2018-5-20 13:13:34.98100,167.35100,121.13000,-0.10300,-1.00000,
2018-5-20 13:13:35.04400,167.41400,121.12000,-0.09700,-0.99300,
2018-5-20 13:13:35.09100,167.47700,121.11900,-0.10100,-0.99500,
2018-5-20 13:13:35.13700,167.54000,121.12200,-0.10000,-1.00000,
2018-5-20 13:13:35.18400,167.60300,121.11600,-0.09900,-1.00100,
2018-5-20 13:13:35.24700,167.66600,121.11000,-0.10100,-1.00100,
2018-5-20 13:13:35.29300,167.72900,121.10500,-0.10100,-1.00500,
2018-5-20 13:13:35.34000,167.79200,121.09600,-0.10400,-1.00100,
2018-5-20 13:13:35.38700,167.84700,121.09300,-0.10600,-1.00200,
2018-5-20 13:13:35.44900,167.91000,121.09200,-0.10800,-1.00300,
2018-5-20 13:13:35.49600,167.96500,121.08000,-0.10500,-1.00300,
2018-5-20 13:13:35.54300,168.02800,121.07800,-0.11100,-1.00400,
2018-5-20 13:13:35.60500,168.09100,121.07200,-0.10900,-1.01000,
2018-5-20 13:13:35.65200,168.15400,121.06600,-0.10800,-1.00400,
2018-5-20 13:13:35.69900,168.21000,121.06600,-0.10800,-1.00300,
2018-5-20 13:13:35.74600,168.26500,121.06700,-0.11300,-1.00500,
2018-5-20 13:13:35.80800,168.32800,121.06500,-0.11500,-1.01100,
2018-5-20 13:13:35.85500,168.39100,121.06800,-0.11200,-1.01000,
2018-5-20 13:13:35.90200,168.45400,121.06300,-0.11200,-1.00800,
2018-5-20 13:13:35.96400,168.51700,121.06800,-0.11400,-1.00600,
2018-5-20 13:13:36.01100,168.57200,121.06500,-0.11600,-1.00400,
2018-5-20 13:13:36.05800,168.63500,121.07100,-0.11400,-1.01100,
2018-5-20 13:13:36.10500,168.69000,121.06600,-0.11400,-1.00600,
2018-5-20 13:13:36.16700,168.75300,121.06800,-0.11500,-1.01500,
2018-5-20 13:13:36.21400,168.81600,121.06400,-0.10700,-1.01600,
2018-5-20 13:13:36.26100,168.87900,121.06600,-0.11100,-1.01200,
2018-5-20 13:13:36.30700,168.94200,121.06900,-0.11100,-1.01000,
2018-5-20 13:13:36.37000,169.00500,121.07500,-0.10700,-1.00900,
2018-5-20 13:13:36.41700,169.06100,121.07200,-0.10400,-1.01400,
2018-5-20 13:13:36.46300,169.12400,121.07300,-0.10300,-1.01300,
2018-5-20 13:13:36.52600,169.17900,121.07000,-0.10300,-1.01300,
2018-5-20 13:13:36.57300,169.24200,121.07100,-0.10700,-1.01200,
2018-5-20 13:13:36.61900,169.30500,121.07500,-0.10100,-1.01200,
2018-5-20 13:13:36.66600,169.36800,121.08100,-0.10300,-1.01500,
2018-5-20 13:13:36.72900,169.43100,121.08500,-0.10700,-1.01500,
2018-5-20 13:13:36.77500,169.49400,121.08700,-0.10400,-1.01600,
2018-5-20 13:13:36.82200,169.54900,121.09200,-0.10700,-1.01100,
2018-5-20 13:13:36.88500,169.61200,121.08500,-0.10700,-1.01200,
2018-5-20 13:13:36.93100,169.66700,121.08800,-0.11000,-1.01400,
2018-5-20 13:13:36.97800,169.68300,121.08800,-0.11300,-1.00700,
2018-5-20 13:13:37.02500,169.74600,121.08800,-0.11400,-1.01000,
2018-5-20 13:13:37.08700,169.80900,121.09200,-0.10900,-1.01400,
2018-5-20 13:13:37.13400,169.87200,121.09600,-0.11200,-1.01000,
2018-5-20 13:13:37.18100,169.93500,121.09900,-0.11300,-1.00700,
2018-5-20 13:13:37.22800,169.99800,121.09800,-0.11200,-1.00700,
2018-5-20 13:13:37.29000,170.06100,121.10100,-0.11300,-1.00500,
2018-5-20 13:13:37.33700,170.12400,121.09700,-0.11400,-1.00300,
2018-5-20 13:13:37.38400,170.18700,121.09700,-0.11500,-1.00700,
2018-5-20 13:13:37.44600,170.25100,121.10600,-0.11900,-1.01300,
2018-5-20 13:13:37.49300,170.30600,121.10100,-0.11800,-1.00800,
2018-5-20 13:13:37.54000,170.36900,121.10400,-0.11700,-1.00700,
2018-5-20 13:13:37.58700,170.43200,121.11100,-0.11700,-1.00600,
2018-5-20 13:13:37.64900,170.49500,121.11100,-0.12000,-1.00700,
2018-5-20 13:13:37.69600,170.55800,121.11000,-0.12100,-1.00500,
2018-5-20 13:13:37.74300,170.62100,121.11400,-0.12000,-1.00600,
2018-5-20 13:13:37.78900,170.68400,121.11100,-0.11700,-1.00000,
2018-5-20 13:13:37.85200,170.74700,121.11700,-0.11400,-1.00100,
2018-5-20 13:13:37.89900,170.81000,121.11400,-0.11300,-0.99700,
2018-5-20 13:13:37.94500,170.86500,121.11400,-0.11100,-0.99200,
2018-5-20 13:13:38.00800,170.92800,121.11600,-0.10800,-1.00400,
2018-5-20 13:13:38.05500,170.99100,121.11600,-0.10300,-1.00000,
2018-5-20 13:13:38.10100,171.05400,121.11600,-0.10400,-0.99700,
2018-5-20 13:13:38.14800,171.11700,121.11400,-0.10200,-0.99700,
2018-5-20 13:13:38.21100,171.18000,121.11500,-0.10300,-1.00300,
2018-5-20 13:13:38.25700,171.24300,121.11200,-0.09900,-1.00300,
2018-5-20 13:13:38.30400,171.30600,121.11600,-0.10100,-1.00000,
2018-5-20 13:13:38.35100,171.36900,121.11900,-0.10300,-0.99600,
2018-5-20 13:13:38.41300,171.43300,121.12000,-0.10400,-0.99200,
2018-5-20 13:13:38.46000,171.49600,121.12500,-0.11000,-0.99100,
2018-5-20 13:13:38.50700,171.55900,121.12000,-0.10800,-0.99300,
2018-5-20 13:13:38.56900,171.58200,121.12700,-0.11000,-0.99600,
2018-5-20 13:13:38.61600,171.64500,121.12300,-0.10800,-0.99600,
2018-5-20 13:13:38.66300,171.70800,121.12500,-0.10700,-0.99700,
2018-5-20 13:13:38.71000,171.77900,121.12100,-0.10600,-0.99500,
2018-5-20 13:13:38.77200,171.84200,121.11900,-0.11100,-0.99100,
2018-5-20 13:13:38.81900,171.90500,121.11700,-0.10800,-0.99000,
2018-5-20 13:13:38.86600,171.96800,121.11600,-0.11100,-0.99700,
2018-5-20 13:13:38.92800,172.03100,121.11100,-0.10800,-0.99800,
2018-5-20 13:13:38.97500,172.09400,121.10800,-0.10700,-0.99100,
2018-5-20 13:13:39.02200,172.15800,121.10500,-0.10600,-0.99400,
2018-5-20 13:13:39.06900,172.22800,121.10400,-0.10700,-1.00000,
2018-5-20 13:13:39.13100,172.29100,121.09600,-0.10700,-0.99600,
2018-5-20 13:13:39.17800,172.36200,121.09800,-0.10700,-0.99500,
2018-5-20 13:13:39.22500,172.42500,121.09600,-0.10900,-0.99400,
2018-5-20 13:13:39.27100,172.48800,121.09400,-0.10800,-0.99200,
2018-5-20 13:13:39.33400,172.55200,121.09500,-0.10500,-0.99600,
2018-5-20 13:13:39.38100,172.61500,121.09300,-0.09800,-0.99400,
2018-5-20 13:13:39.42700,172.67800,121.09200,-0.09800,-0.99600,
2018-5-20 13:13:39.49000,172.74900,121.08600,-0.10000,-1.00100,
2018-5-20 13:13:39.53700,172.81200,121.08200,-0.09600,-0.99400,
2018-5-20 13:13:39.58300,172.87500,121.08100,-0.09200,-0.99600,
2018-5-20 13:13:39.63000,172.94600,121.07500,-0.09000,-0.99800,
2018-5-20 13:13:39.69300,173.00900,121.08000,-0.09200,-0.99400,
2018-5-20 13:13:39.73900,173.07200,121.07400,-0.08800,-0.99600,
2018-5-20 13:13:39.78600,173.13500,121.07800,-0.09000,-0.99300,
2018-5-20 13:13:39.86400,173.19800,121.07303,-0.09300,-0.99639,
2018-5-20 13:13:39.89500,173.22100,121.07500,-0.09800,-0.99500,
2018-5-20 13:13:39.94200,173.28400,121.07800,-0.09800,-0.99800,
2018-5-20 13:13:39.98900,173.35500,121.07900,-0.10000,-0.99700,
2018-5-20 13:13:40.05100,173.41800,121.08400,-0.10200,-0.99100,
2018-5-20 13:13:40.09800,173.48100,121.08600,-0.10600,-0.99400,
2018-5-20 13:13:40.14500,173.54400,121.08900,-0.10700,-0.99900,
2018-5-20 13:13:40.19200,173.60700,121.09000,-0.10500,-1.00100,
2018-5-20 13:13:40.25400,173.67100,121.09400,-0.10600,-1.00200,
2018-5-20 13:13:40.30100,173.73400,121.09300,-0.10600,-1.00000,
2018-5-20 13:13:40.34800,173.79700,121.09600,-0.10400,-0.99600,
2018-5-20 13:13:40.41000,173.86000,121.10000,-0.10300,-1.00200,
2018-5-20 13:13:40.45700,173.92300,121.09800,-0.10300,-1.00100,
2018-5-20 13:13:40.50400,173.98600,121.10000,-0.10000,-1.00500,
2018-5-20 13:13:40.55100,174.04900,121.10600,-0.09900,-1.00100,
2018-5-20 13:13:40.61300,174.11200,121.10100,-0.09800,-1.00800,
2018-5-20 13:13:40.66000,174.17500,121.10900,-0.09800,-1.00300,
2018-5-20 13:13:40.70700,174.23800,121.10400,-0.09900,-1.00900,
2018-5-20 13:13:40.75300,174.30100,121.11100,-0.09800,-1.00600,
2018-5-20 13:13:40.81600,174.36400,121.11100,-0.10000,-1.01100,
2018-5-20 13:13:40.86300,174.42700,121.11100,-0.10200,-1.00700,
2018-5-20 13:13:40.90900,174.49000,121.11600,-0.10400,-1.01100,
2018-5-20 13:13:40.97200,174.55300,121.11600,-0.10152,-1.00984,
2018-5-20 13:13:41.01900,174.61600,121.11300,-0.09800,-1.01800,
2018-5-20 13:13:41.06500,174.67900,121.11000,-0.10000,-1.01600,
2018-5-20 13:13:41.11200,174.74200,121.11000,-0.10200,-1.01300,
2018-5-20 13:13:41.17500,174.80500,121.10900,-0.09900,-1.01400,
2018-5-20 13:13:41.22100,174.86800,121.11100,-0.10300,-1.01100,
2018-5-20 13:13:41.26800,174.93100,121.10700,-0.10500,-1.01300,
2018-5-20 13:13:41.33100,174.99400,121.09900,-0.10600,-1.01400,
2018-5-20 13:13:41.37700,175.05700,121.10000,-0.10500,-1.00800,
2018-5-20 13:13:41.42400,175.12000,121.09300,-0.10500,-1.01000,
2018-5-20 13:13:41.47100,175.17600,121.09000,-0.10900,-1.01400,
2018-5-20 13:13:41.53300,175.23900,121.09100,-0.11300,-1.01600,
2018-5-20 13:13:41.58000,175.30200,121.08700,-0.11200,-1.01900,
2018-5-20 13:13:41.62700,175.36500,121.08700,-0.11200,-1.01500,
2018-5-20 13:13:41.67400,175.42000,121.08400,-0.11500,-1.01600,
2018-5-20 13:13:41.73600,175.48300,121.07900,-0.11900,-1.01600,
2018-5-20 13:13:41.78300,175.54600,121.07700,-0.12100,-1.01700,
2018-5-20 13:13:41.83000,175.60900,121.07800,-0.12500,-1.01500,
2018-5-20 13:13:41.87700,175.67200,121.08100,-0.12400,-1.01800,
2018-5-20 13:13:41.93900,175.72700,121.08100,-0.12500,-1.01700,
2018-5-20 13:13:41.98600,175.79000,121.08200,-0.12600,-1.01500,
2018-5-20 13:13:42.03300,175.85300,121.07600,-0.12500,-1.01300,
2018-5-20 13:13:42.09500,175.90800,121.08000,-0.12600,-1.02400,
2018-5-20 13:13:42.14200,175.97200,121.07700,-0.12300,-1.01500,
2018-5-20 13:13:42.18900,176.03500,121.08000,-0.11700,-1.01900,
2018-5-20 13:13:42.23500,176.09800,121.07800,-0.11400,-1.01300,
2018-5-20 13:13:42.29800,176.16100,121.08300,-0.11600,-1.01500,
2018-5-20 13:13:42.34500,176.21600,121.07900,-0.10900,-1.01900,
2018-5-20 13:13:42.39100,176.27900,121.08200,-0.11300,-1.02100,
2018-5-20 13:13:42.45400,176.34200,121.07800,-0.10300,-1.01500,
2018-5-20 13:13:42.50100,176.39700,121.07900,-0.10500,-1.01300,
2018-5-20 13:13:42.54700,176.46000,121.08300,-0.10600,-1.01600,
2018-5-20 13:13:42.59400,176.52300,121.08000,-0.10800,-1.01000,
2018-5-20 13:13:42.65700,176.58600,121.08200,-0.10600,-1.01400,
2018-5-20 13:13:42.70300,176.64900,121.08600,-0.11000,-1.01200,
2018-5-20 13:13:42.75000,176.71200,121.08200,-0.10900,-1.01400,
2018-5-20 13:13:42.79700,176.77500,121.08400,-0.10800,-1.01400,
2018-5-20 13:13:42.85900,176.83800,121.08900,-0.10900,-1.01300,
2018-5-20 13:13:42.90600,176.90100,121.08000,-0.10000,-1.01400,
2018-5-20 13:13:42.95300,176.96400,121.08000,-0.10600,-1.01000,
2018-5-20 13:13:43.01500,177.02700,121.08000,-0.10800,-1.01400,
2018-5-20 13:13:43.06200,177.09000,121.08100,-0.10100,-1.01500,
