Sec,+-,+-,
2018-5-20 13:40:52.00000,4083792.37108,521815.30928,50.63246,
2018-5-20 13:40:53.00000,4083791.81897,521816.23291,50.64395,
2018-5-20 13:40:54.00000,4083791.27717,521817.12664,50.62244,
2018-5-20 13:40:55.00000,4083790.74980,521817.98050,50.61220,
2018-5-20 13:40:56.00000,4083790.21570,521818.88575,50.62812,
2018-5-20 13:40:57.00000,4083789.67476,521819.79688,50.62851,
2018-5-20 13:40:58.00000,4083789.11828,521820.69475,50.62091,
2018-5-20 13:40:59.00000,4083788.58603,521821.59719,50.62368,
2018-5-20 13:41:0.00000,4083788.04880,521822.51041,50.61463,
2018-5-20 13:41:1.00000,4083787.50177,521823.40525,50.64607,
2018-5-20 13:41:2.00000,4083786.96851,521824.31826,50.62124,
2018-5-20 13:41:3.00000,4083786.43191,521825.20893,50.61778,
2018-5-20 13:41:4.00000,4083785.89863,521826.06928,50.62495,
2018-5-20 13:41:5.00000,4083785.37820,521826.93915,50.62803,
2018-5-20 13:41:6.00000,4083784.85769,521827.79633,50.63783,
2018-5-20 13:41:7.00000,4083784.34040,521828.65151,50.62967,
2018-5-20 13:41:8.00000,4083783.80753,521829.52423,50.63583,
2018-5-20 13:41:9.00000,4083783.29788,521830.39634,50.61839,
2018-5-20 13:41:10.00000,4083782.76091,521831.26375,50.63167,
2018-5-20 13:41:11.00000,4083782.25091,521832.13164,50.61951,
2018-5-20 13:41:12.00000,4083781.73039,521832.99519,50.63218,
2018-5-20 13:41:13.00000,4083781.21860,521833.86056,50.61740,
2018-5-20 13:41:14.00000,4083780.68146,521834.73671,50.62876,
2018-5-20 13:41:15.00000,4083780.16009,521835.61680,50.63930,
2018-5-20 13:41:16.00000,4083779.63939,521836.47255,50.63834,
2018-5-20 13:41:17.00000,4083779.12867,521837.32221,50.63524,
2018-5-20 13:41:18.00000,4083778.60658,521838.19397,50.64587,
2018-5-20 13:41:19.00000,4083778.07535,521839.08402,50.65442,
2018-5-20 13:41:20.00000,4083777.53913,521839.97308,50.65444,
2018-5-20 13:41:21.00000,4083777.00680,521840.85890,50.64594,
2018-5-20 13:41:22.00000,4083776.47146,521841.75172,50.63764,
2018-5-20 13:41:23.00000,4083775.92779,521842.63714,50.63925,
2018-5-20 13:41:24.00000,4083775.40197,521843.52905,50.65725,
2018-5-20 13:41:25.00000,4083774.87987,521844.39645,50.64405,
2018-5-20 13:41:26.00000,4083774.35078,521845.27234,50.64936,
2018-5-20 13:41:27.00000,4083773.81585,521846.17208,50.64404,
2018-5-20 13:41:28.00000,4083773.28113,521847.05896,50.63973,
2018-5-20 13:41:29.00000,4083772.74994,521847.93763,50.64334,
2018-5-20 13:41:30.00000,4083772.21861,521848.83114,50.64804,
2018-5-20 13:41:31.00000,4083771.67645,521849.72299,50.64532,
2018-5-20 13:41:32.00000,4083771.13791,521850.61623,50.65763,
2018-5-20 13:41:33.00000,4083770.59032,521851.51025,50.65400,
2018-5-20 13:41:34.00000,4083770.04290,521852.43125,50.65090,
2018-5-20 13:41:35.00000,4083769.50168,521853.34074,50.65382,
2018-5-20 13:41:36.00000,4083768.95606,521854.24476,50.65244,
2018-5-20 13:41:37.00000,4083768.41490,521855.14874,50.65027,
2018-5-20 13:41:38.00000,4083767.87452,521856.04891,50.66487,
2018-5-20 13:41:39.00000,4083767.33534,521856.94008,50.67019,
2018-5-20 13:41:40.00000,4083766.80085,521857.83985,50.66379,
2018-5-20 13:41:41.00000,4083766.25534,521858.73094,50.66771,
2018-5-20 13:41:42.00000,4083765.73891,521859.59027,50.65376,
2018-5-20 13:41:43.00000,4083765.25455,521860.40740,50.64857,
2018-5-20 13:41:44.00000,4083764.75605,521861.23479,50.66510,
2018-5-20 13:41:45.00000,4083764.26615,521862.04691,50.67212,
2018-5-20 13:41:46.00000,4083763.76727,521862.84084,50.65856,
2018-5-20 13:41:47.00000,4083763.31579,521863.62566,50.64694,
2018-5-20 13:41:48.00000,4083762.87138,521864.37545,50.65043,
2018-5-20 13:41:49.00000,4083762.45438,521865.06872,50.67369,
2018-5-20 13:41:50.00000,4083762.05925,521865.72164,50.67966,
2018-5-20 13:41:51.00000,4083761.72562,521866.28966,50.66869,
2018-5-20 13:41:52.00000,4083761.44299,521866.76718,50.67092,
2018-5-20 13:41:53.00000,4083761.19185,521867.14027,50.67832,
2018-5-20 13:41:54.00000,4083761.03203,521867.39790,50.68442,
2018-5-20 13:41:55.00000,4083760.96169,521867.55312,50.65923,
2018-5-20 13:41:56.00000,4083760.90422,521867.64139,50.65531,
2018-5-20 13:41:57.00000,4083760.90084,521867.65541,50.66137,
2018-5-20 13:41:58.00000,4083760.89479,521867.66399,50.67013,
2018-5-20 13:41:59.00000,4083760.89463,521867.66020,50.66433,
2018-5-20 13:42:0.00000,4083760.90017,521867.66134,50.66344,
2018-5-20 13:42:1.00000,4083760.90141,521867.66183,50.65746,
2018-5-20 13:42:2.00000,4083760.89265,521867.65972,50.66763,
2018-5-20 13:42:3.00000,4083760.89560,521867.65709,50.66936,
2018-5-20 13:42:4.00000,4083760.89440,521867.66242,50.66480,
2018-5-20 13:42:5.00000,4083760.88754,521867.66247,50.67929,
2018-5-20 13:42:6.00000,4083760.89211,521867.66000,50.67552,
2018-5-20 13:42:7.00000,4083760.89580,521867.65547,50.67141,
2018-5-20 13:42:8.00000,4083760.88848,521867.65765,50.67618,
2018-5-20 13:42:9.00000,4083760.88960,521867.66288,50.67671,
2018-5-20 13:42:10.00000,4083760.88764,521867.66259,50.67831,
2018-5-20 13:42:11.00000,4083760.89570,521867.66286,50.67290,
2018-5-20 13:42:12.00000,4083760.88825,521867.66570,50.67418,
2018-5-20 13:42:13.00000,4083760.89590,521867.65769,50.65663,
2018-5-20 13:42:14.00000,4083760.89746,521867.65925,50.66838,
2018-5-20 13:42:15.00000,4083760.89641,521867.66847,50.68830,
2018-5-20 13:42:16.00000,4083760.89256,521867.66893,50.68727,
2018-5-20 13:42:17.00000,4083760.89832,521867.66340,50.67807,
2018-5-20 13:42:18.00000,4083760.89574,521867.66499,50.68218,
2018-5-20 13:42:19.00000,4083760.89206,521867.66419,50.68342,
2018-5-20 13:42:20.00000,4083760.88970,521867.66419,50.68690,
2018-5-20 13:42:21.00000,4083760.89287,521867.66743,50.68835,
2018-5-20 13:42:22.00000,4083760.88690,521867.66889,50.68682,
2018-5-20 13:42:23.00000,4083760.88116,521867.67021,50.69264,
2018-5-20 13:42:24.00000,4083760.88972,521867.67240,50.69657,
2018-5-20 13:42:25.00000,4083760.88787,521867.67172,50.69387,
2018-5-20 13:42:26.00000,4083760.88128,521867.67119,50.69282,
2018-5-20 13:42:27.00000,4083760.88631,521867.66740,50.68510,
2018-5-20 13:42:28.00000,4083760.88394,521867.66722,50.69059,
2018-5-20 13:42:29.00000,4083760.88173,521867.66837,50.69154,
2018-5-20 13:42:30.00000,4083760.88517,521867.67022,50.67563,
2018-5-20 13:42:31.00000,4083760.88673,521867.66868,50.68954,
2018-5-20 13:42:32.00000,4083760.88332,521867.66957,50.69625,
2018-5-20 13:42:33.00000,4083760.88192,521867.66888,50.68762,
2018-5-20 13:42:34.00000,4083760.88446,521867.66896,50.68590,
2018-5-20 13:42:35.00000,4083760.88766,521867.67188,50.69098,
2018-5-20 13:42:36.00000,4083760.88296,521867.67367,50.69675,
2018-5-20 13:42:37.00000,4083760.87880,521867.66849,50.68828,
2018-5-20 13:42:38.00000,4083760.87795,521867.67155,50.69425,
2018-5-20 13:42:39.00000,4083760.88795,521867.67142,50.69543,
2018-5-20 13:42:40.00000,4083760.88679,521867.67355,50.68648,
2018-5-20 13:42:41.00000,4083760.88898,521867.67768,50.69091,
2018-5-20 13:42:42.00000,4083760.88542,521867.67343,50.69048,
2018-5-20 13:42:43.00000,4083760.88991,521867.67334,50.68982,
2018-5-20 13:42:44.00000,4083760.89006,521867.66708,50.67761,
2018-5-20 13:42:45.00000,4083760.89305,521867.67274,50.68197,
2018-5-20 13:42:46.00000,4083760.90418,521867.67495,50.68330,
2018-5-20 13:42:47.00000,4083760.88715,521867.68007,50.69952,
2018-5-20 13:42:48.00000,4083760.88870,521867.67737,50.68878,
2018-5-20 13:42:49.00000,4083760.89210,521867.67406,50.68740,
2018-5-20 13:42:50.00000,4083760.88626,521867.67399,50.68453,
2018-5-20 13:42:51.00000,4083760.88604,521867.66892,50.67980,
2018-5-20 13:42:52.00000,4083760.89175,521867.67155,50.69269,
2018-5-20 13:42:53.00000,4083760.89197,521867.67796,50.69775,
2018-5-20 13:42:54.00000,4083760.89130,521867.67345,50.68113,
2018-5-20 13:42:55.00000,4083760.88817,521867.67335,50.69164,
2018-5-20 13:42:56.00000,4083760.89451,521867.67894,50.69421,
2018-5-20 13:42:57.00000,4083760.88193,521867.67679,50.69481,
2018-5-20 13:42:58.00000,4083760.88728,521867.67530,50.69883,
2018-5-20 13:42:59.00000,4083760.88926,521867.67139,50.69384,
2018-5-20 13:43:0.00000,4083760.89274,521867.67111,50.68788,
2018-5-20 13:43:1.00000,4083760.89093,521867.67459,50.69214,
2018-5-20 13:43:2.00000,4083760.88098,521867.67933,50.70007,
2018-5-20 13:43:3.00000,4083760.88519,521867.67780,50.69595,
2018-5-20 13:43:4.00000,4083760.88787,521867.67378,50.69753,
2018-5-20 13:43:5.00000,4083760.89349,521867.67521,50.69605,
2018-5-20 13:43:6.00000,4083760.89325,521867.67475,50.69271,
2018-5-20 13:43:7.00000,4083760.89652,521867.67560,50.69318,
2018-5-20 13:43:8.00000,4083760.88873,521867.67668,50.70724,
2018-5-20 13:43:9.00000,4083760.89338,521867.67244,50.68869,
2018-5-20 13:43:10.00000,4083760.89183,521867.67924,50.70178,
2018-5-20 13:43:11.00000,4083760.88764,521867.67893,50.70069,
2018-5-20 13:43:12.00000,4083760.89171,521867.67504,50.70326,
2018-5-20 13:43:13.00000,4083760.88855,521867.67622,50.70580,
2018-5-20 13:43:14.00000,4083760.88634,521867.67631,50.69709,
2018-5-20 13:43:15.00000,4083760.88931,521867.67898,50.70497,
2018-5-20 13:43:16.00000,4083760.89563,521867.67445,50.69203,
2018-5-20 13:43:17.00000,4083760.89306,521867.68294,50.70648,
2018-5-20 13:43:18.00000,4083760.89117,521867.67987,50.70483,
2018-5-20 13:43:19.00000,4083760.88953,521867.67895,50.70284,
2018-5-20 13:43:20.00000,4083760.89093,521867.68395,50.70782,
2018-5-20 13:43:21.00000,4083760.89547,521867.68495,50.70310,
2018-5-20 13:43:22.00000,4083760.88884,521867.67546,50.70408,
2018-5-20 13:43:23.00000,4083760.88735,521867.68118,50.71208,
2018-5-20 13:43:24.00000,4083760.89140,521867.67615,50.69468,
2018-5-20 13:43:25.00000,4083760.89186,521867.67829,50.69874,
2018-5-20 13:43:26.00000,4083760.88787,521867.67720,50.71405,
2018-5-20 13:43:27.00000,4083760.88877,521867.67454,50.69801,
2018-5-20 13:43:28.00000,4083760.88330,521867.67795,50.70998,
2018-5-20 13:43:29.00000,4083760.89053,521867.67636,50.70483,
2018-5-20 13:43:30.00000,4083760.88614,521867.68061,50.70936,
2018-5-20 13:43:31.00000,4083760.88784,521867.67645,50.70841,
2018-5-20 13:43:32.00000,4083760.88647,521867.67647,50.70525,
2018-5-20 13:43:33.00000,4083760.88670,521867.67712,50.71127,
2018-5-20 13:43:34.00000,4083760.89138,521867.67510,50.70419,
2018-5-20 13:43:35.00000,4083760.87694,521867.67422,50.71178,
2018-5-20 13:43:36.00000,4083760.88694,521867.67482,50.70862,
2018-5-20 13:43:37.00000,4083760.89470,521867.67365,50.70159,
2018-5-20 13:43:38.00000,4083760.88498,521867.67067,50.70705,
2018-5-20 13:43:39.00000,4083760.88700,521867.67756,50.70838,
2018-5-20 13:43:40.00000,4083760.89120,521867.66894,50.70175,
2018-5-20 13:43:41.00000,4083760.88818,521867.67291,50.70528,
2018-5-20 13:43:42.00000,4083760.88682,521867.67391,50.71460,
2018-5-20 13:43:43.00000,4083760.88730,521867.66830,50.70478,
2018-5-20 13:43:44.00000,4083760.89105,521867.66976,50.70262,
2018-5-20 13:43:45.00000,4083760.88483,521867.67254,50.71075,
2018-5-20 13:43:46.00000,4083760.88815,521867.67378,50.70300,
2018-5-20 13:43:47.00000,4083760.89002,521867.67377,50.70966,
2018-5-20 13:43:48.00000,4083760.88631,521867.66899,50.70194,
2018-5-20 13:43:49.00000,4083760.88705,521867.67445,50.70930,
2018-5-20 13:43:50.00000,4083760.88859,521867.67442,50.71158,
2018-5-20 13:43:51.00000,4083760.88428,521867.67322,50.71165,
2018-5-20 13:43:52.00000,4083760.88804,521867.67424,50.70764,
2018-5-20 13:43:53.00000,4083760.88909,521867.66919,50.70090,
2018-5-20 13:43:54.00000,4083760.88642,521867.67020,50.70895,
2018-5-20 13:43:55.00000,4083760.88894,521867.67109,50.70193,
2018-5-20 13:43:56.00000,4083760.89323,521867.67401,50.70755,
2018-5-20 13:43:57.00000,4083760.89119,521867.67342,50.69794,
2018-5-20 13:43:58.00000,4083760.88842,521867.66959,50.70763,
2018-5-20 13:43:59.00000,4083760.88629,521867.67029,50.70679,
2018-5-20 13:44:0.00000,4083760.88943,521867.66853,50.70611,
2018-5-20 13:44:1.00000,4083760.89466,521867.67465,50.70266,
2018-5-20 13:44:2.00000,4083760.89153,521867.67253,50.71181,
2018-5-20 13:44:3.00000,4083760.88959,521867.67153,50.71323,
2018-5-20 13:44:4.00000,4083760.89886,521867.67100,50.70321,
2018-5-20 13:44:5.00000,4083760.89933,521867.67142,50.70258,
2018-5-20 13:44:6.00000,4083760.89914,521867.66858,50.70166,
2018-5-20 13:44:7.00000,4083760.90062,521867.66722,50.69801,
2018-5-20 13:44:8.00000,4083760.89881,521867.67003,50.70778,
2018-5-20 13:44:9.00000,4083760.89425,521867.67095,50.71435,
2018-5-20 13:44:10.00000,4083760.89470,521867.66913,50.70891,
2018-5-20 13:44:11.00000,4083760.89688,521867.67112,50.70934,
2018-5-20 13:44:12.00000,4083760.89243,521867.67051,50.70928,
2018-5-20 13:44:13.00000,4083760.89743,521867.67140,50.71278,
2018-5-20 13:44:14.00000,4083760.90116,521867.66873,50.70413,
2018-5-20 13:44:15.00000,4083760.89854,521867.66963,50.71797,
2018-5-20 13:44:16.00000,4083760.89277,521867.66118,50.71063,
2018-5-20 13:44:17.00000,4083760.89396,521867.66426,50.71488,
2018-5-20 13:44:18.00000,4083760.90200,521867.66412,50.71516,
2018-5-20 13:44:19.00000,4083760.89488,521867.66344,50.70749,
2018-5-20 13:44:20.00000,4083760.90099,521867.66540,50.70985,
2018-5-20 13:44:21.00000,4083760.89500,521867.66394,50.72299,
2018-5-20 13:44:22.00000,4083760.89638,521867.66566,50.71950,
2018-5-20 13:44:23.00000,4083760.90468,521867.66395,50.71492,
2018-5-20 13:44:24.00000,4083760.89432,521867.66154,50.72356,
2018-5-20 13:44:25.00000,4083760.89643,521867.66696,50.72126,
2018-5-20 13:44:26.00000,4083760.89701,521867.66492,50.72431,
2018-5-20 13:44:27.00000,4083760.89942,521867.66711,50.72077,
2018-5-20 13:44:28.00000,4083760.90133,521867.66681,50.71973,
2018-5-20 13:44:29.00000,4083760.89361,521867.66382,50.72484,
2018-5-20 13:44:30.00000,4083760.89281,521867.66485,50.72608,
2018-5-20 13:44:31.00000,4083760.89778,521867.66427,50.72928,
2018-5-20 13:44:32.00000,4083760.88858,521867.66608,50.72272,
2018-5-20 13:44:33.00000,4083760.89453,521867.66409,50.72045,
2018-5-20 13:44:34.00000,4083760.89153,521867.66532,50.72429,
2018-5-20 13:44:35.00000,4083760.89412,521867.67032,50.73202,
2018-5-20 13:44:36.00000,4083760.89170,521867.66227,50.72122,
2018-5-20 13:44:37.00000,4083760.88611,521867.66326,50.72267,
2018-5-20 13:44:38.00000,4083760.88824,521867.66691,50.73184,
2018-5-20 13:44:39.00000,4083760.88794,521867.66350,50.72690,
2018-5-20 13:44:40.00000,4083760.89113,521867.66452,50.72032,
2018-5-20 13:44:41.00000,4083760.89148,521867.66464,50.72635,
2018-5-20 13:44:42.00000,4083760.88633,521867.66042,50.72887,
2018-5-20 13:44:43.00000,4083760.88273,521867.66259,50.72933,
2018-5-20 13:44:44.00000,4083760.89400,521867.66387,50.73398,
2018-5-20 13:44:45.00000,4083760.88900,521867.66701,50.73533,
2018-5-20 13:44:46.00000,4083760.88919,521867.66340,50.72806,
2018-5-20 13:44:47.00000,4083760.88885,521867.66130,50.72951,
2018-5-20 13:44:48.00000,4083760.88664,521867.66612,50.73564,
2018-5-20 13:44:49.00000,4083760.88643,521867.66230,50.72908,
2018-5-20 13:44:50.00000,4083760.89384,521867.66075,50.72636,
2018-5-20 13:44:51.00000,4083760.88933,521867.66480,50.73621,
2018-5-20 13:44:52.00000,4083760.89195,521867.66811,50.73473,
2018-5-20 13:44:53.00000,4083760.88792,521867.66239,50.73708,
2018-5-20 13:44:54.00000,4083760.89447,521867.66361,50.72520,
2018-5-20 13:44:55.00000,4083760.89094,521867.66431,50.72857,
2018-5-20 13:44:56.00000,4083760.88544,521867.66487,50.73973,
2018-5-20 13:44:57.00000,4083760.88866,521867.66366,50.73494,
2018-5-20 13:44:58.00000,4083760.88621,521867.66342,50.73237,
2018-5-20 13:44:59.00000,4083760.88867,521867.66094,50.72942,
2018-5-20 13:45:0.00000,4083760.88595,521867.66681,50.73773,
2018-5-20 13:45:1.00000,4083760.88382,521867.66366,50.73372,
2018-5-20 13:45:2.00000,4083760.88463,521867.66255,50.73031,
2018-5-20 13:45:3.00000,4083760.89006,521867.66962,50.74243,
2018-5-20 13:45:4.00000,4083760.88655,521867.66884,50.73926,
2018-5-20 13:45:5.00000,4083760.88356,521867.66804,50.74258,
2018-5-20 13:45:6.00000,4083760.89033,521867.66734,50.73555,
2018-5-20 13:45:7.00000,4083760.88305,521867.66597,50.73725,
2018-5-20 13:45:8.00000,4083760.88600,521867.67094,50.74267,
2018-5-20 13:45:9.00000,4083760.88948,521867.67087,50.74070,
2018-5-20 13:45:10.00000,4083760.89406,521867.66086,50.73256,
2018-5-20 13:45:11.00000,4083760.88634,521867.66922,50.73822,
2018-5-20 13:45:12.00000,4083760.88709,521867.66383,50.73103,
2018-5-20 13:45:13.00000,4083760.89500,521867.66550,50.73199,
2018-5-20 13:45:14.00000,4083760.88931,521867.66961,50.73375,
2018-5-20 13:45:15.00000,4083760.89449,521867.67244,50.73686,
2018-5-20 13:45:16.00000,4083760.89310,521867.66637,50.72803,
2018-5-20 13:45:17.00000,4083760.88903,521867.66904,50.74879,
2018-5-20 13:45:18.00000,4083760.89298,521867.66435,50.73552,
2018-5-20 13:45:19.00000,4083760.89387,521867.66865,50.73568,
2018-5-20 13:45:20.00000,4083760.89210,521867.66691,50.72920,
2018-5-20 13:45:21.00000,4083760.88586,521867.66767,50.73752,
2018-5-20 13:45:22.00000,4083760.88813,521867.67020,50.74150,
2018-5-20 13:45:23.00000,4083760.88868,521867.65805,50.72506,
2018-5-20 13:45:24.00000,4083760.89940,521867.66218,50.72113,
2018-5-20 13:45:25.00000,4083760.88712,521867.67124,50.74202,
2018-5-20 13:45:26.00000,4083760.88636,521867.66214,50.73517,
2018-5-20 13:45:27.00000,4083760.89165,521867.66463,50.73230,
2018-5-20 13:45:28.00000,4083760.89311,521867.66390,50.73034,
2018-5-20 13:45:29.00000,4083760.88913,521867.65966,50.72563,
2018-5-20 13:45:30.00000,4083760.89267,521867.66125,50.72326,
2018-5-20 13:45:31.00000,4083760.88784,521867.66251,50.72886,
2018-5-20 13:45:32.00000,4083760.88808,521867.66513,50.73322,
2018-5-20 13:45:33.00000,4083760.88680,521867.65919,50.72840,
2018-5-20 13:45:34.00000,4083760.89026,521867.66275,50.72430,
2018-5-20 13:45:35.00000,4083760.89156,521867.66112,50.72773,
2018-5-20 13:45:36.00000,4083760.88762,521867.66512,50.72633,
2018-5-20 13:45:37.00000,4083760.88255,521867.66346,50.73191,
2018-5-20 13:45:38.00000,4083760.88881,521867.66480,50.72558,
2018-5-20 13:45:39.00000,4083760.88553,521867.66436,50.72311,
2018-5-20 13:45:40.00000,4083760.88433,521867.67012,50.73490,
2018-5-20 13:45:41.00000,4083760.88485,521867.66242,50.72868,
2018-5-20 13:45:42.00000,4083760.88217,521867.65868,50.73324,
2018-5-20 13:45:43.00000,4083760.88785,521867.66376,50.72203,
2018-5-20 13:45:44.00000,4083760.88178,521867.66378,50.72245,
2018-5-20 13:45:45.00000,4083760.87783,521867.66544,50.72856,
2018-5-20 13:45:46.00000,4083760.87849,521867.65944,50.72032,
2018-5-20 13:45:47.00000,4083760.88011,521867.66469,50.72068,
2018-5-20 13:45:48.00000,4083760.87836,521867.66282,50.72634,
2018-5-20 13:45:49.00000,4083760.88096,521867.66408,50.72588,
2018-5-20 13:45:50.00000,4083760.88398,521867.65816,50.71449,
2018-5-20 13:45:51.00000,4083760.88311,521867.66007,50.71783,
2018-5-20 13:45:52.00000,4083760.88756,521867.66272,50.71841,
2018-5-20 13:45:53.00000,4083760.88348,521867.65968,50.71401,
2018-5-20 13:45:54.00000,4083760.87981,521867.66200,50.71906,
2018-5-20 13:45:55.00000,4083760.89043,521867.66294,50.72058,
2018-5-20 13:45:56.00000,4083760.88605,521867.66062,50.70875,
2018-5-20 13:45:57.00000,4083760.88377,521867.66344,50.71079,
2018-5-20 13:45:58.00000,4083760.88277,521867.66211,50.72179,
2018-5-20 13:45:59.00000,4083760.88346,521867.66263,50.72137,
2018-5-20 13:46:0.00000,4083760.88351,521867.66448,50.72081,
2018-5-20 13:46:1.00000,4083760.88470,521867.66059,50.71938,
2018-5-20 13:46:2.00000,4083760.88127,521867.66106,50.71995,
2018-5-20 13:46:3.00000,4083760.87844,521867.66130,50.71756,
2018-5-20 13:46:4.00000,4083760.88702,521867.65956,50.71062,
2018-5-20 13:46:5.00000,4083760.88580,521867.65976,50.71424,
2018-5-20 13:46:6.00000,4083760.88196,521867.66537,50.72338,
2018-5-20 13:46:7.00000,4083760.88279,521867.66397,50.72093,
2018-5-20 13:46:8.00000,4083760.88020,521867.66515,50.72389,
2018-5-20 13:46:9.00000,4083760.87998,521867.66573,50.72185,
2018-5-20 13:46:10.00000,4083760.88472,521867.66359,50.71587,
2018-5-20 13:46:11.00000,4083760.88474,521867.66168,50.71716,
2018-5-20 13:46:12.00000,4083760.88025,521867.66501,50.72583,
2018-5-20 13:46:13.00000,4083760.88835,521867.66248,50.72168,
2018-5-20 13:46:14.00000,4083760.88487,521867.66535,50.71717,
2018-5-20 13:46:15.00000,4083760.88431,521867.66373,50.71708,
2018-5-20 13:46:16.00000,4083760.88556,521867.66675,50.71892,
2018-5-20 13:46:17.00000,4083760.88779,521867.66203,50.71443,
2018-5-20 13:46:18.00000,4083760.88764,521867.66213,50.70330,
2018-5-20 13:46:19.00000,4083760.88927,521867.66118,50.70829,
2018-5-20 13:46:20.00000,4083760.88599,521867.66460,50.70685,
2018-5-20 13:46:21.00000,4083760.88621,521867.66279,50.70621,
2018-5-20 13:46:22.00000,4083760.88879,521867.66464,50.70912,
2018-5-20 13:46:23.00000,4083760.88764,521867.66422,50.70897,
2018-5-20 13:46:24.00000,4083760.88754,521867.66408,50.70027,
2018-5-20 13:46:25.00000,4083760.88695,521867.66473,50.70623,
2018-5-20 13:46:26.00000,4083760.89094,521867.66335,50.69424,
2018-5-20 13:46:27.00000,4083760.88881,521867.66596,50.69609,
2018-5-20 13:46:28.00000,4083760.88939,521867.66189,50.70147,
2018-5-20 13:46:29.00000,4083760.88798,521867.66789,50.70388,
2018-5-20 13:46:30.00000,4083760.88832,521867.66510,50.70140,
2018-5-20 13:46:31.00000,4083760.89583,521867.66232,50.69921,
2018-5-20 13:46:32.00000,4083760.89272,521867.66321,50.69221,
2018-5-20 13:46:33.00000,4083760.89128,521867.66262,50.69329,
2018-5-20 13:46:34.00000,4083760.89610,521867.66094,50.69236,
2018-5-20 13:46:35.00000,4083760.89181,521867.66072,50.68942,
2018-5-20 13:46:36.00000,4083760.89051,521867.66190,50.68782,
2018-5-20 13:46:37.00000,4083760.89474,521867.66469,50.69501,
2018-5-20 13:46:38.00000,4083760.88917,521867.66393,50.69344,
2018-5-20 13:46:39.00000,4083760.89000,521867.66273,50.69183,
2018-5-20 13:46:40.00000,4083760.89687,521867.66233,50.68734,
2018-5-20 13:46:41.00000,4083760.89547,521867.66267,50.69604,
2018-5-20 13:46:42.00000,4083760.89489,521867.66290,50.69165,
2018-5-20 13:46:43.00000,4083760.89728,521867.66108,50.68213,
2018-5-20 13:46:44.00000,4083760.90076,521867.65878,50.68348,
2018-5-20 13:46:45.00000,4083760.89690,521867.65913,50.67796,
2018-5-20 13:46:46.00000,4083760.89940,521867.66118,50.68663,
2018-5-20 13:46:47.00000,4083760.90137,521867.65778,50.67416,
2018-5-20 13:46:48.00000,4083760.89241,521867.65814,50.68927,
2018-5-20 13:46:49.00000,4083760.89940,521867.66268,50.68580,
2018-5-20 13:46:50.00000,4083760.89679,521867.65872,50.67960,
2018-5-20 13:46:51.00000,4083760.89922,521867.65847,50.68253,
2018-5-20 13:46:52.00000,4083760.89896,521867.65860,50.67887,
2018-5-20 13:46:53.00000,4083760.89853,521867.65859,50.67911,
2018-5-20 13:46:54.00000,4083760.89568,521867.66223,50.67643,
2018-5-20 13:46:55.00000,4083760.89367,521867.66134,50.68910,
2018-5-20 13:46:56.00000,4083760.90073,521867.66027,50.67053,
2018-5-20 13:46:57.00000,4083760.89373,521867.65931,50.67385,
2018-5-20 13:46:58.00000,4083760.89873,521867.66232,50.68036,
2018-5-20 13:46:59.00000,4083760.89875,521867.66323,50.67984,
2018-5-20 13:47:0.00000,4083760.89961,521867.65997,50.67119,
2018-5-20 13:47:1.00000,4083760.89805,521867.65926,50.67693,
2018-5-20 13:47:2.00000,4083760.89832,521867.66089,50.66757,
2018-5-20 13:47:3.00000,4083760.89455,521867.66065,50.67793,
2018-5-20 13:47:4.00000,4083760.89824,521867.65938,50.67601,
2018-5-20 13:47:5.00000,4083760.90007,521867.65564,50.66606,
2018-5-20 13:47:6.00000,4083760.90294,521867.65640,50.66773,
2018-5-20 13:47:7.00000,4083760.89455,521867.65983,50.67326,
2018-5-20 13:47:8.00000,4083760.90373,521867.65814,50.67035,
2018-5-20 13:47:9.00000,4083760.90493,521867.65694,50.66875,
2018-5-20 13:47:10.00000,4083760.90421,521867.65426,50.65787,
2018-5-20 13:47:11.00000,4083760.90861,521867.65566,50.66184,
2018-5-20 13:47:12.00000,4083760.90144,521867.65608,50.66341,
2018-5-20 13:47:13.00000,4083760.89609,521867.66022,50.66772,
2018-5-20 13:47:14.00000,4083760.89842,521867.66027,50.66410,
2018-5-20 13:47:15.00000,4083760.90086,521867.65654,50.65902,
2018-5-20 13:47:16.00000,4083760.90160,521867.65996,50.66586,
2018-5-20 13:47:17.00000,4083760.90207,521867.65636,50.65640,
2018-5-20 13:47:18.00000,4083760.90567,521867.65545,50.65593,
2018-5-20 13:47:19.00000,4083760.90268,521867.65876,50.66259,
2018-5-20 13:47:20.00000,4083760.90689,521867.65517,50.65197,
2018-5-20 13:47:21.00000,4083760.90287,521867.65618,50.65900,
2018-5-20 13:47:22.00000,4083760.90028,521867.66029,50.66096,
2018-5-20 13:47:23.00000,4083760.90411,521867.65359,50.65251,
2018-5-20 13:47:24.00000,4083760.90321,521867.65559,50.65588,
2018-5-20 13:47:25.00000,4083760.89927,521867.65819,50.65297,
2018-5-20 13:47:26.00000,4083760.90035,521867.65465,50.65068,
2018-5-20 13:47:27.00000,4083760.90469,521867.65337,50.65422,
2018-5-20 13:47:28.00000,4083760.90197,521867.65769,50.65537,
2018-5-20 13:47:29.00000,4083760.90263,521867.65351,50.64764,
2018-5-20 13:47:30.00000,4083760.90610,521867.65417,50.64686,
