Sec,+-,+-,
2018-5-20 13:5:30.00000,4084085.03574,521328.79462,50.63880,
2018-5-20 13:5:31.00000,4084085.03851,521328.79287,50.62861,
2018-5-20 13:5:32.00000,4084085.03387,521328.79357,50.64379,
2018-5-20 13:5:33.00000,4084085.03485,521328.79325,50.64999,
2018-5-20 13:5:34.00000,4084085.03799,521328.79138,50.63063,
2018-5-20 13:5:35.00000,4084085.03623,521328.79348,50.64181,
2018-5-20 13:5:36.00000,4084085.04028,521328.79135,50.63475,
2018-5-20 13:5:37.00000,4084085.03819,521328.79237,50.64637,
2018-5-20 13:5:38.00000,4084085.03325,521328.79125,50.64844,
2018-5-20 13:5:39.00000,4084085.03442,521328.79034,50.63905,
2018-5-20 13:5:40.00000,4084085.03597,521328.79050,50.64799,
2018-5-20 13:5:41.00000,4084085.03839,521328.78905,50.64158,
2018-5-20 13:5:42.00000,4084085.03469,521328.78906,50.63668,
2018-5-20 13:5:43.00000,4084085.03902,521328.78850,50.63359,
2018-5-20 13:5:44.00000,4084085.03566,521328.78995,50.63957,
2018-5-20 13:5:45.00000,4084085.03297,521328.78934,50.65448,
2018-5-20 13:5:46.00000,4084085.03787,521328.78844,50.64761,
2018-5-20 13:5:47.00000,4084085.03664,521328.78867,50.64641,
2018-5-20 13:5:48.00000,4084085.03807,521328.78600,50.64867,
2018-5-20 13:5:49.00000,4084085.03845,521328.78557,50.64966,
2018-5-20 13:5:50.00000,4084085.04541,521328.78711,50.63789,
2018-5-20 13:5:51.00000,4084085.04075,521328.78676,50.64310,
2018-5-20 13:5:52.00000,4084085.04009,521328.78416,50.64497,
2018-5-20 13:5:53.00000,4084085.03707,521328.78631,50.65666,
2018-5-20 13:5:54.00000,4084085.04006,521328.78792,50.65885,
2018-5-20 13:5:55.00000,4084085.03937,521328.78613,50.64960,
2018-5-20 13:5:56.00000,4084085.03912,521328.78764,50.65511,
2018-5-20 13:5:57.00000,4084085.04342,521328.78728,50.64205,
2018-5-20 13:5:58.00000,4084085.04095,521328.78599,50.64216,
2018-5-20 13:5:59.00000,4084085.04448,521328.78402,50.65329,
2018-5-20 13:6:0.00000,4084085.03784,521328.78586,50.64698,
2018-5-20 13:6:1.00000,4084085.04612,521328.78441,50.63177,
2018-5-20 13:6:2.00000,4084085.04402,521328.78427,50.63791,
2018-5-20 13:6:3.00000,4084085.04386,521328.78454,50.64295,
2018-5-20 13:6:4.00000,4084085.04596,521328.78651,50.63732,
2018-5-20 13:6:5.00000,4084085.04305,521328.78468,50.64386,
2018-5-20 13:6:6.00000,4084085.04002,521328.78709,50.65073,
2018-5-20 13:6:7.00000,4084085.04422,521328.78476,50.63981,
2018-5-20 13:6:8.00000,4084085.04443,521328.78409,50.64335,
2018-5-20 13:6:9.00000,4084085.04057,521328.78376,50.64150,
2018-5-20 13:6:10.00000,4084085.04802,521328.78542,50.63374,
2018-5-20 13:6:11.00000,4084085.04540,521328.78309,50.64639,
2018-5-20 13:6:12.00000,4084085.04735,521328.78299,50.63913,
2018-5-20 13:6:13.00000,4084085.04469,521328.78574,50.65234,
2018-5-20 13:6:14.00000,4084085.04798,521328.78497,50.64079,
2018-5-20 13:6:15.00000,4084085.04641,521328.78496,50.64571,
2018-5-20 13:6:16.00000,4084085.04662,521328.78246,50.64376,
2018-5-20 13:6:17.00000,4084085.04757,521328.78153,50.63717,
2018-5-20 13:6:18.00000,4084085.04369,521328.78533,50.64151,
2018-5-20 13:6:19.00000,4084085.04486,521328.78660,50.64679,
2018-5-20 13:6:20.00000,4084085.04805,521328.78171,50.64419,
2018-5-20 13:6:21.00000,4084085.04785,521328.78293,50.64912,
2018-5-20 13:6:22.00000,4084085.04650,521328.78238,50.63992,
2018-5-20 13:6:23.00000,4084085.04651,521328.78234,50.64474,
2018-5-20 13:6:24.00000,4084085.04927,521328.78081,50.62773,
2018-5-20 13:6:25.00000,4084085.04582,521328.78381,50.64450,
2018-5-20 13:6:26.00000,4084085.04502,521328.78358,50.65156,
2018-5-20 13:6:27.00000,4084085.04795,521328.78336,50.63400,
2018-5-20 13:6:28.00000,4084085.04816,521328.78301,50.63705,
2018-5-20 13:6:29.00000,4084085.04724,521328.78154,50.63793,
2018-5-20 13:6:30.00000,4084085.05055,521328.78183,50.63052,
2018-5-20 13:6:31.00000,4084085.04807,521328.78110,50.62617,
2018-5-20 13:6:32.00000,4084085.04798,521328.77936,50.64327,
2018-5-20 13:6:33.00000,4084085.04922,521328.77973,50.63862,
2018-5-20 13:6:34.00000,4084085.04873,521328.78011,50.63211,
2018-5-20 13:6:35.00000,4084085.04809,521328.77970,50.63363,
2018-5-20 13:6:36.00000,4084085.04807,521328.77686,50.63099,
2018-5-20 13:6:37.00000,4084085.05085,521328.77856,50.62911,
2018-5-20 13:6:38.00000,4084085.04518,521328.78187,50.63802,
2018-5-20 13:6:39.00000,4084085.04783,521328.78321,50.63082,
2018-5-20 13:6:40.00000,4084085.04924,521328.77891,50.62160,
2018-5-20 13:6:41.00000,4084085.04847,521328.77983,50.63045,
2018-5-20 13:6:42.00000,4084085.05109,521328.77624,50.61679,
2018-5-20 13:6:43.00000,4084085.04989,521328.77959,50.62340,
2018-5-20 13:6:44.00000,4084085.05259,521328.77617,50.62412,
2018-5-20 13:6:45.00000,4084085.04824,521328.77727,50.61676,
2018-5-20 13:6:46.00000,4084085.04869,521328.77815,50.61399,
2018-5-20 13:6:47.00000,4084085.04761,521328.77824,50.61878,
2018-5-20 13:6:48.00000,4084085.04624,521328.77865,50.62627,
2018-5-20 13:6:49.00000,4084085.04778,521328.77931,50.61721,
2018-5-20 13:6:50.00000,4084085.04487,521328.77816,50.62875,
2018-5-20 13:6:51.00000,4084085.04934,521328.77592,50.61596,
2018-5-20 13:6:52.00000,4084085.04666,521328.77767,50.61570,
2018-5-20 13:6:53.00000,4084085.04577,521328.77554,50.61288,
2018-5-20 13:6:54.00000,4084085.04451,521328.77575,50.63722,
2018-5-20 13:6:55.00000,4084085.04559,521328.77580,50.62528,
2018-5-20 13:6:56.00000,4084085.04354,521328.77343,50.63451,
2018-5-20 13:6:57.00000,4084085.04099,521328.77579,50.62608,
2018-5-20 13:6:58.00000,4084085.04670,521328.77429,50.62197,
2018-5-20 13:6:59.00000,4084085.04603,521328.77428,50.61336,
2018-5-20 13:7:0.00000,4084085.04732,521328.77396,50.60715,
2018-5-20 13:7:1.00000,4084085.04465,521328.77321,50.61586,
2018-5-20 13:7:2.00000,4084085.04820,521328.77417,50.61364,
2018-5-20 13:7:3.00000,4084085.04684,521328.77520,50.61445,
2018-5-20 13:7:4.00000,4084085.04583,521328.77044,50.61446,
2018-5-20 13:7:5.00000,4084085.04400,521328.77242,50.61640,
2018-5-20 13:7:6.00000,4084085.04732,521328.77126,50.60448,
2018-5-20 13:7:7.00000,4084085.04976,521328.77113,50.61106,
2018-5-20 13:7:8.00000,4084085.04464,521328.77359,50.61654,
2018-5-20 13:7:9.00000,4084085.05030,521328.77184,50.61166,
2018-5-20 13:7:10.00000,4084085.05176,521328.77266,50.61189,
2018-5-20 13:7:11.00000,4084085.04917,521328.77255,50.61101,
2018-5-20 13:7:12.00000,4084085.04809,521328.77110,50.60595,
2018-5-20 13:7:13.00000,4084085.05083,521328.77163,50.60097,
2018-5-20 13:7:14.00000,4084085.04816,521328.77470,50.60686,
2018-5-20 13:7:15.00000,4084085.04842,521328.76875,50.60717,
2018-5-20 13:7:16.00000,4084085.05593,521328.77077,50.60466,
2018-5-20 13:7:17.00000,4084085.05570,521328.77354,50.59782,
2018-5-20 13:7:18.00000,4084085.05110,521328.77203,50.59761,
2018-5-20 13:7:19.00000,4084085.05045,521328.77303,50.59481,
2018-5-20 13:7:20.00000,4084085.05458,521328.77263,50.59381,
2018-5-20 13:7:21.00000,4084085.05230,521328.77344,50.59235,
2018-5-20 13:7:22.00000,4084085.04727,521328.77384,50.61371,
2018-5-20 13:7:23.00000,4084085.05504,521328.77147,50.58186,
2018-5-20 13:7:24.00000,4084085.05498,521328.77249,50.58761,
2018-5-20 13:7:25.00000,4084085.05291,521328.77113,50.60419,
2018-5-20 13:7:26.00000,4084085.05666,521328.77135,50.58570,
2018-5-20 13:7:27.00000,4084085.05384,521328.77351,50.59413,
2018-5-20 13:7:28.00000,4084085.05852,521328.77396,50.58289,
2018-5-20 13:7:29.00000,4084085.06102,521328.76933,50.57838,
2018-5-20 13:7:30.00000,4084085.05924,521328.77086,50.57509,
2018-5-20 13:7:31.00000,4084085.05961,521328.77013,50.58127,
2018-5-20 13:7:32.00000,4084085.05903,521328.77133,50.58121,
2018-5-20 13:7:33.00000,4084085.06009,521328.77123,50.57697,
2018-5-20 13:7:34.00000,4084085.05516,521328.77276,50.58054,
2018-5-20 13:7:35.00000,4084085.05198,521328.77477,50.59245,
2018-5-20 13:7:36.00000,4084085.06251,521328.77119,50.57124,
2018-5-20 13:7:37.00000,4084085.05213,521328.77474,50.57975,
2018-5-20 13:7:38.00000,4084085.05341,521328.77283,50.58354,
2018-5-20 13:7:39.00000,4084085.05905,521328.77070,50.57768,
2018-5-20 13:7:40.00000,4084085.06085,521328.77121,50.57128,
2018-5-20 13:7:41.00000,4084085.05280,521328.77447,50.58219,
2018-5-20 13:7:42.00000,4084085.05556,521328.76960,50.58000,
2018-5-20 13:7:43.00000,4084085.05516,521328.77268,50.57837,
2018-5-20 13:7:44.00000,4084085.05737,521328.77052,50.56976,
2018-5-20 13:7:45.00000,4084085.05685,521328.77350,50.57379,
2018-5-20 13:7:46.00000,4084085.06069,521328.77260,50.57267,
2018-5-20 13:7:47.00000,4084085.06024,521328.77376,50.56728,
2018-5-20 13:7:48.00000,4084085.06039,521328.77183,50.57107,
2018-5-20 13:7:49.00000,4084085.05743,521328.77209,50.57484,
2018-5-20 13:7:50.00000,4084085.05970,521328.77253,50.57315,
2018-5-20 13:7:51.00000,4084085.05703,521328.77324,50.57688,
2018-5-20 13:7:52.00000,4084085.06066,521328.77092,50.56838,
2018-5-20 13:7:53.00000,4084085.06573,521328.77051,50.56495,
2018-5-20 13:7:54.00000,4084085.05849,521328.77541,50.56978,
2018-5-20 13:7:55.00000,4084085.06257,521328.77300,50.56866,
2018-5-20 13:7:56.00000,4084085.06170,521328.77274,50.56783,
2018-5-20 13:7:57.00000,4084085.06366,521328.77249,50.56488,
2018-5-20 13:7:58.00000,4084085.06152,521328.77164,50.56340,
2018-5-20 13:7:59.00000,4084085.05790,521328.77497,50.57273,
2018-5-20 13:8:0.00000,4084085.05737,521328.77528,50.58476,
2018-5-20 13:8:1.00000,4084085.06065,521328.77480,50.57440,
2018-5-20 13:8:2.00000,4084085.05774,521328.77356,50.57877,
2018-5-20 13:8:3.00000,4084085.05674,521328.77670,50.57628,
2018-5-20 13:8:4.00000,4084085.05858,521328.77633,50.57799,
2018-5-20 13:8:5.00000,4084085.05941,521328.77649,50.56323,
2018-5-20 13:8:6.00000,4084085.05952,521328.77539,50.57324,
2018-5-20 13:8:7.00000,4084085.06581,521328.77435,50.56902,
2018-5-20 13:8:8.00000,4084085.06516,521328.77753,50.57906,
2018-5-20 13:8:9.00000,4084085.06230,521328.77910,50.57171,
2018-5-20 13:8:10.00000,4084085.06221,521328.77635,50.57249,
2018-5-20 13:8:11.00000,4084085.06168,521328.77745,50.57454,
2018-5-20 13:8:12.00000,4084085.06263,521328.77666,50.56393,
2018-5-20 13:8:13.00000,4084085.06205,521328.77817,50.57971,
2018-5-20 13:8:14.00000,4084085.06445,521328.77827,50.57234,
2018-5-20 13:8:15.00000,4084085.05705,521328.77731,50.57537,
2018-5-20 13:8:16.00000,4084085.06429,521328.77850,50.57722,
2018-5-20 13:8:17.00000,4084085.05940,521328.77994,50.57024,
2018-5-20 13:8:18.00000,4084085.05906,521328.77841,50.57720,
2018-5-20 13:8:19.00000,4084085.06047,521328.78094,50.58266,
2018-5-20 13:8:20.00000,4084085.05577,521328.78100,50.58742,
2018-5-20 13:8:21.00000,4084085.05891,521328.77668,50.57322,
2018-5-20 13:8:22.00000,4084085.05508,521328.78016,50.59017,
2018-5-20 13:8:23.00000,4084085.06152,521328.77858,50.57575,
2018-5-20 13:8:24.00000,4084085.05849,521328.77968,50.57279,
2018-5-20 13:8:25.00000,4084085.06216,521328.77882,50.56673,
2018-5-20 13:8:26.00000,4084085.05849,521328.77626,50.58044,
2018-5-20 13:8:27.00000,4084085.05909,521328.77984,50.56866,
2018-5-20 13:8:28.00000,4084085.06024,521328.77890,50.56563,
2018-5-20 13:8:29.00000,4084085.06001,521328.77844,50.57126,
2018-5-20 13:8:30.00000,4084085.06102,521328.77742,50.56991,
2018-5-20 13:8:31.00000,4084085.05863,521328.77872,50.56827,
2018-5-20 13:8:32.00000,4084085.05806,521328.77967,50.57986,
2018-5-20 13:8:33.00000,4084085.05686,521328.77836,50.57779,
2018-5-20 13:8:34.00000,4084085.05551,521328.77867,50.57343,
2018-5-20 13:8:35.00000,4084085.05693,521328.78024,50.57271,
2018-5-20 13:8:36.00000,4084085.05561,521328.78045,50.58280,
2018-5-20 13:8:37.00000,4084085.05921,521328.77726,50.56999,
2018-5-20 13:8:38.00000,4084085.05990,521328.77597,50.57007,
2018-5-20 13:8:39.00000,4084085.05989,521328.77897,50.56442,
2018-5-20 13:8:40.00000,4084085.06144,521328.77878,50.55920,
2018-5-20 13:8:41.00000,4084085.06195,521328.78150,50.57535,
2018-5-20 13:8:42.00000,4084085.05704,521328.78273,50.56807,
2018-5-20 13:8:43.00000,4084085.05808,521328.78340,50.57201,
2018-5-20 13:8:44.00000,4084085.05650,521328.77989,50.56845,
2018-5-20 13:8:45.00000,4084085.06140,521328.78314,50.55827,
2018-5-20 13:8:46.00000,4084085.05413,521328.78440,50.56729,
2018-5-20 13:8:47.00000,4084085.05585,521328.78001,50.57032,
2018-5-20 13:8:48.00000,4084085.05898,521328.78468,50.56999,
2018-5-20 13:8:49.00000,4084085.06263,521328.77979,50.55694,
2018-5-20 13:8:50.00000,4084085.06245,521328.77978,50.56419,
2018-5-20 13:8:51.00000,4084085.06006,521328.78242,50.56288,
2018-5-20 13:8:52.00000,4084085.06240,521328.78162,50.56042,
2018-5-20 13:8:53.00000,4084085.05862,521328.78175,50.56547,
2018-5-20 13:8:54.00000,4084085.05983,521328.78271,50.56519,
2018-5-20 13:8:55.00000,4084085.06086,521328.78147,50.55831,
2018-5-20 13:8:56.00000,4084085.05708,521328.78391,50.56719,
2018-5-20 13:8:57.00000,4084085.06001,521328.77989,50.55660,
2018-5-20 13:8:58.00000,4084085.05618,521328.78387,50.58056,
2018-5-20 13:8:59.00000,4084085.05808,521328.78194,50.56619,
2018-5-20 13:9:0.00000,4084085.05799,521328.78034,50.56064,
2018-5-20 13:9:1.00000,4084085.06361,521328.77854,50.55214,
2018-5-20 13:9:2.00000,4084085.05640,521328.78396,50.57026,
2018-5-20 13:9:3.00000,4084085.05716,521328.78275,50.56391,
2018-5-20 13:9:4.00000,4084085.05848,521328.78219,50.56382,
2018-5-20 13:9:5.00000,4084085.05657,521328.78478,50.57137,
2018-5-20 13:9:6.00000,4084085.05879,521328.77886,50.55939,
2018-5-20 13:9:7.00000,4084085.05859,521328.77989,50.56633,
2018-5-20 13:9:8.00000,4084085.05520,521328.78345,50.57186,
2018-5-20 13:9:9.00000,4084085.05665,521328.78161,50.56958,
2018-5-20 13:9:10.00000,4084085.05739,521328.78200,50.57211,
2018-5-20 13:9:11.00000,4084085.05664,521328.78394,50.57627,
2018-5-20 13:9:12.00000,4084085.05766,521328.78085,50.57523,
2018-5-20 13:9:13.00000,4084085.05990,521328.78367,50.57143,
2018-5-20 13:9:14.00000,4084085.05894,521328.78329,50.57371,
2018-5-20 13:9:15.00000,4084085.05873,521328.78274,50.55983,
2018-5-20 13:9:16.00000,4084085.06044,521328.77946,50.57369,
2018-5-20 13:9:17.00000,4084085.05387,521328.78450,50.57896,
2018-5-20 13:9:18.00000,4084085.05845,521328.77964,50.57601,
2018-5-20 13:9:19.00000,4084085.05811,521328.78356,50.56432,
2018-5-20 13:9:20.00000,4084085.05703,521328.78658,50.57492,
2018-5-20 13:9:21.00000,4084085.06015,521328.78000,50.55592,
2018-5-20 13:9:22.00000,4084085.06147,521328.77846,50.55915,
2018-5-20 13:9:23.00000,4084085.05687,521328.78176,50.56913,
2018-5-20 13:9:24.00000,4084085.05547,521328.78390,50.57550,
2018-5-20 13:9:25.00000,4084085.05597,521328.78081,50.56882,
2018-5-20 13:9:26.00000,4084085.05388,521328.78506,50.58162,
2018-5-20 13:9:27.00000,4084085.05378,521328.78435,50.57609,
2018-5-20 13:9:28.00000,4084085.05343,521328.78491,50.58189,
2018-5-20 13:9:29.00000,4084085.04978,521328.78233,50.58224,
2018-5-20 13:9:30.00000,4084085.04848,521328.78672,50.59715,
2018-5-20 13:9:31.00000,4084085.05361,521328.78408,50.57948,
2018-5-20 13:9:32.00000,4084085.05291,521328.78699,50.59641,
2018-5-20 13:9:33.00000,4084085.05133,521328.78150,50.57218,
2018-5-20 13:9:34.00000,4084085.05397,521328.77989,50.57366,
2018-5-20 13:9:35.00000,4084085.05259,521328.78235,50.57982,
2018-5-20 13:9:36.00000,4084085.05362,521328.78183,50.57996,
2018-5-20 13:9:37.00000,4084085.05228,521328.78179,50.58774,
2018-5-20 13:9:38.00000,4084085.05283,521328.78271,50.59601,
2018-5-20 13:9:39.00000,4084085.05465,521328.77787,50.58673,
2018-5-20 13:9:40.00000,4084085.04917,521328.77877,50.58137,
2018-5-20 13:9:41.00000,4084085.05253,521328.78259,50.58974,
2018-5-20 13:9:42.00000,4084085.05204,521328.78134,50.59123,
2018-5-20 13:9:43.00000,4084085.05559,521328.77761,50.57831,
2018-5-20 13:9:44.00000,4084085.05623,521328.78130,50.58497,
2018-5-20 13:9:45.00000,4084085.05153,521328.78571,50.59308,
2018-5-20 13:9:46.00000,4084085.05171,521328.78355,50.59716,
2018-5-20 13:9:47.00000,4084085.04253,521328.78642,50.60341,
2018-5-20 13:9:48.00000,4084085.05355,521328.77938,50.57954,
2018-5-20 13:9:49.00000,4084085.04803,521328.78866,50.61574,
2018-5-20 13:9:50.00000,4084085.05260,521328.78442,50.59898,
2018-5-20 13:9:51.00000,4084085.04973,521328.78457,50.59281,
2018-5-20 13:9:52.00000,4084085.04869,521328.78253,50.60885,
2018-5-20 13:9:53.00000,4084085.05023,521328.78417,50.59831,
2018-5-20 13:9:54.00000,4084085.07174,521328.77301,50.53946,
2018-5-20 13:9:55.00000,4084085.06516,521328.77462,50.55422,
2018-5-20 13:9:56.00000,4084085.06808,521328.77123,50.53849,
2018-5-20 13:9:57.00000,4084085.06996,521328.76876,50.53981,
2018-5-20 13:9:58.00000,4084085.06748,521328.77043,50.54462,
2018-5-20 13:9:59.00000,4084085.06658,521328.77149,50.54650,
2018-5-20 13:10:0.00000,4084085.06547,521328.77203,50.54731,
2018-5-20 13:10:1.00000,4084085.06524,521328.77421,50.54945,
2018-5-20 13:10:2.00000,4084085.06654,521328.76942,50.54521,
2018-5-20 13:10:3.00000,4084085.05972,521328.77517,50.55732,
2018-5-20 13:10:4.00000,4084085.06676,521328.77433,50.55609,
2018-5-20 13:10:5.00000,4084085.06717,521328.77434,50.55454,
2018-5-20 13:10:6.00000,4084085.06554,521328.77496,50.55189,
2018-5-20 13:10:7.00000,4084085.06934,521328.77323,50.55031,
2018-5-20 13:10:8.00000,4084085.06732,521328.77333,50.55384,
2018-5-20 13:10:9.00000,4084085.06826,521328.77378,50.55243,
2018-5-20 13:10:10.00000,4084085.06906,521328.77087,50.54951,
2018-5-20 13:10:11.00000,4084085.06750,521328.77303,50.54993,
2018-5-20 13:10:12.00000,4084085.06777,521328.77407,50.55325,
2018-5-20 13:10:13.00000,4084085.06810,521328.77339,50.54664,
2018-5-20 13:10:14.00000,4084085.06877,521328.77499,50.55292,
2018-5-20 13:10:15.00000,4084085.06751,521328.77590,50.55643,
2018-5-20 13:10:16.00000,4084085.06682,521328.77368,50.55185,
2018-5-20 13:10:17.00000,4084085.06337,521328.77478,50.56094,
2018-5-20 13:10:18.00000,4084085.06739,521328.77578,50.55426,
2018-5-20 13:10:19.00000,4084085.07102,521328.77359,50.55808,
2018-5-20 13:10:20.00000,4084085.06942,521328.77472,50.56005,
2018-5-20 13:10:21.00000,4084085.06663,521328.77201,50.55059,
2018-5-20 13:10:22.00000,4084085.06626,521328.77563,50.55743,
2018-5-20 13:10:23.00000,4084085.06878,521328.77612,50.55241,
2018-5-20 13:10:24.00000,4084085.06824,521328.77474,50.55178,
2018-5-20 13:10:25.00000,4084085.06543,521328.77419,50.55570,
2018-5-20 13:10:26.00000,4084085.06273,521328.77345,50.56013,
2018-5-20 13:10:27.00000,4084085.06077,521328.77378,50.56158,
2018-5-20 13:10:28.00000,4084085.06828,521328.77090,50.54439,
2018-5-20 13:10:29.00000,4084085.06751,521328.77576,50.55676,
2018-5-20 13:10:30.00000,4084085.06168,521328.77628,50.56437,
2018-5-20 13:10:31.00000,4084085.06047,521328.77228,50.56247,
2018-5-20 13:10:32.00000,4084085.06131,521328.77212,50.56584,
2018-5-20 13:10:33.00000,4084085.06287,521328.77338,50.56644,
2018-5-20 13:10:34.00000,4084085.05882,521328.77891,50.55220,
2018-5-20 13:10:35.00000,4084084.99389,521328.89107,50.54895,
2018-5-20 13:10:36.00000,4084084.90059,521329.05961,50.55838,
2018-5-20 13:10:37.00000,4084084.84357,521329.13300,50.55215,
2018-5-20 13:10:38.00000,4084084.80794,521329.18238,50.56829,
2018-5-20 13:10:39.00000,4084084.79571,521329.20743,50.56218,
2018-5-20 13:10:40.00000,4084084.74502,521329.30263,50.58039,
2018-5-20 13:10:41.00000,4084084.72004,521329.35194,50.56754,
2018-5-20 13:10:42.00000,4084084.66738,521329.41994,50.56679,
2018-5-20 13:10:43.00000,4084084.62866,521329.48873,50.55147,
2018-5-20 13:10:44.00000,4084084.61475,521329.52186,50.54329,
2018-5-20 13:10:45.00000,4084084.59028,521329.54935,50.55450,
2018-5-20 13:10:46.00000,4084084.56771,521329.59971,50.54260,
2018-5-20 13:10:47.00000,4084084.52579,521329.66946,50.55054,
2018-5-20 13:10:48.00000,4084084.52005,521329.68495,50.54458,
2018-5-20 13:10:49.00000,4084084.50593,521329.70634,50.54581,
2018-5-20 13:10:50.00000,4084084.44860,521329.78973,50.56301,
2018-5-20 13:10:51.00000,4084084.40197,521329.86531,50.54475,
2018-5-20 13:10:52.00000,4084084.37178,521329.93104,50.54388,
2018-5-20 13:10:53.00000,4084084.35075,521329.94382,50.55913,
2018-5-20 13:10:54.00000,4084084.33880,521329.95475,50.54543,
2018-5-20 13:10:55.00000,4084084.33783,521329.95262,50.54071,
2018-5-20 13:10:56.00000,4084084.31027,521330.00755,50.54263,
2018-5-20 13:10:57.00000,4084084.20909,521330.19183,50.52263,
2018-5-20 13:10:58.00000,4084084.06472,521330.42285,50.49637,
2018-5-20 13:10:59.00000,4084083.93078,521330.65727,50.54733,
2018-5-20 13:11:0.00000,4084083.78916,521330.89856,50.51827,
2018-5-20 13:11:1.00000,4084083.61675,521331.18946,50.50474,
2018-5-20 13:11:2.00000,4084083.39385,521331.54447,50.51789,
2018-5-20 13:11:3.00000,4084083.17054,521331.92418,50.49934,
2018-5-20 13:11:4.00000,4084082.96165,521332.26467,50.52475,
2018-5-20 13:11:5.00000,4084082.77900,521332.56536,50.53456,
2018-5-20 13:11:6.00000,4084082.58956,521332.89273,50.50437,
2018-5-20 13:11:7.00000,4084082.39796,521333.22478,50.50171,
2018-5-20 13:11:8.00000,4084082.18827,521333.57368,50.51073,
2018-5-20 13:11:9.00000,4084081.97644,521333.91325,50.51924,
2018-5-20 13:11:10.00000,4084081.78567,521334.22988,50.52160,
2018-5-20 13:11:11.00000,4084081.59675,521334.53822,50.50797,
2018-5-20 13:11:12.00000,4084081.36540,521334.93423,50.53301,
2018-5-20 13:11:13.00000,4084081.08267,521335.39600,50.52477,
2018-5-20 13:11:14.00000,4084080.74669,521335.95967,50.52469,
2018-5-20 13:11:15.00000,4084080.35943,521336.59267,50.53786,
2018-5-20 13:11:16.00000,4084079.96103,521337.26113,50.54950,
2018-5-20 13:11:17.00000,4084079.54315,521337.94571,50.51301,
2018-5-20 13:11:18.00000,4084079.11135,521338.68231,50.51374,
2018-5-20 13:11:19.00000,4084078.64620,521339.45999,50.51522,
2018-5-20 13:11:20.00000,4084078.16552,521340.25377,50.51730,
2018-5-20 13:11:21.00000,4084077.67007,521341.06396,50.52429,
2018-5-20 13:11:22.00000,4084077.19278,521341.89040,50.52562,
2018-5-20 13:11:23.00000,4084076.66470,521342.74852,50.54776,
2018-5-20 13:11:24.00000,4084076.18111,521343.57370,50.53598,
2018-5-20 13:11:25.00000,4084075.66441,521344.41980,50.52476,
2018-5-20 13:11:26.00000,4084075.15462,521345.26935,50.52433,
2018-5-20 13:11:27.00000,4084074.66414,521346.08724,50.51722,
2018-5-20 13:11:28.00000,4084074.16926,521346.91046,50.52049,
2018-5-20 13:11:29.00000,4084073.65887,521347.76967,50.53621,
2018-5-20 13:11:30.00000,4084073.13099,521348.63443,50.52446,
2018-5-20 13:11:31.00000,4084072.62127,521349.49864,50.51066,
2018-5-20 13:11:32.00000,4084072.09705,521350.35339,50.49932,
2018-5-20 13:11:33.00000,4084071.56024,521351.24171,50.52786,
2018-5-20 13:11:34.00000,4084071.04904,521352.11560,50.50056,
2018-5-20 13:11:35.00000,4084070.52639,521352.95075,50.51472,
2018-5-20 13:11:36.00000,4084070.04037,521353.76792,50.41370,
2018-5-20 13:11:37.00000,4084069.48965,521354.64991,50.45209,
2018-5-20 13:11:38.00000,4084068.96323,521355.56002,50.44870,
2018-5-20 13:11:39.00000,4084068.42635,521356.44475,50.43767,
2018-5-20 13:11:40.00000,4084067.87800,521357.34401,50.44414,
2018-5-20 13:11:41.00000,4084067.34702,521358.24349,50.41281,
2018-5-20 13:11:42.00000,4084066.81963,521359.14237,50.47915,
2018-5-20 13:11:43.00000,4084066.28433,521360.02346,50.47666,
2018-5-20 13:11:44.00000,4084065.73952,521360.91371,50.49138,
2018-5-20 13:11:45.00000,4084065.20613,521361.80813,50.49889,
2018-5-20 13:11:46.00000,4084064.67447,521362.69029,50.48323,
2018-5-20 13:11:47.00000,4084064.12925,521363.59433,50.47938,
2018-5-20 13:11:48.00000,4084063.58527,521364.49106,50.44054,
2018-5-20 13:11:49.00000,4084063.04163,521365.38213,50.50601,
2018-5-20 13:11:50.00000,4084062.51265,521366.26344,50.49194,
2018-5-20 13:11:51.00000,4084061.99582,521367.13610,50.46882,
2018-5-20 13:11:52.00000,4084061.44138,521368.05434,50.46731,
2018-5-20 13:11:53.00000,4084060.87359,521368.99046,50.48415,
2018-5-20 13:11:54.00000,4084060.30467,521369.93361,50.50202,
2018-5-20 13:11:55.00000,4084059.72550,521370.90083,50.51463,
2018-5-20 13:11:56.00000,4084059.13366,521371.89174,50.49872,
2018-5-20 13:11:57.00000,4084058.54782,521372.85867,50.48891,
2018-5-20 13:11:58.00000,4084057.98134,521373.81278,50.48006,
2018-5-20 13:11:59.00000,4084057.39119,521374.78758,50.45669,
2018-5-20 13:12:0.00000,4084056.79331,521375.78512,50.47168,
2018-5-20 13:12:1.00000,4084056.19622,521376.77509,50.50192,
2018-5-20 13:12:2.00000,4084055.61203,521377.75181,50.49143,
2018-5-20 13:12:3.00000,4084055.01931,521378.73925,50.48502,
2018-5-20 13:12:4.00000,4084054.43003,521379.72369,50.46468,
2018-5-20 13:12:5.00000,4084053.83265,521380.72556,50.46320,
2018-5-20 13:12:6.00000,4084053.23512,521381.71747,50.45704,
2018-5-20 13:12:7.00000,4084052.63917,521382.69589,50.46357,
2018-5-20 13:12:8.00000,4084052.07161,521383.64926,50.44617,
