time,lcj,hxj,fyj,hgj,x,y,z,
2018-5-20 13:13:35.00000,4083998.74966,521472.24208,50.53708,167.37000,121.12698,-0.10119,-0.99789,
2018-5-20 13:13:36.00000,4083998.13730,521473.26406,50.53549,168.55913,121.06570,-0.11553,-1.00447,
2018-5-20 13:13:37.00000,4083997.52388,521474.27979,50.54311,169.71249,121.08800,-0.11347,-1.00840,
2018-5-20 13:13:38.00000,4083996.89085,521475.32473,50.54714,170.92000,121.11575,-0.10838,-1.00248,
2018-5-20 13:13:39.00000,4083996.25263,521476.38909,50.56149,172.12804,121.10640,-0.10647,-0.99260,
2018-5-20 13:13:40.00000,4083995.60135,521477.47917,50.52734,173.36618,121.07989,-0.10035,-0.99594,
2018-5-20 13:13:41.00000,4083994.95649,521478.53552,50.55134,174.59053,121.11421,-0.09942,-1.01470,
2018-5-20 13:13:42.00000,4083994.33516,521479.56987,50.54808,175.80877,121.08021,-0.12570,-1.01440,
2018-5-20 13:13:43.00000,4083993.71720,521480.60213,50.53116,177.01176,121.08000,-0.10752,-1.01303,
2018-5-20 13:13:44.00000,4083993.09657,521481.65482,50.52486,178.24828,121.11111,-0.09137,-1.01215,
2018-5-20 13:13:45.00000,4083992.46127,521482.72059,50.55813,179.48905,121.10281,-0.09876,-1.00834,
2018-5-20 13:13:46.00000,4083991.81626,521483.76549,50.53465,180.72858,121.12265,-0.11058,-1.00900,
2018-5-20 13:13:47.00000,4083991.19373,521484.82052,50.54072,181.89853,121.09630,-0.10500,-1.00785,
2018-5-20 13:13:48.00000,4083990.56366,521485.85907,50.54096,183.13241,121.13146,-0.10585,-1.01507,
2018-5-20 13:13:49.00000,4083989.92801,521486.90834,50.53300,184.34540,121.09979,-0.11636,-1.00936,
2018-5-20 13:13:50.00000,4083989.30396,521487.96011,50.55024,185.57964,121.10753,-0.09681,-1.00823,
2018-5-20 13:13:51.00000,4083988.68666,521488.99005,50.53311,186.78100,121.09054,-0.10054,-1.00338,
2018-5-20 13:13:52.00000,4083988.06547,521490.01750,50.54463,187.98766,121.07300,-0.11598,-1.00600,
2018-5-20 13:13:53.00000,4083987.44921,521491.05992,50.52831,189.22189,121.09913,-0.10704,-1.01332,
2018-5-20 13:13:54.00000,4083986.81006,521492.11336,50.53702,190.44138,121.09970,-0.11387,-1.01696,
2018-5-20 13:13:55.00000,4083986.19184,521493.13002,50.53839,191.63691,121.08900,-0.09751,-1.01223,
2018-5-20 13:13:56.00000,4083985.59481,521494.14139,50.53465,192.81463,121.10997,-0.10768,-1.00697,
2018-5-20 13:13:57.00000,4083984.98522,521495.15750,50.53319,193.99694,121.12838,-0.12438,-1.00938,
2018-5-20 13:13:58.00000,4083984.38330,521496.16711,50.50597,195.18809,121.07998,-0.11998,-1.01055,
2018-5-20 13:13:59.00000,4083983.76678,521497.17825,50.53005,196.35992,121.10876,-0.09616,-1.00960,
2018-5-20 13:14:0.00000,4083983.18723,521498.15641,50.52391,197.50598,121.08030,-0.11041,-1.01424,
2018-5-20 13:14:1.00000,4083982.61253,521499.10712,50.52737,198.62253,121.08584,-0.13158,-1.00226,
2018-5-20 13:14:2.00000,4083982.02730,521500.06845,50.54440,199.74855,121.11496,-0.11336,-0.99498,
2018-5-20 13:14:3.00000,4083981.43344,521501.05720,50.52071,200.91625,121.12047,-0.08902,-0.99936,
2018-5-20 13:14:4.00000,4083980.82025,521502.07721,50.53437,202.10479,121.10121,-0.09695,-1.00563,
2018-5-20 13:14:5.00000,4083980.20901,521503.08706,50.53541,203.28723,121.10500,-0.12185,-1.00585,
2018-5-20 13:14:6.00000,4083979.59031,521504.10821,50.53760,204.48800,121.08110,-0.13329,-1.01562,
2018-5-20 13:14:7.00000,4083978.98431,521505.11963,50.53284,205.66691,121.12147,-0.09343,-1.00502,
2018-5-20 13:14:8.00000,4083978.37068,521506.13894,50.53177,206.87406,121.05911,-0.07843,-1.01196,
2018-5-20 13:14:9.00000,4083977.75350,521507.16823,50.55594,208.07000,121.11333,-0.12567,-1.01400,
2018-5-20 13:14:10.00000,4083977.14823,521508.17773,50.54802,209.24804,121.11800,-0.12323,-1.00749,
2018-5-20 13:14:11.00000,4083976.54293,521509.17557,50.55894,210.42132,121.09313,-0.08804,-1.01196,
2018-5-20 13:14:12.00000,4083975.94057,521510.17830,50.55362,211.59193,121.07302,-0.09700,-1.01500,
2018-5-20 13:14:13.00000,4083975.33020,521511.19048,50.54835,212.77337,121.10602,-0.09796,-1.01091,
2018-5-20 13:14:14.00000,4083974.72444,521512.21302,50.56562,213.97255,121.10535,-0.11010,-1.00365,
2018-5-20 13:14:15.00000,4083974.09422,521513.24950,50.54873,215.18970,121.08689,-0.10800,-1.00311,
2018-5-20 13:14:16.00000,4083973.47035,521514.29271,50.55805,216.41567,121.08820,-0.10100,-1.00580,
2018-5-20 13:14:17.00000,4083972.84604,521515.32884,50.58659,217.61272,121.10851,-0.10283,-1.00834,
2018-5-20 13:14:18.00000,4083972.21562,521516.36268,50.54830,218.83196,121.10611,-0.09449,-1.00926,
2018-5-20 13:14:19.00000,4083971.59914,521517.40058,50.56175,220.04900,121.10857,-0.12271,-1.00457,
2018-5-20 13:14:20.00000,4083970.97115,521518.41968,50.56282,221.23149,121.09613,-0.10887,-1.00568,
2018-5-20 13:14:21.00000,4083970.37491,521519.40429,50.56694,222.39421,121.09172,-0.10017,-1.00136,
2018-5-20 13:14:22.00000,4083969.80648,521520.36940,50.57643,223.50500,121.08800,-0.10000,-0.99100,
2018-5-20 13:14:23.00000,4083969.21410,521521.33139,50.59267,224.64662,121.09770,-0.10670,-0.98870,
2018-5-20 13:14:24.00000,4083968.65073,521522.27340,50.56368,225.75185,121.11147,-0.12708,-0.98753,
2018-5-20 13:14:25.00000,4083968.09350,521523.23272,50.52524,226.86226,121.11747,-0.11453,-0.99800,
2018-5-20 13:14:26.00000,4083967.52985,521524.17062,50.54842,227.96249,121.09160,-0.10913,-1.00894,
2018-5-20 13:14:27.00000,4083966.96130,521525.10782,50.56616,229.05379,121.09287,-0.10444,-1.01823,
2018-5-20 13:14:28.00000,4083966.39979,521526.04781,50.55667,230.15389,121.11163,-0.10754,-1.01637,
2018-5-20 13:14:29.00000,4083965.86226,521526.94669,50.54108,231.20576,121.11082,-0.10782,-1.01565,
2018-5-20 13:14:30.00000,4083965.34212,521527.81435,50.53472,232.21494,121.09800,-0.10609,-1.01185,
2018-5-20 13:14:31.00000,4083964.83387,521528.63485,50.55699,233.17300,121.09901,-0.12536,-1.00870,
2018-5-20 13:14:32.00000,4083964.34023,521529.45841,50.57964,234.13769,121.09548,-0.12024,-1.01573,
2018-5-20 13:14:33.00000,4083963.80173,521530.36493,50.56221,235.20713,121.07438,-0.10462,-1.01523,
2018-5-20 13:14:34.00000,4083963.22654,521531.32083,50.55302,236.33656,121.07900,-0.10175,-1.01113,
2018-5-20 13:14:35.00000,4083962.67295,521532.23050,50.53389,237.40160,121.10976,-0.09783,-1.00800,
2018-5-20 13:14:36.00000,4083962.15351,521533.09656,50.55357,238.40619,121.11926,-0.11000,-1.01230,
2018-5-20 13:14:37.00000,4083961.63131,521533.97012,50.53230,239.44700,121.11074,-0.10560,-1.02070,
2018-5-20 13:14:38.00000,4083961.09667,521534.85645,50.54582,240.47470,121.10100,-0.10321,-1.01279,
2018-5-20 13:14:39.00000,4083960.54227,521535.76970,50.56459,241.54532,121.09243,-0.08900,-1.01083,
2018-5-20 13:14:40.00000,4083960.00758,521536.66757,50.56239,242.59273,121.09494,-0.09753,-1.00926,
2018-5-20 13:14:41.00000,4083959.46240,521537.57720,50.55171,243.66100,121.10404,-0.11302,-1.00791,
2018-5-20 13:14:42.00000,4083958.88398,521538.52855,50.54881,244.79257,121.09896,-0.09800,-1.00340,
2018-5-20 13:14:43.00000,4083958.30470,521539.48502,50.55840,245.88802,121.07674,-0.09387,-1.00213,
2018-5-20 13:14:44.00000,4083957.75296,521540.40911,50.53802,246.98793,121.09280,-0.11176,-1.01296,
2018-5-20 13:14:45.00000,4083957.19853,521541.33548,50.54772,248.06434,121.10631,-0.10832,-1.01732,
2018-5-20 13:14:46.00000,4083956.64371,521542.25937,50.55260,249.13747,121.09568,-0.10734,-1.01483,
2018-5-20 13:14:47.00000,4083956.08750,521543.19783,50.54821,250.24726,121.08194,-0.09940,-1.00700,
2018-5-20 13:14:48.00000,4083955.52727,521544.13235,50.52919,251.33321,121.09660,-0.10816,-1.01360,
2018-5-20 13:14:49.00000,4083954.95383,521545.07422,50.54511,252.44176,121.08881,-0.11221,-1.01100,
2018-5-20 13:14:50.00000,4083954.40100,521545.99008,50.54481,253.51022,121.09711,-0.10900,-1.01456,
2018-5-20 13:14:51.00000,4083953.84162,521546.91928,50.56662,254.59355,121.09098,-0.10532,-1.01430,
2018-5-20 13:14:52.00000,4083953.27817,521547.85521,50.55139,255.69379,121.09145,-0.10564,-1.01128,
2018-5-20 13:14:53.00000,4083952.70818,521548.79979,50.53890,256.79630,121.10138,-0.11141,-1.01738,
2018-5-20 13:14:54.00000,4083952.12378,521549.76465,50.54418,257.93283,121.10957,-0.11843,-1.01528,
2018-5-20 13:14:55.00000,4083951.56131,521550.69147,50.53761,259.02542,121.09971,-0.11181,-1.01990,
2018-5-20 13:14:56.00000,4083951.00665,521551.61934,50.53763,260.09650,121.10700,-0.11500,-1.01800,
2018-5-20 13:14:57.00000,4083950.43979,521552.54355,50.54490,261.19876,121.11122,-0.11780,-1.00880,
2018-5-20 13:14:58.00000,4083949.87170,521553.49975,50.54424,262.30168,121.10068,-0.11768,-1.00497,
2018-5-20 13:14:59.00000,4083949.30560,521554.43572,50.55220,263.40121,121.11428,-0.10400,-0.99872,
2018-5-20 13:15:0.00000,4083948.72177,521555.39659,50.55138,264.53578,121.09707,-0.10996,-0.99507,
2018-5-20 13:15:1.00000,4083948.14152,521556.35750,50.55995,265.65072,121.09300,-0.13066,-1.00336,
2018-5-20 13:15:2.00000,4083947.56964,521557.30275,50.55816,266.75368,121.09170,-0.11991,-1.00487,
2018-5-20 13:15:3.00000,4083947.00136,521558.23183,50.55600,267.83756,121.09478,-0.09844,-1.01044,
2018-5-20 13:15:4.00000,4083946.46444,521559.15856,50.55737,268.93100,121.08611,-0.11257,-1.00811,
2018-5-20 13:15:5.00000,4083945.88579,521560.10293,50.51577,270.04894,121.11781,-0.10957,-1.01743,
2018-5-20 13:15:6.00000,4083945.29028,521561.08546,50.55075,271.19295,121.10271,-0.11033,-1.01352,
2018-5-20 13:15:7.00000,4083944.71207,521562.05698,50.55181,272.32196,121.10987,-0.09787,-1.01126,
2018-5-20 13:15:8.00000,4083944.13498,521562.97410,50.48821,273.43360,121.11843,-0.08315,-1.02170,
2018-5-20 13:15:9.00000,4083943.58533,521563.94790,50.54469,274.52633,121.09605,-0.10476,-1.00805,
2018-5-20 13:15:10.00000,4083943.00352,521564.90338,50.54417,275.65111,121.07909,-0.09600,-1.00309,
2018-5-20 13:15:11.00000,4083942.44477,521565.83778,50.54466,276.75719,121.09803,-0.10177,-1.01123,
2018-5-20 13:15:12.00000,4083941.86815,521566.79607,50.54255,277.87017,121.13272,-0.10643,-1.01143,
2018-5-20 13:15:13.00000,4083941.28090,521567.77596,50.56718,279.02302,121.09635,-0.09976,-1.00865,
2018-5-20 13:15:14.00000,4083940.68374,521568.77295,50.53960,280.17797,121.09932,-0.11052,-1.01700,
2018-5-20 13:15:15.00000,4083940.07528,521569.76187,50.55437,281.34313,121.11948,-0.09435,-1.01361,
2018-5-20 13:15:16.00000,4083939.50331,521570.71100,50.52855,282.46310,121.07310,-0.10500,-1.00661,
2018-5-20 13:15:17.00000,4083938.95184,521571.64162,50.55215,283.53000,121.09000,-0.10466,-1.00900,
2018-5-20 13:15:18.00000,4083938.39951,521572.55284,50.57667,284.60604,121.11451,-0.10551,-1.00823,
2018-5-20 13:15:19.00000,4083937.84306,521573.46960,50.56004,285.67671,121.09029,-0.12387,-1.00058,
2018-5-20 13:15:20.00000,4083937.29308,521574.39681,50.56583,286.75511,121.08900,-0.10736,-1.00828,
2018-5-20 13:15:21.00000,4083936.74759,521575.30940,50.56174,287.83875,121.12195,-0.10508,-1.01602,
2018-5-20 13:15:22.00000,4083936.18871,521576.22990,50.54254,288.91506,121.08247,-0.11823,-1.01323,
2018-5-20 13:15:23.00000,4083935.61622,521577.18483,50.56075,290.02568,121.07709,-0.11826,-1.01500,
2018-5-20 13:15:24.00000,4083935.04848,521578.12536,50.58007,291.12530,121.08794,-0.10924,-1.02041,
2018-5-20 13:15:25.00000,4083934.50432,521579.04801,50.57025,292.19619,121.09930,-0.10570,-1.01555,
2018-5-20 13:15:26.00000,4083933.96609,521579.94205,50.54776,293.25181,121.11400,-0.11815,-1.00789,
2018-5-20 13:15:27.00000,4083933.41563,521580.85147,50.56678,294.31196,121.12878,-0.11522,-1.01778,
2018-5-20 13:15:28.00000,4083932.84506,521581.80562,50.56061,295.43023,121.11200,-0.11766,-1.01500,
2018-5-20 13:15:29.00000,4083932.27519,521582.75104,50.55363,296.55100,121.10685,-0.12262,-1.00815,
2018-5-20 13:15:30.00000,4083931.70155,521583.70081,50.56820,297.65700,121.10400,-0.11200,-1.00600,
2018-5-20 13:15:31.00000,4083931.13163,521584.64782,50.56879,298.76726,121.12609,-0.11861,-1.02030,
2018-5-20 13:15:32.00000,4083930.56646,521585.59772,50.55941,299.87897,121.08026,-0.12387,-1.01474,
2018-5-20 13:15:33.00000,4083930.00567,521586.52794,50.55044,300.96113,121.07017,-0.10677,-1.00900,
2018-5-20 13:15:34.00000,4083929.44842,521587.46329,50.56777,302.06000,121.07974,-0.10153,-1.00753,
2018-5-20 13:15:35.00000,4083928.89173,521588.38542,50.56666,303.12677,121.09352,-0.09974,-1.00161,
2018-5-20 13:15:36.00000,4083928.34429,521589.30321,50.55935,304.20325,121.09740,-0.09200,-1.00300,
2018-5-20 13:15:37.00000,4083927.77535,521590.22682,50.54307,305.31060,121.12122,-0.07800,-1.01100,
2018-5-20 13:15:38.00000,4083927.22456,521591.17667,50.55001,306.40060,121.12343,-0.06121,-0.99043,
2018-5-20 13:15:39.00000,4083926.67582,521592.08731,50.55225,307.46038,121.07621,-0.10449,-1.02219,
2018-5-20 13:15:40.00000,4083926.12776,521592.97654,50.53618,308.50381,121.07975,-0.11327,-1.00948,
2018-5-20 13:15:41.00000,4083925.61594,521593.83686,50.55487,309.51000,121.08936,-0.11191,-1.00200,
2018-5-20 13:15:42.00000,4083925.10979,521594.66840,50.55106,310.48827,121.09781,-0.11215,-1.01695,
2018-5-20 13:15:43.00000,4083924.61575,521595.48869,50.55759,311.43643,121.11757,-0.10443,-1.01557,
2018-5-20 13:15:44.00000,4083924.13878,521596.28301,50.55859,312.36726,121.15526,-0.10339,-1.01487,
2018-5-20 13:15:45.00000,4083923.71590,521596.98728,50.56987,313.16616,121.10974,-0.10126,-1.00637,
2018-5-20 13:15:46.00000,4083923.38262,521597.53988,50.54619,313.81781,121.10479,-0.09921,-1.00815,
2018-5-20 13:15:47.00000,4083923.16014,521597.91881,50.55320,314.23561,121.07826,-0.09500,-1.01000,
2018-5-20 13:15:48.00000,4083923.03628,521598.11886,50.54582,314.46061,121.06355,-0.09345,-1.01200,
2018-5-20 13:15:49.00000,4083922.96858,521598.22364,50.54760,314.56800,121.06698,-0.09598,-1.01300,
2018-5-20 13:15:50.00000,4083922.95939,521598.25052,50.54743,314.58845,121.06332,-0.09432,-1.01300,
2018-5-20 13:15:51.00000,4083922.95625,521598.24740,50.54311,314.59100,121.06200,-0.09500,-1.01271,
2018-5-20 13:15:52.00000,4083922.95880,521598.24761,50.53821,314.59100,121.06300,-0.09500,-1.01200,
2018-5-20 13:15:53.00000,4083922.96348,521598.24787,50.53664,314.59100,121.06289,-0.09600,-1.01200,
2018-5-20 13:15:54.00000,4083922.96080,521598.24917,50.54005,314.59100,121.06300,-0.09600,-1.01200,
2018-5-20 13:15:55.00000,4083922.96168,521598.24924,50.54105,314.58300,121.06300,-0.09600,-1.01200,
2018-5-20 13:15:56.00000,4083922.95713,521598.25164,50.54762,314.58300,121.06300,-0.09700,-1.01200,
2018-5-20 13:15:57.00000,4083922.95850,521598.24717,50.53612,314.58300,121.06232,-0.09632,-1.01200,
2018-5-20 13:15:58.00000,4083922.95892,521598.25304,50.54124,314.58300,121.06328,-0.09700,-1.01200,
2018-5-20 13:15:59.00000,4083922.96170,521598.25424,50.54870,314.58300,121.06300,-0.09698,-1.01200,
2018-5-20 13:16:0.00000,4083922.95917,521598.24794,50.53956,314.58300,121.06300,-0.09635,-1.01200,
2018-5-20 13:16:1.00000,4083922.96016,521598.24963,50.53192,314.58300,121.06300,-0.09600,-1.01200,
2018-5-20 13:16:2.00000,4083922.96133,521598.24750,50.53535,314.58300,121.06200,-0.09600,-1.01200,
2018-5-20 13:16:3.00000,4083922.96126,521598.25068,50.53346,314.58300,121.06100,-0.09600,-1.01200,
2018-5-20 13:16:4.00000,4083922.96102,521598.25231,50.53977,314.58300,121.06200,-0.09600,-1.01200,
2018-5-20 13:16:5.00000,4083922.95571,521598.25305,50.54068,314.58300,121.06200,-0.09600,-1.01300,
2018-5-20 13:16:6.00000,4083922.95939,521598.25414,50.53012,314.58300,121.06200,-0.09600,-1.01300,
2018-5-20 13:16:7.00000,4083922.95783,521598.24855,50.53086,314.58300,121.06200,-0.09600,-1.01200,
2018-5-20 13:16:8.00000,4083922.95867,521598.25607,50.54325,314.58300,121.06200,-0.09600,-1.01222,
2018-5-20 13:16:9.00000,4083922.95902,521598.25542,50.55344,314.58300,121.06300,-0.09600,-1.01200,
2018-5-20 13:16:10.00000,4083922.96066,521598.25647,50.55510,314.58300,121.06200,-0.09600,-1.01200,
2018-5-20 13:16:11.00000,4083922.95816,521598.25170,50.52826,314.58300,121.06200,-0.09600,-1.01200,
2018-5-20 13:16:12.00000,4083922.95194,521598.25365,50.54621,314.58300,121.06200,-0.09600,-1.01200,
2018-5-20 13:16:13.00000,4083922.96254,521598.25098,50.52425,314.58300,121.06200,-0.09600,-1.01200,
2018-5-20 13:16:14.00000,4083922.95794,521598.25055,50.52788,314.58300,121.06200,-0.09600,-1.01238,
2018-5-20 13:16:15.00000,4083922.96264,521598.25223,50.53511,314.58300,121.06208,-0.09600,-1.01200,
2018-5-20 13:16:16.00000,4083922.95833,521598.25362,50.53736,314.58300,121.06200,-0.09600,-1.01200,
2018-5-20 13:16:17.00000,4083922.96011,521598.25129,50.53698,314.58300,121.06200,-0.09600,-1.01200,
2018-5-20 13:16:18.00000,4083922.95857,521598.24954,50.53436,314.58300,121.06201,-0.09600,-1.01200,
2018-5-20 13:35:58.00000,4083922.94647,521598.24685,50.60730,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:35:59.00000,4083922.94756,521598.24987,50.60219,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:0.00000,4083922.95049,521598.25128,50.60478,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:1.00000,4083922.95003,521598.25228,50.61606,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:2.00000,4083922.94085,521598.25217,50.60580,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:3.00000,4083922.94783,521598.25052,50.59616,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:4.00000,4083922.95052,521598.24750,50.60723,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:5.00000,4083922.94467,521598.24770,50.61320,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:6.00000,4083922.94531,521598.25238,50.61285,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:7.00000,4083922.94432,521598.24517,50.61066,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:8.00000,4083922.94790,521598.24850,50.60323,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:9.00000,4083922.94899,521598.24419,50.60825,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:10.00000,4083922.94664,521598.24643,50.60657,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:11.00000,4083922.95202,521598.24620,50.60506,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:12.00000,4083922.94658,521598.25173,50.61266,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:13.00000,4083922.94566,521598.24714,50.60788,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:14.00000,4083922.94597,521598.24958,50.61246,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:15.00000,4083922.94166,521598.24844,50.61371,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:16.00000,4083922.94772,521598.24848,50.61630,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:17.00000,4083922.94050,521598.24796,50.61975,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:18.00000,4083922.94318,521598.25182,50.61386,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:19.00000,4083922.94554,521598.24905,50.60837,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:20.00000,4083922.94369,521598.25037,50.61867,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:21.00000,4083922.94771,521598.24934,50.61431,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:22.00000,4083922.94249,521598.24866,50.61093,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:23.00000,4083922.94400,521598.25285,50.61261,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:24.00000,4083922.94893,521598.24842,50.60552,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:25.00000,4083922.95089,521598.24686,50.61873,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:26.00000,4083922.94123,521598.24785,50.61028,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:27.00000,4083922.94364,521598.24935,50.60757,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:28.00000,4083922.94679,521598.24731,50.61254,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:29.00000,4083922.94060,521598.25034,50.61746,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:30.00000,4083922.94579,521598.24794,50.61321,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:31.00000,4083922.94959,521598.24144,50.61111,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:32.00000,4083922.95269,521598.24453,50.60416,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:33.00000,4083922.94348,521598.24006,50.59976,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:34.00000,4083922.94122,521598.24781,50.61196,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:35.00000,4083922.94370,521598.24634,50.60615,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:36.00000,4083922.95164,521598.24603,50.60623,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:37.00000,4083922.94846,521598.24746,50.61447,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:38.00000,4083922.95127,521598.24400,50.60671,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:39.00000,4083922.94700,521598.24430,50.61124,314.58300,121.06900,-0.09400,-1.01400,
2018-5-20 13:36:40.00000,4083922.95285,521598.24367,50.59944,314.58300,121.07098,-0.09300,-1.01400,
2018-5-20 13:36:41.00000,4083922.94879,521598.23968,50.60251,314.58300,121.07200,-0.09400,-1.01400,
2018-5-20 13:36:42.00000,4083922.89781,521598.33546,50.61862,314.69570,121.06011,-0.09700,-1.01032,
2018-5-20 13:36:43.00000,4083922.76290,521598.54149,50.61732,314.95887,121.05341,-0.10041,-1.01020,
2018-5-20 13:36:44.00000,4083922.57871,521598.85340,50.61792,315.32672,121.04983,-0.09083,-1.01034,
2018-5-20 13:36:45.00000,4083922.34689,521599.24216,50.62126,315.79394,121.07087,-0.09913,-1.01513,
2018-5-20 13:36:46.00000,4083922.06186,521599.71578,50.62598,316.36971,121.09900,-0.10857,-1.01514,
2018-5-20 13:36:47.00000,4083921.72847,521600.26912,50.61495,317.02351,121.11826,-0.11306,-1.01113,
2018-5-20 13:36:48.00000,4083921.35865,521600.86287,50.61028,317.72153,121.11664,-0.12400,-1.01009,
2018-5-20 13:36:49.00000,4083920.99501,521601.48004,50.60828,318.44500,121.11400,-0.10200,-1.00600,
2018-5-20 13:36:50.00000,4083920.62042,521602.10570,50.61924,319.17338,121.10430,-0.08970,-1.01630,
2018-5-20 13:36:51.00000,4083920.23437,521602.75244,50.61889,319.94217,121.09281,-0.09800,-1.01600,
2018-5-20 13:36:52.00000,4083919.80748,521603.44065,50.62045,320.75279,121.08165,-0.11017,-1.01225,
2018-5-20 13:36:53.00000,4083919.38891,521604.15186,50.62516,321.58372,121.11900,-0.11206,-1.01340,
2018-5-20 13:36:54.00000,4083918.96318,521604.88396,50.62931,322.45303,121.09748,-0.10413,-1.01226,
2018-5-20 13:36:55.00000,4083918.49834,521605.64718,50.62588,323.32454,121.10883,-0.10491,-1.01654,
2018-5-20 13:36:56.00000,4083918.05504,521606.40281,50.61506,324.20824,121.13452,-0.10180,-1.00820,
2018-5-20 13:36:57.00000,4083917.59341,521607.14302,50.64443,325.08206,121.10700,-0.10771,-1.00887,
2018-5-20 13:36:58.00000,4083917.13935,521607.89236,50.61176,325.96200,121.09796,-0.11364,-1.01836,
2018-5-20 13:36:59.00000,4083916.71026,521608.62829,50.59692,326.82975,121.09198,-0.11397,-1.02794,
2018-5-20 13:37:0.00000,4083916.24936,521609.36870,50.62031,327.70555,121.11347,-0.10740,-1.01866,
2018-5-20 13:37:1.00000,4083915.80362,521610.13573,50.61860,328.58300,121.12809,-0.12317,-1.01217,
2018-5-20 13:37:2.00000,4083915.33820,521610.89087,50.60559,329.49079,121.12300,-0.11721,-1.00743,
2018-5-20 13:37:3.00000,4083914.86573,521611.67036,50.61406,330.38215,121.10215,-0.13015,-1.01760,
2018-5-20 13:37:4.00000,4083914.41450,521612.43428,50.62048,331.29000,121.06260,-0.13000,-1.01630,
2018-5-20 13:37:5.00000,4083913.94090,521613.21611,50.62030,332.19940,121.09865,-0.10676,-1.01441,
2018-5-20 13:37:6.00000,4083913.48076,521613.99049,50.64029,333.10591,121.11609,-0.09609,-1.01883,
2018-5-20 13:37:7.00000,4083912.99402,521614.78741,50.61935,334.05300,121.08277,-0.08985,-1.01762,
2018-5-20 13:37:8.00000,4083912.51384,521615.60126,50.62088,334.99225,121.10302,-0.09595,-1.00803,
2018-5-20 13:37:9.00000,4083912.02278,521616.41294,50.61773,335.95500,121.10804,-0.10136,-1.00972,
2018-5-20 13:37:10.00000,4083911.51663,521617.24691,50.62778,336.93765,121.10816,-0.10058,-1.01029,
2018-5-20 13:37:11.00000,4083911.02231,521618.07169,50.62135,337.89266,121.10800,-0.10118,-1.02400,
2018-5-20 13:37:12.00000,4083910.52236,521618.89573,50.62610,338.86046,121.10100,-0.09946,-1.02409,
2018-5-20 13:37:13.00000,4083910.03378,521619.72038,50.62319,339.83021,121.09911,-0.10989,-1.01423,
2018-5-20 13:37:14.00000,4083909.52275,521620.55473,50.63791,340.80200,121.09500,-0.10653,-1.01400,
2018-5-20 13:37:15.00000,4083909.02477,521621.39362,50.63525,341.78100,121.11683,-0.09906,-1.02123,
2018-5-20 13:37:16.00000,4083908.53275,521622.20970,50.62440,342.73260,121.09615,-0.08961,-1.01623,
2018-5-20 13:37:17.00000,4083908.05554,521623.01226,50.63192,343.66730,121.09149,-0.09170,-1.01230,
2018-5-20 13:37:18.00000,4083907.58503,521623.79852,50.60565,344.59900,121.12500,-0.11100,-1.01400,
